trade_id,entry_epoch,exit_epoch,direction,entry,exit,pnl_pct,hold_bars,exit_reason,mfe_pct,mae_pct,atr_entry,ret_1,ret_2,ret_3,ret_5,ret_8,ret_13,ret_21,log_ret_1,ret_z_5,ret_z_20,dist_sma5,dist_sma8,dist_sma10,dist_sma20,dist_sma34,dist_sma50,dist_sma100,dist_sma200,dist_ema5,dist_ema9,dist_ema12,dist_ema21,dist_ema26,dist_ema50,dist_ema100,dist_ema200,dist_wma10,dist_hma9,dist_dema9,dist_tema9,z_ema9,z_ema12,z_ema21,z_ema26,z_ema50,ema_spread_9_21,ema_spread_21_50,price_ma_cross_9_21,bb_pct,bb_width,bb_width_z,bb_up_dist,bb_low_dist,in_upper_band,in_lower_band,kc_pos,kc_width,dc_pos20,dc_width20,dc_pos50,dc_width50,macd,macd_signal,macd_hist,macd_hist_z,macd_ratio,ppo,adx14,pdi14,mdi14,di_diff,adx_sma5,aroon_up14,aroon_dn14,aroon_osc14,aroon_up25,aroon_dn25,aroon_osc25,cci14,cci20,dpo20,trix9,tsi,vi_plus,vi_minus,vi_diff,rsi_2,rsi_7,rsi_14,rsi_21,rsi_14_z,stoch_k,stoch_d,stoch_j,stoch_rsi,stoch_rsi_k,momentum_3,momentum_5,momentum_10,momentum_20,momentum_50,roc_3,roc_5,roc_10,roc_12,roc_24,roc_50,cmo14,williams_r,elder_bull,elder_bear,awesome,ppo_mom,atr_7,atr_14,atr_21,atr14_pct,atr14_sma,std_5,realized_vol_5,std_10,realized_vol_10,std_20,realized_vol_20,std_50,realized_vol_50,parkinson_10,parkinson_20,garman_klass_10,vol_ratio_20,vol_z_20,body,body_pct,upper_wick,lower_wick,up_wick_pct,low_wick_pct,body_ratio,body_pos,range_pct,gap,gap_pct,bull,bear,doji,hammer,shooting_star,marubozu,engulf_bull,engulf_bear,harami,close_vs_open_pos,hl_position_20,up_streak,dn_streak,streak_diff,skew_10,kurt_10,skew_20,kurt_20,skew_50,kurt_50,autocorr_1_10,autocorr_5_20,entropy_10,entropy_20,entropy_30,hurst_20,pct_rank_20,pct_rank_50,q25_dist,q75_dist,fisher,fisher_sig,inv_fisher,hour_sin,hour_cos,lag_ret1_1,lag_rsi14_1,lag_macdhist_1,lag_bbpct_1,lag_atrpct_1,lag_volz_1,lag_ret1_2,lag_rsi14_2,lag_macdhist_2,lag_bbpct_2,lag_atrpct_2,lag_volz_2,lag_ret1_3,lag_rsi14_3,lag_macdhist_3,lag_bbpct_3,lag_atrpct_3,lag_volz_3,lag_ret1_4,lag_rsi14_4,lag_macdhist_4,lag_bbpct_4,lag_atrpct_4,lag_volz_4,ret_ma5,ret_ma10,prev_bar_body,prev_bar_range,prev_bar_close_pos,er_10,er_20,mfi_proxy_14,cmf_proxy_14,macd_cross,macd_hist_slope,dow_sin,dow_cos,session_asia,session_london,session_ny,rsi_7_z,ret_10,dist_high_20,dist_low_20,hl_ratio_5,avg_body_ratio_10
21,1787785200,1787785260,LONG,96.3349,96.27877,-0.0583,1,SL,0.0,-0.0692,0.09355,0.135998,0.231563,0.189334,0.22082,0.176828,0.133499,0.124443,0.135906,1.291255,2.151403,0.150826,0.165172,0.163253,0.1282,0.024951,-0.131067,-0.608635,-1.033173,0.119786,0.137291,0.134705,0.092765,0.05741,-0.139614,-0.467159,-0.84117,0.152837,0.12706,0.131786,0.092234,2.412632,2.292394,1.958602,1.932623,-0.460435,-0.044464,-0.232164,-1.0,0.992468,0.260322,-1.384827,0.001958,0.258031,1.0,0.0,0.754211,0.389784,0.967351,0.283048,0.292318,0.936676,-0.074298,-0.103808,0.02951,1.59425,-0.077146,-0.07719,29.181664,34.630391,20.639658,13.990734,31.766922,100.0,85.714286,14.285714,0.0,92.0,-92.0,1.620036,0.705056,0.022595,-0.008502,-23.413137,1.023009,0.430815,0.592194,93.827427,69.520782,53.66463,46.899022,3.374658,97.702853,55.716135,181.676288,100.0,70.686132,0.182,0.2122,0.1276,0.0772,-0.4447,0.189334,0.22082,0.132667,0.136519,0.040096,-0.459623,7.329261,-2.297147,0.133319,-0.009581,-0.121016,-0.07719,0.100572,0.094601,0.093709,0.098227,0.00026,0.08749,0.159062,0.063303,0.190274,0.062598,0.274328,0.27451,0.494585,0.024957,0.024027,0.054395,2.151403,0.333529,0.1367,0.14194,0.0062,0.0,4.338698,0.0,0.956613,0.99929,0.148377,-0.0059,-0.006134,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.142141,0.967351,2.0,0.0,2.0,1.853687,4.331979,0.360586,-0.606624,0.356605,-1.512527,0.400342,-0.152491,1.255482,1.541833,1.524707,0.499006,1.0,0.52,0.179631,-0.087661,-0.18303,-0.28365,-0.181013,-0.5,0.866025,0.095435,43.089654,0.017752,0.483994,0.090635,-1.065683,-0.042132,33.158765,0.012443,0.077323,0.087866,-1.694525,0.008219,35.714669,0.013951,0.204817,0.087946,-1.930135,0.023206,34.804438,0.012794,0.133143,0.088648,-2.136584,0.135998,0.044145,0.0919,0.105,0.095435,30.511717,8.404093,47.515935,9617.496401,1.0,0.011758,0.974928,-0.222521,0.0,0.0,0.0,3.118523,0.132667,0.009241,0.273807,0.281014,0.438228
22,1787785380,1787785440,LONG,96.2745,96.22499,-0.0514,1,SL,0.0508,-0.0788,0.08251,-0.035829,-0.081798,-0.054512,0.176925,0.166187,0.078082,-0.013919,-0.035835,-0.892154,-0.561143,-0.018177,0.045394,0.066523,0.06748,0.012481,-0.154349,-0.624471,-1.067685,-0.000785,0.026103,0.034828,0.019582,-0.005381,-0.176441,-0.493431,-0.870127,0.026297,-0.09424,-0.009733,-0.045728,0.574563,0.806248,0.842464,0.832102,-0.572624,-0.006519,-0.195985,-1.0,0.729851,0.293582,-1.12057,0.079257,0.214127,0.0,0.0,0.565024,0.361315,0.675408,0.324863,0.23412,0.937187,-0.038693,-0.075335,0.036642,1.513276,-0.040198,-0.040196,29.439192,30.151508,18.171181,11.980328,29.666288,85.714286,64.285714,21.428571,92.0,80.0,12.0,0.644055,0.424131,0.020425,-4.6e-05,-12.524963,1.082501,0.467247,0.615253,33.269436,56.079081,49.119854,44.619711,1.675882,67.540774,79.618378,43.385567,72.644331,85.649466,-0.0525,0.17,0.0973,-0.0285,-0.5705,-0.054512,0.176925,0.101187,0.079747,0.069863,-0.589198,-1.760293,-32.459226,0.080795,0.028495,0.029512,-0.040196,0.080202,0.084946,0.087186,0.08825,-0.094619,0.060736,0.17849,0.095744,0.197821,0.0706,0.273891,0.259857,0.470422,0.029019,0.025985,0.049993,0.561143,-1.369195,-0.0463,-0.048101,0.0,0.006,0.0,11.472275,0.885277,1.000241,0.054334,0.0118,0.012255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048078,0.675408,0.0,2.0,-2.0,0.421498,-1.772232,0.517334,-0.54047,0.587406,-1.186927,0.803878,-0.559177,1.213008,1.508918,1.488851,0.495179,0.85,0.46,0.125187,-0.007532,0.301316,0.20604,0.292516,-0.258819,0.965926,-0.045985,51.820873,0.039295,0.83906,0.093434,-0.513244,0.027308,55.456892,0.037957,1.005555,0.097107,0.144935,0.135998,53.66463,0.02951,0.992468,0.098227,0.333529,0.095435,43.089654,0.017752,0.483994,0.090635,-1.065683,-0.035829,0.035385,-0.0249,0.0538,-0.045985,21.120035,3.075429,49.790956,9618.708313,1.0,-0.002653,0.974928,-0.222521,0.0,0.0,0.0,1.300429,0.101187,0.105448,0.219415,0.282768,0.529289
23,1787785560,1787785620,LONG,96.3483,96.45352,0.1092,1,TP,0.1241,0.0,0.08094,-0.012874,0.033965,0.053088,-0.028754,0.230106,0.154328,0.094579,-0.012875,-0.184686,-0.289106,0.018278,0.024446,0.0613,0.10697,0.084057,-0.064533,-0.536814,-0.994005,0.017661,0.042825,0.055321,0.056084,0.039139,-0.108759,-0.414659,-0.793331,0.027839,-0.000841,0.000661,-0.021835,0.564842,0.858097,1.270163,1.300624,-0.271857,0.013254,-0.164751,1.0,0.819013,0.335317,-0.857708,0.060623,0.274335,1.0,0.0,0.664089,0.355028,0.838823,0.32469,0.299669,0.908862,-0.015569,-0.049299,0.033729,1.135313,-0.016166,-0.016173,26.217934,25.463654,15.661857,9.801797,27.903734,64.285714,42.857143,21.428571,80.0,68.0,12.0,0.736148,0.75939,0.105855,0.004916,-5.078573,1.138901,0.449099,0.689802,61.01042,61.925491,53.000741,47.498708,1.640951,83.882315,81.718367,88.210212,89.397311,87.550154,0.0511,-0.0277,0.1885,0.0561,-0.6187,0.053088,-0.028754,0.196112,0.189232,0.039161,-0.638323,6.001482,-16.117685,0.074516,0.021016,0.063285,-0.016173,0.07999,0.083531,0.085693,0.086734,-0.102553,0.025303,0.086306,0.087124,0.189942,0.080647,0.24443,0.22876,0.467995,0.03238,0.02638,0.054515,0.289106,-1.220129,0.0049,0.005088,0.0187,0.0299,34.953271,55.88785,0.091589,0.999975,0.055551,-0.0173,-0.017961,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.005088,0.838823,0.0,1.0,-1.0,-1.022793,-0.379684,0.250273,-1.364236,0.719622,-0.986628,0.747309,0.069873,1.320888,1.460971,1.544405,0.516027,0.85,0.58,0.17818,-0.029775,0.289579,0.284301,0.281747,-0.258819,0.965926,0.046845,54.119009,0.035495,0.879522,0.091519,-0.578008,0.019116,50.598772,0.034919,0.768422,0.085706,-1.585579,-0.035829,49.119854,0.036642,0.729851,0.08825,-1.369195,-0.045985,51.820873,0.039295,0.83906,0.093434,-0.513244,-0.012874,-0.005745,0.039,0.1248,0.046845,41.712768,6.918239,67.648114,9620.894532,1.0,-0.001765,0.974928,-0.222521,0.0,0.0,0.0,1.378604,0.196112,0.052333,0.272358,0.13233,0.453988
24,1787785740,1787785860,SHORT,96.3261,96.38158,-0.0576,2,SL,0.0,0.0,0.09247,-0.026754,0.061755,0.104457,0.138458,0.075674,0.300774,0.239662,-0.026758,-1.153921,-0.65117,0.046179,0.081063,0.082717,0.181127,0.184848,0.063022,-0.401627,-0.869022,0.039356,0.079001,0.100093,0.123044,0.116079,-0.00269,-0.291946,-0.669121,0.063164,-0.003563,0.012783,-0.013961,1.313329,1.198966,1.661999,1.889338,0.296507,0.044009,-0.12558,1.0,0.906791,0.445259,-0.339479,0.041427,0.403026,1.0,0.0,0.83628,0.365817,0.784649,0.479733,0.465435,0.808752,0.015379,-0.02196,0.037339,1.254629,0.015952,0.01597,34.874104,39.905053,9.689031,30.216023,29.122033,100.0,21.428571,78.571429,100.0,56.0,44.0,0.899687,1.168049,0.225815,0.009872,4.793167,1.250773,0.388482,0.862291,66.766698,69.684508,59.47633,52.653497,1.770784,78.464865,89.12734,57.139914,91.076801,97.0256,0.1006,0.1333,0.23,0.1597,-0.2732,0.104457,0.138458,0.23914,0.292531,0.199135,-0.282579,18.95266,-21.535135,0.201187,0.101587,0.133379,0.01597,0.090085,0.087895,0.088137,0.091171,-0.047224,0.055236,0.105493,0.056065,0.182655,0.107122,0.240771,0.204785,0.461575,0.034615,0.026153,0.055279,0.65117,-0.165732,-0.0499,-0.051759,0.0497,0.0,49.899598,0.0,0.501004,1.000259,0.103311,0.0241,0.024991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051733,0.784649,0.0,1.0,-1.0,0.859252,0.11769,0.28862,-1.158041,0.836668,-0.595088,0.702811,0.43418,1.255482,1.488429,1.567193,0.55678,0.95,0.7,0.282342,-0.100044,0.439672,0.401222,0.413372,-0.258819,0.965926,0.088533,62.054779,0.038088,1.024967,0.089279,-0.563321,0.042676,56.229132,0.033927,0.891703,0.084008,-1.498546,-0.012874,53.000741,0.033729,0.819013,0.086734,-1.220129,0.046845,54.119009,0.035495,0.879522,0.091519,-0.578008,-0.026754,0.027685,0.0832,0.1175,0.088533,49.568966,19.511301,71.758479,9626.522864,1.0,-0.00075,0.974928,-0.222521,0.0,0.0,0.0,1.507655,0.23914,0.103311,0.376422,0.321003,0.51925
25,1787785920,1787786100,SHORT,96.3433,96.39652,-0.0552,3,SL,0.0,-0.0702,0.0887,0.011829,0.064988,-0.019812,0.041931,0.118619,0.219281,0.217614,0.011828,0.050576,-0.021571,0.002075,0.026073,0.046479,0.130424,0.153567,0.064385,-0.388796,-0.86593,0.018041,0.040501,0.057312,0.083388,0.08133,-0.017162,-0.292144,-0.667839,0.024464,0.00353,-0.007101,-0.010431,0.675861,0.917275,1.167003,1.373013,0.337479,0.04287,-0.100466,1.0,0.7798,0.466132,-0.159979,0.102509,0.363016,1.0,0.0,0.721408,0.372574,0.743351,0.479828,0.440939,0.808912,0.023119,-0.001551,0.024671,0.203694,0.023985,0.024005,29.48227,28.543135,18.167724,10.375411,31.717207,78.571429,0.0,78.571429,88.0,44.0,44.0,0.418674,0.808694,0.19714,0.01108,7.308011,1.203499,0.424574,0.778925,64.796524,61.462622,56.601374,51.569348,1.259424,71.838671,68.169647,79.17672,71.245088,71.70663,-0.0191,0.0404,0.0981,0.2501,-0.3181,-0.019812,0.041931,0.101879,0.08317,0.219802,-0.328932,13.202748,-28.161329,0.073811,-0.010689,0.145794,0.024005,0.091351,0.089989,0.08971,0.093361,-0.021765,0.04003,0.151441,0.057784,0.161561,0.112178,0.243985,0.183774,0.471611,0.029073,0.027388,0.059314,0.021571,0.542163,0.0058,0.006017,0.0139,0.0648,16.449704,76.686391,0.068639,0.99997,0.087666,0.0056,0.00581,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.006018,0.743351,2.0,0.0,2.0,0.019866,-0.980524,-0.292544,-1.310665,1.038807,0.243605,0.6069,0.541427,1.559581,1.508918,1.500805,0.49055,0.9,0.74,0.246865,-0.05234,0.144725,0.272851,0.143723,-0.258819,0.965926,0.053153,55.797085,0.027066,0.784277,0.094248,0.623193,-0.084744,52.094528,0.029898,0.697046,0.095996,0.858329,-0.026754,59.47633,0.037339,0.906791,0.091171,-0.165732,0.088533,62.054779,0.038088,1.024967,0.089279,-0.563321,0.011829,0.008403,0.0389,0.0802,0.053153,24.109118,29.309739,69.570119,9631.677642,1.0,-0.002396,0.974928,-0.222521,0.0,0.0,0.0,0.830215,0.101879,0.123147,0.356681,0.214328,0.450072
26,1787786100,1787786160,LONG,96.4315,96.37958,-0.0538,1,SL,0.0638,-0.054,0.08653,0.072677,0.045255,-0.001867,0.063119,0.040063,0.10001,0.272145,0.07265,1.176537,1.015485,0.025196,0.014864,0.024169,0.093898,0.138926,0.080505,-0.355945,-0.842625,0.027639,0.037196,0.04803,0.070647,0.070933,-0.012505,-0.274674,-0.648889,0.023792,0.043254,0.010243,0.019991,0.437821,0.735655,0.948802,1.15483,0.466997,0.033439,-0.083093,1.0,0.729826,0.408559,-0.373649,0.110279,0.297898,0.0,0.0,0.692857,0.360348,0.739459,0.479837,0.43863,0.808927,0.022049,0.009512,0.012537,-1.085505,0.022876,0.022892,26.039215,25.357277,17.021868,8.335409,28.478946,57.142857,28.571429,28.571429,76.0,32.0,44.0,0.364472,0.597673,0.190585,0.009181,7.142516,1.012156,0.506549,0.505607,73.272329,59.125123,55.711474,51.538562,1.016297,60.977979,50.125164,82.683609,50.959862,28.561792,-0.0018,0.0608,0.0673,0.2905,-0.2953,-0.001867,0.063119,0.069872,0.135887,0.215743,-0.305434,11.422947,-39.022021,0.055242,-0.037058,0.109441,0.022892,0.0844,0.086012,0.08689,0.089236,-0.062855,0.03142,0.11412,0.041671,0.177792,0.098357,0.253527,0.166027,0.465797,0.023787,0.026552,0.054908,1.015485,-0.355735,0.0826,0.085696,0.0055,0.0042,5.95883,4.550379,0.894908,0.999572,0.09576,-0.0126,-0.013082,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08577,0.739459,1.0,0.0,1.0,0.21877,-1.036927,-0.935634,0.085817,1.304,1.573006,0.04114,0.411114,1.494175,1.541833,1.574937,0.453463,0.85,0.78,0.121386,-0.032525,0.002411,0.062613,0.002411,-0.258819,0.965926,-0.027402,50.227284,0.012724,0.582814,0.088296,-0.607432,-0.047101,52.504142,0.018992,0.660142,0.092064,0.293946,0.011829,56.601374,0.024671,0.7798,0.093361,0.542163,0.053153,55.797085,0.027066,0.784277,0.094248,0.623193,0.072677,0.012631,-0.0329,0.0613,-0.027402,14.932327,31.835616,54.641752,9634.585686,1.0,-0.000187,0.974928,-0.222521,0.0,0.0,0.0,0.581513,0.069872,0.125017,0.35482,0.128245,0.519845
27,1787786280,1787786460,LONG,96.5749,96.71353,0.1435,3,TP,0.1752,-0.0103,0.10664,-0.060834,0.001556,0.047828,0.093105,0.110977,0.117733,0.318746,-0.060853,-1.341392,-1.333388,0.021782,0.038215,0.044278,0.088513,0.167534,0.145169,-0.273758,-0.770863,0.009052,0.033976,0.050304,0.084089,0.090196,0.029084,-0.214934,-0.584279,0.028946,-0.032907,-0.011688,-0.017197,0.787729,0.820061,1.07044,1.172536,1.03909,0.050096,-0.054959,1.0,0.791622,0.303519,-0.828633,0.063191,0.24006,1.0,0.0,0.709822,0.38966,0.760018,0.473593,0.497756,0.808541,0.038415,0.021943,0.016473,-0.732134,0.039836,0.039872,29.148053,30.469831,13.713555,16.756276,27.601501,100.0,7.142857,92.857143,100.0,20.0,80.0,0.429231,0.528815,0.220305,0.010049,12.049942,1.122927,0.46035,0.662577,44.924283,59.060634,57.084627,53.25335,0.897513,68.139535,79.492107,45.43439,55.23772,76.754781,0.0461,0.0897,-0.0006,0.3469,-0.3456,0.047828,0.093105,-0.000622,0.130624,0.320103,-0.357104,14.169254,-31.860465,0.162925,0.028525,0.140288,0.039872,0.103148,0.096041,0.093643,0.099593,0.041205,0.064899,0.132462,0.053759,0.17905,0.073108,0.264532,0.134529,0.468608,0.024833,0.029703,0.063235,1.333388,1.9366,-0.0494,-0.051227,0.0602,0.0248,44.791667,18.452381,0.36756,1.000256,0.139371,-0.0093,-0.009638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.051201,0.760018,0.0,1.0,-1.0,0.382664,-0.082371,-0.186496,0.394437,1.025381,1.937901,0.475217,0.262511,1.320888,1.585934,1.570471,0.493712,0.9,0.86,0.129364,-0.040987,0.147456,0.037061,0.146397,-0.258819,0.965926,0.062428,62.641523,0.018727,0.944093,0.093417,0.673555,0.046272,58.824491,0.014522,0.819739,0.089732,-0.235376,0.072677,55.711474,0.012537,0.729826,0.089236,-0.355735,-0.027402,50.227284,0.012724,0.582814,0.088296,-0.607432,-0.060834,0.018628,0.0363,0.1136,0.062428,0.12621,34.507112,57.398267,9638.184366,1.0,-0.002255,0.974928,-0.222521,0.0,0.0,0.0,0.38597,-0.000622,0.113654,0.359939,0.251817,0.463891
28,1787786460,1787786640,LONG,96.6311,96.77256,0.1464,3,TP,0.1801,-0.0215,0.10882,0.022758,0.119596,0.266921,0.268481,0.360274,0.266297,0.396434,0.022756,-0.392944,0.07152,0.122935,0.198123,0.225795,0.29777,0.395453,0.409554,0.024081,-0.484131,0.104414,0.172872,0.208209,0.274571,0.292673,0.267718,0.051135,-0.308141,0.164636,0.017108,0.065419,0.023019,1.536169,1.855874,2.43011,2.280662,2.854916,0.101524,-0.006834,1.0,1.090127,0.504586,0.067697,-0.045342,0.54843,1.0,0.0,1.126789,0.429977,1.0,0.508634,1.0,0.667595,0.081261,0.044753,0.036508,1.186531,0.084043,0.084289,38.898398,32.753626,7.925721,24.827905,32.637714,100.0,0.0,100.0,100.0,8.0,92.0,1.514038,1.440438,0.44965,0.016268,22.007306,1.174816,0.388449,0.786366,93.43535,79.055543,70.121714,63.414654,1.721076,100.0,96.357863,107.284273,100.0,100.0,0.2574,0.2589,0.3131,0.3555,0.2239,0.266921,0.268481,0.324869,0.29313,0.586518,0.232101,40.243428,-0.0,0.210492,0.095492,0.262139,0.084289,0.117627,0.108174,0.103111,0.111877,0.163571,0.11078,0.175867,0.131321,0.208536,0.12161,0.270248,0.138142,0.436941,0.035577,0.034132,0.066976,0.07152,2.195283,0.0164,0.016961,0.0,0.0986,0.0,85.73913,0.142609,0.999915,0.118936,0.0056,0.005793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016964,1.0,3.0,0.0,3.0,0.713992,-0.811445,1.246607,1.02275,0.910658,0.810348,0.870236,0.297312,1.559581,1.585934,1.477402,0.493352,1.0,1.0,0.38419,-0.266055,0.339707,0.275418,0.327216,-0.258819,0.965926,0.096816,69.232211,0.031681,1.194499,0.110816,2.497663,0.147149,65.136094,0.023052,1.162189,0.110417,3.035548,-0.060834,57.084627,0.016473,0.791622,0.099593,1.9366,0.062428,62.641523,0.018727,0.944093,0.093417,0.673555,0.022758,0.053663,0.1034,0.1103,0.096816,54.537537,35.062629,65.749849,9645.513848,1.0,0.004827,0.974928,-0.222521,0.0,0.0,0.0,1.497377,0.324869,0.0,0.508634,0.322683,0.493661
29,1787786640,1787786820,LONG,96.8051,96.74154,-0.0657,3,SL,0.1053,-0.0854,0.10594,0.025238,0.074717,0.013342,0.132954,0.281858,0.338254,0.464594,0.025235,-0.023528,0.049619,0.029873,0.097649,0.139061,0.249168,0.365725,0.408625,0.066319,-0.44821,0.051548,0.108888,0.145661,0.223914,0.249306,0.252898,0.062638,-0.28518,0.081193,-0.021608,0.003031,-0.018314,1.028859,1.202398,1.740223,1.90329,2.435723,0.114901,0.028919,1.0,0.926733,0.583897,0.421285,0.042674,0.539772,1.0,0.0,1.010626,0.425728,0.925206,0.564097,0.941648,0.723036,0.099833,0.068917,0.030916,0.472631,0.103236,0.103494,45.897918,27.015565,10.088342,16.927223,41.780163,85.714286,35.714286,50.0,92.0,0.0,92.0,1.074422,1.032267,0.430925,0.021165,26.792982,1.181654,0.411503,0.770151,79.726937,73.522931,68.023238,62.622568,1.323107,90.810811,83.558559,105.315315,89.451944,82.0167,0.0129,0.1284,0.3864,0.4288,0.3291,0.013342,0.132954,0.401176,0.326387,0.409828,0.341481,36.046477,-9.189189,0.163344,0.058244,0.323499,0.103494,0.107258,0.105281,0.102332,0.10887,0.126417,0.027488,0.128459,0.122548,0.20374,0.140811,0.270223,0.161573,0.431947,0.033104,0.03131,0.070663,0.049619,1.227613,0.0358,0.03702,0.0121,0.0572,11.512845,54.424358,0.340628,0.999815,0.108683,-0.0114,-0.011792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037034,0.925206,2.0,0.0,2.0,-0.366677,-1.788488,0.696027,-1.104273,1.053857,0.519724,0.84476,0.591782,1.213008,1.56071,1.488851,0.488498,1.0,1.0,0.368395,-0.118248,0.45131,0.441808,0.422975,-0.258819,0.965926,0.049466,66.916207,0.032311,0.940256,0.108926,1.365472,-0.06133,64.692672,0.033428,0.909584,0.112611,1.924247,0.022758,70.121714,0.036508,1.090127,0.111877,2.195283,0.096816,69.232211,0.031681,1.194499,0.110816,2.497663,0.025238,0.02659,0.0308,0.0655,0.049466,62.082262,40.908224,72.161353,9651.258039,1.0,-0.001395,0.974928,-0.222521,0.0,0.0,0.0,0.974498,0.401176,0.042191,0.521906,0.185471,0.498728
30,1787786820,1787786820,LONG,96.8322,96.8322,0.0,0,HORIZON,0.1382,-0.0424,0.10683,-0.075985,-0.017458,0.087794,0.162577,0.220865,0.489322,0.499443,-0.076013,-1.613583,-1.477194,0.021433,0.061823,0.108281,0.260268,0.393214,0.460768,0.173907,-0.340182,0.021762,0.086225,0.129527,0.226526,0.261231,0.298724,0.139898,-0.192722,0.05207,-0.062204,-0.036452,-0.055083,0.8475,1.003154,1.472013,1.653036,2.206066,0.14018,0.072035,1.0,0.856092,0.730902,1.089657,0.10491,0.624095,1.0,0.0,1.020271,0.419092,0.804251,0.627039,0.862197,0.890708,0.126978,0.094891,0.032087,0.405697,0.131191,0.131534,51.632532,38.428311,10.36602,28.062291,48.390562,92.857143,14.285714,78.571429,96.0,12.0,84.0,0.749242,0.914341,0.47608,0.02608,33.031551,1.260562,0.373184,0.887379,44.892252,68.572975,67.376354,63.371029,1.034854,80.425111,90.992475,59.290383,71.466683,90.488894,0.0849,0.1571,0.2965,0.4399,0.5572,0.087794,0.162577,0.30728,0.416343,0.552796,0.579023,34.752709,-19.574889,0.205623,0.130123,0.358354,0.131534,0.100203,0.102199,0.100984,0.10559,0.091048,0.075343,0.150353,0.122709,0.242542,0.176398,0.299067,0.201229,0.419211,0.031408,0.028125,0.068972,1.477194,0.600881,-0.0677,-0.069947,0.0,0.0078,0.0,10.331126,0.896689,1.00035,0.078005,-0.0059,-0.006091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.069898,0.804251,0.0,1.0,-1.0,-0.641114,0.891787,0.426441,-1.270927,1.04866,0.25836,0.823678,0.764673,1.386294,1.567056,1.567193,0.49929,0.9,0.96,0.413222,-0.109957,0.475903,0.468415,0.442957,-0.258819,0.965926,0.058571,74.223179,0.037519,1.007818,0.108813,1.008126,0.10527,72.202447,0.03429,1.00993,0.109433,1.167734,0.025238,68.023238,0.030916,0.926733,0.10887,1.227613,0.049466,66.916207,0.032311,0.940256,0.108926,1.365472,-0.075985,0.032512,0.0538,0.099,0.058571,43.622186,37.22603,73.263788,9659.686768,1.0,-0.005432,0.974928,-0.222521,0.0,0.0,0.0,0.339042,0.30728,0.122742,0.504297,0.30711,0.581829
31,1787787000,1787787000,SHORT,96.9218,96.9218,-0.0,0,HORIZON,0.0231,0.0,0.10069,0.095209,0.103271,0.148778,0.131295,0.311597,0.456516,0.543939,0.095163,1.059089,1.043138,0.083964,0.131178,0.161072,0.334762,0.473182,0.569178,0.335558,-0.172853,0.086951,0.14875,0.192368,0.297664,0.338674,0.404463,0.275845,-0.040982,0.116716,0.044455,0.028201,0.018435,1.512901,1.688717,1.656122,1.8552,2.344284,0.148693,0.106482,1.0,0.906569,0.823385,1.541676,0.076673,0.743964,1.0,0.0,1.17001,0.42983,1.0,0.652105,1.0,0.915382,0.141068,0.114919,0.026149,-0.370665,0.145533,0.146025,47.385009,33.23046,12.042609,21.187851,49.289887,100.0,7.142857,92.857143,100.0,0.0,100.0,0.763816,1.063039,0.564625,0.027757,36.721382,1.224773,0.386821,0.837953,92.396469,78.779844,73.150533,67.882836,1.589003,100.0,91.658685,116.68263,93.741327,79.752816,0.144,0.1271,0.2638,0.6061,0.7008,0.148778,0.131295,0.272892,0.517665,0.648965,0.728245,46.301067,-0.0,0.199323,0.058223,0.375186,0.146025,0.107262,0.105499,0.103595,0.108838,0.120681,0.052745,0.145568,0.096059,0.18681,0.198865,0.273624,0.234013,0.424401,0.029406,0.032024,0.067226,1.043138,0.74153,0.0904,0.093261,0.0,0.0507,0.0,35.931963,0.64068,0.999534,0.145566,0.0018,0.001859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093348,1.0,3.0,0.0,3.0,-0.021974,-1.03654,-0.010356,-1.457463,0.880392,-0.328778,0.78356,0.90686,1.255482,1.459359,1.555239,0.391798,1.0,1.0,0.527585,-0.144199,0.404631,0.424154,0.383904,-0.258819,0.965926,0.008055,69.531325,0.025022,0.838601,0.103286,0.18928,0.04546,69.205238,0.028943,0.869377,0.11032,1.005963,-0.075985,67.376354,0.032087,0.856092,0.10559,0.600881,0.058571,74.223179,0.037519,1.007818,0.108813,1.008126,0.095209,0.026262,0.0016,0.0558,0.008055,49.811178,53.499868,79.194163,9668.154509,1.0,0.001127,0.974928,-0.222521,0.0,0.0,0.0,1.295355,0.272892,0.0,0.652105,0.216909,0.485559
