trade_id,entry_epoch,exit_epoch,direction,entry,exit,pnl_pct,hold_bars,exit_reason,mfe_pct,mae_pct,atr_entry,ret_1,ret_2,ret_3,ret_5,ret_8,ret_13,ret_21,log_ret_1,ret_z_5,ret_z_20,dist_sma5,dist_sma8,dist_sma10,dist_sma20,dist_sma34,dist_sma50,dist_sma100,dist_sma200,dist_ema5,dist_ema9,dist_ema12,dist_ema21,dist_ema26,dist_ema50,dist_ema100,dist_ema200,dist_wma10,dist_hma9,dist_dema9,dist_tema9,z_ema9,z_ema12,z_ema21,z_ema26,z_ema50,ema_spread_9_21,ema_spread_21_50,price_ma_cross_9_21,bb_pct,bb_width,bb_width_z,bb_up_dist,bb_low_dist,in_upper_band,in_lower_band,kc_pos,kc_width,dc_pos20,dc_width20,dc_pos50,dc_width50,macd,macd_signal,macd_hist,macd_hist_z,macd_ratio,ppo,adx14,pdi14,mdi14,di_diff,adx_sma5,aroon_up14,aroon_dn14,aroon_osc14,aroon_up25,aroon_dn25,aroon_osc25,cci14,cci20,dpo20,trix9,tsi,vi_plus,vi_minus,vi_diff,rsi_2,rsi_7,rsi_14,rsi_21,rsi_14_z,stoch_k,stoch_d,stoch_j,stoch_rsi,stoch_rsi_k,momentum_3,momentum_5,momentum_10,momentum_20,momentum_50,roc_3,roc_5,roc_10,roc_12,roc_24,roc_50,cmo14,williams_r,elder_bull,elder_bear,awesome,ppo_mom,atr_7,atr_14,atr_21,atr14_pct,atr14_sma,std_5,realized_vol_5,std_10,realized_vol_10,std_20,realized_vol_20,std_50,realized_vol_50,parkinson_10,parkinson_20,garman_klass_10,vol_ratio_20,vol_z_20,body,body_pct,upper_wick,lower_wick,up_wick_pct,low_wick_pct,body_ratio,body_pos,range_pct,gap,gap_pct,bull,bear,doji,hammer,shooting_star,marubozu,engulf_bull,engulf_bear,harami,close_vs_open_pos,hl_position_20,up_streak,dn_streak,streak_diff,skew_10,kurt_10,skew_20,kurt_20,skew_50,kurt_50,autocorr_1_10,autocorr_5_20,entropy_10,entropy_20,entropy_30,hurst_20,pct_rank_20,pct_rank_50,q25_dist,q75_dist,fisher,fisher_sig,inv_fisher,hour_sin,hour_cos,lag_ret1_1,lag_rsi14_1,lag_macdhist_1,lag_bbpct_1,lag_atrpct_1,lag_volz_1,lag_ret1_2,lag_rsi14_2,lag_macdhist_2,lag_bbpct_2,lag_atrpct_2,lag_volz_2,lag_ret1_3,lag_rsi14_3,lag_macdhist_3,lag_bbpct_3,lag_atrpct_3,lag_volz_3,lag_ret1_4,lag_rsi14_4,lag_macdhist_4,lag_bbpct_4,lag_atrpct_4,lag_volz_4,ret_ma5,ret_ma10,prev_bar_body,prev_bar_range,prev_bar_close_pos,er_10,er_20,mfi_proxy_14,cmf_proxy_14,macd_cross,macd_hist_slope,dow_sin,dow_cos,session_asia,session_london,session_ny,rsi_7_z,ret_10,dist_high_20,dist_low_20,hl_ratio_5,avg_body_ratio_10
11,1787783400,1787783640,SHORT,96.4665,96.33254,0.1389,4,TP,0.1078,0.0,0.10305,-0.230844,-0.234349,-0.1578,-0.134875,-0.160278,-0.29606,-0.265266,-0.231111,-1.720992,-2.743017,-0.151378,-0.127915,-0.134431,-0.19888,-0.373334,-0.52599,-0.784771,-0.953071,-0.126679,-0.146705,-0.16456,-0.235649,-0.278484,-0.455872,-0.674898,-0.913079,-0.135765,-0.182891,-0.104673,-0.118896,-1.693119,-2.028136,-1.981013,-1.645482,-1.590382,-0.089074,-0.220744,-1.0,0.018271,0.412846,-1.056839,0.406111,0.007558,0.0,1.0,-0.060038,0.40553,0.0,0.409314,0.0,1.17771,-0.110484,-0.1245,0.014016,0.949648,-0.11443,-0.114112,34.753349,18.379435,43.496409,-25.116974,38.949021,0.0,100.0,-100.0,0.0,100.0,-100.0,-1.021622,-0.661157,-0.437375,-0.014062,-28.280176,0.761088,0.640146,0.120942,9.569555,28.936276,32.154386,33.714295,-0.42844,0.0,34.774475,-69.548951,25.326088,74.635824,-0.1526,-0.1304,-0.1463,-0.2015,-1.0807,-0.1578,-0.134875,-0.151296,-0.241668,-0.543165,-1.106906,-35.691227,-100.0,0.023622,-0.165778,-0.215432,-0.114112,0.113579,0.1007,0.097885,0.104296,0.066002,0.092417,0.264939,0.071362,0.281818,0.099851,0.359418,0.321016,0.531506,0.042435,0.037027,0.050279,2.743017,0.915267,-0.1894,-0.196164,0.0,0.0,0.0,0.0,1.0,1.000981,0.196164,-0.034,-0.035133,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.19578,0.0,0.0,2.0,-2.0,-0.404347,-0.171565,0.06657,-0.594256,0.161593,-1.259312,0.084481,0.0253,1.073543,1.553019,1.379664,0.420681,0.05,0.02,-0.134746,0.287695,0.090338,-0.006749,0.090093,-0.5,0.866025,-0.003513,43.834887,0.024885,0.55877,0.084549,-1.687404,0.076729,44.061084,0.019261,0.563117,0.088333,-1.362213,0.024307,37.528419,0.010283,0.352016,0.082894,-2.120078,-0.001345,35.306564,0.004677,0.281958,0.086966,-1.999292,-0.230844,-0.026933,-0.013,0.058,-0.003513,28.446432,18.552619,33.349608,9670.431337,1.0,-0.010869,0.974928,-0.222521,0.0,0.0,0.0,-0.43526,-0.151296,0.409314,0.0,0.282543,0.51538
12,1787783580,1787783640,SHORT,96.3742,96.2444,0.1347,1,TP,0.0121,0.0,0.09984,-0.023215,-0.001659,-0.090004,-0.324142,-0.224757,-0.241163,-0.398448,-0.023218,0.411104,-0.061693,-0.087251,-0.154015,-0.160195,-0.238816,-0.39212,-0.543447,-0.829181,-1.029183,-0.069665,-0.125185,-0.157482,-0.24674,-0.294229,-0.485001,-0.720579,-0.973167,-0.121116,0.038296,-0.033203,-0.010962,-1.209417,-1.435849,-1.766051,-1.996504,-1.679832,-0.121707,-0.238851,-1.0,0.071171,0.556903,-0.415954,0.518506,0.03973,0.0,1.0,-0.105045,0.391753,0.079083,0.542684,0.033788,1.270203,-0.13251,-0.126256,-0.006255,0.147123,-0.137366,-0.136962,41.667885,12.689841,44.265634,-31.575794,37.429596,71.428571,100.0,-28.571429,0.0,100.0,-100.0,-1.024772,-0.854795,-0.422225,-0.017416,-32.951258,0.825867,0.594225,0.231642,15.682951,25.888849,29.897851,31.989963,-0.617731,10.321616,10.642452,9.679943,11.174027,11.085676,-0.0869,-0.3137,-0.1607,-0.3617,-1.1639,-0.090004,-0.324142,-0.166312,-0.25055,-0.35503,-1.192169,-40.204298,-89.678384,-0.139732,-0.203432,-0.295507,-0.136962,0.095165,0.094942,0.094694,0.098422,-0.004938,0.131206,0.226575,0.12204,0.284161,0.134625,0.328391,0.313781,0.533137,0.043518,0.03182,0.052178,0.061693,0.183504,-0.0132,-0.013684,0.0091,0.0414,14.285714,64.992151,0.207221,1.000068,0.066034,-0.0092,-0.009535,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.013682,0.079083,0.0,1.0,-1.0,-0.082608,-1.627139,-0.203963,-0.532348,0.05229,-1.333594,0.722578,0.062666,1.213008,1.460971,1.412318,0.460485,0.05,0.02,-0.16125,0.327036,-0.352676,-0.190601,-0.338747,-0.5,0.866025,0.021562,30.774301,-0.002927,0.050337,0.103364,0.822857,-0.088346,28.979139,0.00216,-0.065018,0.106821,1.165281,-0.230844,32.154386,0.014016,0.018271,0.104296,0.915267,-0.003513,43.834887,0.024885,0.55877,0.084549,-1.687404,-0.023215,-0.064871,0.0126,0.0782,0.021562,29.107046,36.022309,41.10073,9663.601242,-1.0,-0.003328,0.974928,-0.222521,0.0,0.0,0.0,-0.508342,-0.166312,0.499767,0.042917,0.415977,0.495936
13,1787783760,1787783820,SHORT,96.231,96.28943,-0.0607,1,SL,0.0,0.0,0.09738,0.043646,-0.10812,-0.202042,-0.203698,-0.525529,-0.368018,-0.648207,0.043637,1.037602,0.990759,-0.098459,-0.188941,-0.248772,-0.347387,-0.494221,-0.66951,-0.985389,-1.21279,-0.086948,-0.174529,-0.224141,-0.341674,-0.397737,-0.611194,-0.869176,-1.139575,-0.154639,0.036645,-0.028138,0.017058,-1.128195,-1.424984,-1.924982,-2.109565,-1.985745,-0.167437,-0.270444,-1.0,0.014188,0.715063,0.274559,0.707376,0.01018,0.0,1.0,-0.306926,0.408778,0.060676,0.719019,0.033643,1.29677,-0.168166,-0.141997,-0.026169,-0.713853,-0.174682,-0.173987,51.340535,7.852689,49.107852,-41.255163,45.001415,50.0,92.857143,-42.857143,16.0,96.0,-80.0,-1.208937,-1.092228,-0.523635,-0.025258,-39.741383,0.681674,0.659753,0.02192,29.42018,22.027237,25.99951,28.713236,-1.051137,7.039893,3.020984,15.077711,16.940712,5.646904,-0.1949,-0.1965,-0.4109,-0.6559,-1.1637,-0.202042,-0.203698,-0.425006,-0.346773,-0.599685,-1.194351,-48.00098,-92.960107,-0.212667,-0.266267,-0.38327,-0.173987,0.101055,0.099874,0.098568,0.103744,0.036814,0.114909,0.181869,0.194942,0.30596,0.172698,0.350101,0.32677,0.542905,0.046972,0.035597,0.056145,0.990759,0.739499,0.0327,0.033967,0.0179,0.003,33.395522,5.597015,0.610075,0.99983,0.055677,0.0093,0.009665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.033979,0.060676,1.0,0.0,1.0,0.120316,-1.079465,-0.881305,-0.043224,-0.148335,-1.02652,0.872563,0.374422,1.494175,1.426444,1.411312,0.582297,0.1,0.04,-0.220318,0.453828,-0.498079,-0.473195,-0.460605,-0.5,0.866025,-0.1517,22.315684,-0.024145,-0.111343,0.11018,1.617072,-0.094024,26.595042,-0.01265,-0.005586,0.1036,0.888805,-0.023215,29.897851,-0.006255,0.071171,0.098422,0.183504,0.021562,30.774301,-0.002927,0.050337,0.103364,0.822857,0.043646,-0.040746,-0.13,0.1345,-0.1517,56.141549,55.410999,29.891347,9654.895361,-1.0,-0.002024,0.974928,-0.222521,0.0,0.0,0.0,-0.689225,-0.425006,0.675392,0.043627,0.297419,0.584825
14,1787783940,1787784120,SHORT,96.2314,96.28996,-0.0609,3,SL,0.0,-0.0164,0.09759,-0.029828,-0.043749,-0.084242,-0.192271,-0.287768,-0.508891,-0.61662,-0.029833,0.12138,-0.058048,-0.039698,-0.123394,-0.165151,-0.345319,-0.482897,-0.686474,-1.023582,-1.278463,-0.063862,-0.142931,-0.195611,-0.325837,-0.387514,-0.61949,-0.899089,-1.187849,-0.098972,0.029797,0.006583,0.030695,-1.115812,-1.112767,-1.679612,-1.789724,-1.888017,-0.183168,-0.294613,-1.0,0.093844,0.850214,0.847005,0.773096,0.080064,0.0,1.0,-0.282787,0.39955,0.047069,0.693531,0.023808,1.371156,-0.185671,-0.161386,-0.024284,-0.686878,-0.193027,-0.192279,57.94972,7.867476,45.43401,-37.566533,53.59273,28.571429,100.0,-71.428571,4.0,100.0,-96.0,-0.966457,-1.019984,-0.56705,-0.031263,-44.562003,0.68333,0.681074,0.002256,8.56943,17.946988,23.51963,26.862171,-1.360135,4.70694,5.291325,3.538172,5.536552,8.903705,-0.0811,-0.1853,-0.5863,-0.4921,-1.0338,-0.084242,-0.192271,-0.605837,-0.533068,-0.731903,-1.063332,-52.960741,-95.29306,-0.128701,-0.235601,-0.428547,-0.192279,0.095495,0.096471,0.096362,0.100293,0.001446,0.02918,0.159081,0.135738,0.26186,0.205161,0.334627,0.352156,0.536249,0.042344,0.035612,0.059948,0.058048,0.337872,-0.0461,-0.047927,0.0294,0.0314,27.502339,29.373246,0.431244,1.00024,0.111135,0.0174,0.018084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047904,0.047069,0.0,3.0,-3.0,0.243716,-1.865755,-0.461844,-1.319275,-0.13519,-0.910913,0.895475,0.616172,1.213008,1.397992,1.506818,0.579338,0.05,0.02,-0.16556,0.531012,-0.547072,-0.546026,-0.498322,-0.5,0.866025,-0.013925,24.413443,-0.026014,0.07174,0.098596,0.075891,-0.040511,24.82242,-0.02726,0.029013,0.101199,0.393446,0.043646,25.99951,-0.026169,0.014188,0.103744,0.739499,-0.1517,22.315684,-0.024145,-0.111343,0.11018,1.617072,-0.029828,-0.038464,-0.0127,0.0785,-0.013925,82.357073,48.249828,23.32029,9646.495047,-1.0,0.001729,0.974928,-0.222521,0.0,0.0,0.0,-1.059076,-0.605837,0.660887,0.032644,0.213192,0.519383
15,1787784120,1787784180,LONG,96.2846,96.23162,-0.055,1,SL,0.0071,-0.1259,0.0883,0.062364,0.039592,0.083793,0.040008,-0.108639,-0.522551,-0.452603,0.062344,1.288154,1.092091,0.04793,0.040281,0.001039,-0.189343,-0.332568,-0.53826,-0.896663,-1.178678,0.025608,-0.015317,-0.055414,-0.17407,-0.234756,-0.472116,-0.766957,-1.071763,0.030806,0.058472,0.087572,0.06824,0.41912,-0.299893,-0.912886,-1.114336,-1.436581,-0.158777,-0.298566,-1.0,0.283949,0.876381,0.871108,0.628724,0.24932,0.0,0.0,0.079345,0.383805,0.204842,0.725152,0.105934,1.402209,-0.173154,-0.169809,-0.003346,0.266987,-0.179864,-0.179442,58.265898,11.319214,34.737912,-23.418699,58.319876,7.142857,85.714286,-78.571429,0.0,92.0,-92.0,-0.272706,-0.55085,-0.462585,-0.030447,-43.350697,0.669823,0.691557,-0.021734,79.639027,38.725696,32.803807,32.647626,0.181707,20.484171,15.800029,29.852457,48.738434,31.608877,0.0806,0.0385,-0.2178,-0.4373,-1.0038,0.083793,0.040008,-0.225729,-0.292382,-0.533343,-1.031938,-34.392387,-79.515829,-0.059691,-0.128991,-0.367349,-0.179442,0.086201,0.091073,0.092679,0.094602,-0.055012,0.030026,0.094356,0.08601,0.206248,0.211322,0.34805,0.362655,0.536893,0.029253,0.03556,0.056773,1.092091,-0.393761,0.0625,0.064922,0.0068,0.0,9.81241,0.0,0.901876,0.999675,0.071985,-0.0025,-0.002598,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.064964,0.204842,1.0,0.0,1.0,1.690563,2.353676,0.171716,-1.574885,-0.00087,-0.934813,0.689055,0.606502,1.213008,1.505072,1.493749,0.579755,0.35,0.14,0.03968,0.38426,-0.42128,-0.491087,-0.398008,-0.5,0.866025,-0.022758,26.914746,-0.0126,0.19107,0.098142,0.065463,0.044184,27.738685,-0.017744,0.182443,0.101417,0.49417,-0.029828,23.51963,-0.024284,0.093844,0.100293,0.337872,-0.013925,24.413443,-0.026014,0.07174,0.098596,0.075891,0.062364,0.008007,-0.0172,0.0738,-0.022758,42.975533,39.124989,22.881073,9637.574152,-1.0,0.009254,0.974928,-0.222521,0.0,0.0,0.0,0.678848,-0.225729,0.57661,0.148541,0.171233,0.504296
16,1787784300,1787784360,LONG,96.2511,96.19236,-0.061,1,SL,0.0462,-0.0737,0.09789,0.045959,-0.071039,-0.055365,-0.015795,-0.01538,-0.28097,-0.402464,0.045949,0.687641,0.897636,-0.014715,-0.007807,-0.013374,-0.180439,-0.339255,-0.532105,-0.909494,-1.216102,-0.009146,-0.037946,-0.068972,-0.173943,-0.2317,-0.468709,-0.774857,-1.093841,-0.010141,-0.016792,0.037221,0.010742,-0.234313,-0.466414,-0.881233,-1.089101,-1.393593,-0.136049,-0.295279,-1.0,0.291637,0.865981,0.754796,0.614538,0.253008,0.0,0.0,0.092347,0.397845,0.134566,0.730646,0.069826,1.408079,-0.157043,-0.165319,0.008276,0.937883,-0.163219,-0.162841,53.645855,11.257366,37.242961,-25.985596,55.922334,0.0,100.0,-100.0,36.0,100.0,-64.0,-0.200204,-0.522705,-0.455695,-0.025348,-40.333704,0.750746,0.615708,0.135038,49.268004,37.777164,33.351442,32.991744,0.344793,24.095772,20.217183,31.85295,92.54897,83.495249,-0.0533,-0.0152,-0.0118,-0.466,-0.9811,-0.055365,-0.015795,-0.012263,-0.257814,-0.507718,-1.00939,-33.297115,-75.904228,-0.058203,-0.171803,-0.313369,-0.162841,0.098652,0.096263,0.095818,0.100049,0.001317,0.04614,0.159657,0.036444,0.173233,0.20868,0.349174,0.36934,0.530077,0.024731,0.037064,0.058856,0.897636,0.278287,0.0441,0.045834,0.019,0.0505,16.725352,44.454225,0.388204,0.999771,0.118067,0.0001,0.000104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.045855,0.134566,1.0,0.0,1.0,0.126469,-0.826656,0.808172,-0.804726,0.17233,-0.88316,-0.049897,0.78534,1.320888,1.464816,1.507933,0.571648,0.2,0.08,-0.009562,0.29852,-0.197239,-0.235456,-0.19472,-0.5,0.866025,-0.116945,29.224203,0.004542,0.2182,0.097321,-0.043842,0.015685,34.239921,0.005142,0.321155,0.09171,-0.748891,0.062364,32.803807,-0.003346,0.283949,0.094602,-0.393761,-0.022758,26.914746,-0.0126,0.19107,0.098142,0.065463,0.045959,-0.003139,-0.0979,0.128,-0.116945,2.813543,41.959301,38.038915,9627.469885,1.0,0.003733,0.974928,-0.222521,0.0,0.0,0.0,0.61059,-0.012263,0.632326,0.09832,0.203804,0.474401
17,1787784480,1787784540,LONG,96.2481,96.18833,-0.0621,1,SL,0.0324,-0.0697,0.09961,-0.003015,-0.076674,-0.04043,-0.11144,-0.056219,-0.052687,-0.545063,-0.003015,0.272025,0.372303,-0.022932,-0.044429,-0.042372,-0.140231,-0.321195,-0.509901,-0.91111,-1.240503,-0.026726,-0.050431,-0.075122,-0.167089,-0.22113,-0.454515,-0.769372,-1.101448,-0.037392,-0.016474,0.007919,-0.014829,-1.069744,-1.14597,-0.847937,-1.037514,-1.33945,-0.116717,-0.287907,-1.0,0.287768,0.660744,-0.200403,0.471264,0.190408,0.0,0.0,0.111059,0.401899,0.079232,0.730942,0.041113,1.408648,-0.140844,-0.154906,0.014062,1.169081,-0.146442,-0.146118,47.134171,14.184384,29.328973,-15.144589,51.216943,0.0,78.571429,-78.571429,24.0,88.0,-64.0,-0.190763,-0.384613,-0.39792,-0.020238,-37.063637,0.822277,0.594633,0.227644,25.746159,35.256842,32.945001,32.808246,0.337383,23.121627,24.427209,20.510464,74.936205,83.610269,-0.0389,-0.1073,-0.0403,-0.6013,-1.0697,-0.04043,-0.11144,-0.041884,-0.096292,-0.442731,-1.099983,-34.109998,-76.878373,-0.039516,-0.117116,-0.287852,-0.146118,0.097914,0.097212,0.096733,0.101075,0.008657,0.033775,0.158342,0.04012,0.182148,0.159095,0.337726,0.368003,0.528694,0.022628,0.034546,0.0636,0.372303,0.122186,-0.0264,-0.027449,0.0153,0.0359,19.716495,46.262887,0.340206,1.000137,0.080684,0.0235,0.024433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.027442,0.079232,0.0,2.0,-2.0,0.480901,-1.149675,1.61716,2.429101,0.357157,-0.689908,-0.030718,0.558058,1.320888,1.464816,1.507933,0.54774,0.1,0.04,-0.038705,0.228302,-0.121191,-0.14423,-0.120601,-0.5,0.866025,-0.073661,33.080945,0.013673,0.282722,0.104209,0.727851,0.036272,36.500172,0.013916,0.352394,0.101708,0.433985,0.045959,33.351442,0.008276,0.291637,0.100049,0.278287,-0.116945,29.224203,0.004542,0.2182,0.097321,-0.043842,-0.003015,-0.022278,-0.0683,0.1154,-0.073661,9.292137,53.673123,39.538139,9622.443829,1.0,0.00039,0.974928,-0.222521,0.0,0.0,0.0,0.395708,-0.041884,0.673028,0.057914,0.181021,0.506443
18,1787784660,1787784720,SHORT,96.1386,96.19611,-0.0598,1,SL,0.0,0.0,0.09586,-0.001664,-0.071378,0.002183,-0.074493,-0.109259,-0.039702,-0.3857,-0.001664,0.218833,0.214041,-0.014346,-0.022102,-0.037977,-0.076579,-0.256568,-0.436191,-0.874314,-1.222035,-0.018222,-0.034113,-0.052279,-0.12944,-0.178523,-0.404017,-0.724219,-1.067844,-0.025289,-0.012748,0.006775,-0.014356,-0.733231,-0.93806,-0.843327,-0.839287,-1.24488,-0.09536,-0.274933,-1.0,0.295616,0.374683,-1.405939,0.264123,0.110847,0.0,0.0,0.201341,0.401467,0.147224,0.408196,0.043251,1.389487,-0.121702,-0.140571,0.018869,1.212651,-0.126537,-0.126311,36.699953,15.902249,25.302019,-9.399771,43.01403,42.857143,57.142857,-14.285714,12.0,76.0,-64.0,-0.231233,-0.223299,-0.319475,-0.015484,-32.736556,0.961096,0.52845,0.432646,32.507396,39.351118,35.826392,34.810336,0.735755,29.504849,41.466735,5.581079,77.091556,84.901581,0.0021,-0.0717,-0.0301,-0.2871,-1.2535,0.002183,-0.074493,-0.031286,-0.009876,-0.542892,-1.286526,-28.347216,-70.495151,-0.021028,-0.099928,-0.2336,-0.126311,0.095664,0.096697,0.096629,0.100538,-0.000711,0.030721,0.135134,0.043602,0.202374,0.090161,0.276221,0.338478,0.517502,0.022516,0.025354,0.062369,0.214041,-0.100082,-0.0038,-0.003951,0.0324,0.0427,41.064639,54.119138,0.048162,1.00002,0.082034,0.0022,0.002287,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.003951,0.147224,0.0,2.0,-2.0,0.459797,-1.687684,1.719304,2.388251,0.386996,-0.627385,-0.006072,-0.108953,1.320888,1.534141,1.524707,0.44664,0.15,0.06,-0.007824,0.093809,-0.115982,-0.110341,-0.115465,-0.5,0.866025,-0.069716,35.909664,0.018972,0.284083,0.103384,0.512899,0.073614,39.483456,0.0195,0.418509,0.103493,0.534967,-0.003015,32.945001,0.014062,0.287768,0.101075,0.122186,-0.073661,33.080945,0.013673,0.282722,0.104209,0.727851,-0.001664,-0.014888,-0.086,0.0983,-0.069716,6.269527,30.294397,43.446625,9621.327758,1.0,-0.000103,0.974928,-0.222521,0.0,0.0,0.0,0.616713,-0.031286,0.348099,0.060096,0.165285,0.530348
19,1787784840,1787784900,SHORT,96.0964,96.14767,-0.0534,1,SL,0.0,0.0,0.08545,-0.034838,-0.013834,-0.056249,-0.127587,-0.1307,-0.087517,-0.352045,-0.034844,-0.26184,-0.368709,-0.032572,-0.050209,-0.062691,-0.085882,-0.259673,-0.419275,-0.889227,-1.260377,-0.031863,-0.053615,-0.071812,-0.143429,-0.189637,-0.410023,-0.735892,-1.091118,-0.04632,-0.00699,-0.008967,-0.017551,-1.322298,-1.407627,-1.601491,-1.014021,-1.34529,-0.089862,-0.266976,-1.0,0.035643,0.184947,-2.02266,0.178509,0.006598,0.0,1.0,0.149594,0.383965,0.096381,0.273081,0.021895,1.202077,-0.113557,-0.128535,0.014978,0.800694,-0.118134,-0.11791,33.073986,13.990064,23.858517,-9.868453,35.777419,21.428571,85.714286,-64.285714,0.0,92.0,-92.0,-0.786158,-0.2834,-0.309775,-0.013294,-32.022778,0.995044,0.532642,0.462402,20.466819,34.14729,33.862191,33.638477,0.296559,11.632184,18.804598,-2.712644,55.275722,63.030514,-0.0541,-0.1228,-0.0467,-0.2489,-1.1039,-0.056249,-0.127587,-0.048559,-0.149788,-0.441732,-1.135359,-32.275618,-88.367816,-0.006906,-0.080806,-0.218942,-0.11791,0.086189,0.090878,0.092563,0.094541,-0.058786,0.024616,0.07953,0.041971,0.157639,0.044484,0.265943,0.300847,0.503227,0.017913,0.023051,0.063209,0.368709,-1.399103,-0.032,-0.03329,0.0367,0.0052,49.661705,7.036536,0.433018,1.000166,0.076879,-0.0015,-0.00156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.033279,0.096381,0.0,1.0,-1.0,0.395275,-0.599793,-0.03871,-0.760551,0.180059,-1.259603,0.324273,-0.064642,1.559581,1.460971,1.500805,0.416516,0.05,0.02,-0.055735,0.11472,-0.245288,-0.218498,-0.240485,-0.5,0.866025,0.021011,35.732976,0.016672,0.214737,0.097225,-0.880496,-0.042421,33.681505,0.016493,0.176059,0.099708,-0.275203,-0.001664,35.826392,0.018869,0.295616,0.100538,-0.100082,-0.069716,35.909664,0.018972,0.284083,0.103384,0.512899,-0.034838,-0.025525,0.0231,0.0781,0.021011,12.070302,27.40284,42.986349,9620.240103,1.0,-0.001694,0.974928,-0.222521,0.0,0.0,0.0,0.056485,-0.048559,0.246761,0.02632,0.186576,0.446205
20,1787785020,1787785080,SHORT,96.0861,96.13676,-0.0527,1,SL,0.0,0.0,0.08443,0.008219,0.031427,0.001352,-0.012482,-0.126236,-0.047207,-0.148956,0.008219,0.382704,0.280522,0.001498,-0.014562,-0.029556,-0.064415,-0.206615,-0.357253,-0.841164,-1.240294,-0.002562,-0.021432,-0.038172,-0.10375,-0.146975,-0.361188,-0.691321,-1.057534,-0.011338,0.02917,0.019903,0.012,-0.56941,-0.795479,-1.230902,-1.017523,-1.235247,-0.082336,-0.257705,-1.0,0.204817,0.218221,-1.748857,0.173638,0.044724,0.0,1.0,0.236436,0.362454,0.246348,0.263507,0.06727,0.964977,-0.104783,-0.118734,0.013951,0.676138,-0.109005,-0.108845,32.367452,16.429737,23.687556,-7.257819,33.530139,0.0,92.857143,-92.857143,0.0,96.0,-96.0,-0.512263,-0.271835,-0.242035,-0.012294,-31.56872,0.893568,0.546482,0.347086,60.743663,38.864022,35.714669,34.757365,0.67708,26.966292,17.863192,45.172492,63.264511,49.184977,0.0013,-0.012,-0.0536,-0.1044,-0.8887,0.001352,-0.012482,-0.055729,-0.093124,-0.350698,-0.916041,-28.570661,-73.033708,0.020644,-0.059556,-0.200464,-0.108845,0.079146,0.084539,0.087516,0.087946,-0.117285,0.022375,0.06259,0.043665,0.128867,0.052476,0.217373,0.27901,0.495257,0.017522,0.021066,0.055861,0.280522,-1.930135,0.0043,0.004473,0.0633,0.0126,78.927681,15.710723,0.053616,0.999978,0.083432,0.0036,0.003745,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.004473,0.246348,2.0,0.0,2.0,0.911848,1.134356,0.093749,-0.733213,0.131326,-1.681551,0.579544,0.221545,1.320888,1.567056,1.455657,0.338176,0.2,0.08,-0.028244,0.098256,-0.346079,-0.339057,-0.332894,-0.5,0.866025,0.023206,34.804438,0.012794,0.133143,0.088648,-2.136584,-0.030065,32.291535,0.012459,-0.01787,0.088926,-2.502577,-0.034838,33.862191,0.014978,0.035643,0.094541,-1.399103,0.021011,35.732976,0.016672,0.214737,0.097225,-0.880496,0.008219,-0.002493,0.0344,0.0836,0.023206,18.108108,14.104296,44.832316,9618.076002,1.0,0.001157,0.974928,-0.222521,0.0,0.0,0.0,0.551225,-0.055729,0.198592,0.064914,0.155729,0.396137
