trade_id,pnl_pct,won,ret_1,ret_2,ret_3,ret_5,ret_8,ret_13,ret_21,log_ret_1,ret_z_5,ret_z_20,dist_sma5,dist_sma8,dist_sma10,dist_sma20,dist_sma34,dist_sma50,dist_sma100,dist_sma200,dist_ema5,dist_ema9,dist_ema12,dist_ema21,dist_ema26,dist_ema50,dist_ema100,dist_ema200,dist_wma10,dist_hma9,dist_dema9,dist_tema9,z_ema9,z_ema12,z_ema21,z_ema26,z_ema50,ema_spread_9_21,ema_spread_21_50,price_ma_cross_9_21,bb_pct,bb_width,bb_width_z,bb_up_dist,bb_low_dist,in_upper_band,in_lower_band,kc_pos,kc_width,dc_pos20,dc_width20,dc_pos50,dc_width50,macd,macd_signal,macd_hist,macd_hist_z,macd_ratio,ppo,adx14,pdi14,mdi14,di_diff,adx_sma5,aroon_up14,aroon_dn14,aroon_osc14,aroon_up25,aroon_dn25,aroon_osc25,cci14,cci20,dpo20,trix9,tsi,vi_plus,vi_minus,vi_diff,rsi_2,rsi_7,rsi_14,rsi_21,rsi_14_z,stoch_k,stoch_d,stoch_j,stoch_rsi,stoch_rsi_k,momentum_3,momentum_5,momentum_10,momentum_20,momentum_50,roc_3,roc_5,roc_10,roc_12,roc_24,roc_50,cmo14,williams_r,elder_bull,elder_bear,awesome,ppo_mom,atr_7,atr_14,atr_21,atr14_pct,atr14_sma,std_5,realized_vol_5,std_10,realized_vol_10,std_20,realized_vol_20,std_50,realized_vol_50,parkinson_10,parkinson_20,garman_klass_10,vol_ratio_20,vol_z_20,body,body_pct,upper_wick,lower_wick,up_wick_pct,low_wick_pct,body_ratio,body_pos,range_pct,gap,gap_pct,bull,bear,doji,hammer,shooting_star,marubozu,engulf_bull,engulf_bear,harami,close_vs_open_pos,hl_position_20,up_streak,dn_streak,streak_diff,skew_10,kurt_10,skew_20,kurt_20,skew_50,kurt_50,autocorr_1_10,autocorr_5_20,entropy_10,entropy_20,entropy_30,hurst_20,pct_rank_20,pct_rank_50,q25_dist,q75_dist,fisher,fisher_sig,inv_fisher,hour_sin,hour_cos,lag_ret1_1,lag_rsi14_1,lag_macdhist_1,lag_bbpct_1,lag_atrpct_1,lag_volz_1,lag_ret1_2,lag_rsi14_2,lag_macdhist_2,lag_bbpct_2,lag_atrpct_2,lag_volz_2,lag_ret1_3,lag_rsi14_3,lag_macdhist_3,lag_bbpct_3,lag_atrpct_3,lag_volz_3,lag_ret1_4,lag_rsi14_4,lag_macdhist_4,lag_bbpct_4,lag_atrpct_4,lag_volz_4,ret_ma5,ret_ma10,prev_bar_body,prev_bar_range,prev_bar_close_pos,er_10,er_20,mfi_proxy_14,cmf_proxy_14,macd_cross,macd_hist_slope,dow_sin,dow_cos,session_asia,session_london,session_ny,rsi_7_z,ret_10,dist_high_20,dist_low_20,hl_ratio_5,avg_body_ratio_10
31,-0.0,0,-0.19772,0.02658,0.0995,-0.0635,0.05446,0.2341,-0.2644,-0.19783,0.03719,-0.10101,0.02119,0.04384,0.02944,0.00509,-0.03372,-0.10022,0.0436,0.3671,-0.00892,0.0164,0.01594,-0.01223,-0.02591,-0.01344,0.11529,0.25742,0.0188,-0.02253,-0.00128,-0.02148,-0.22455,-0.08331,0.24945,0.10123,0.07952,-0.04263,-0.01008,0.02694,0.24915,-0.24861,-0.46775,0.08223,-0.3108,-0.22988,-0.11944,-0.06049,-0.11869,0.30749,-0.03645,-0.06751,0.00242,-0.0705,-0.09973,0.08252,-0.00152,-0.06967,-0.06837,-0.18399,-0.13754,-0.14877,-0.1672,-0.19194,0.67854,0.18807,0.54109,-0.34583,0.40318,-0.01654,0.19986,0.17213,-0.01425,-0.04839,-0.04532,0.13338,0.11144,0.13189,-0.14541,-0.16874,-0.05558,0.00417,0.01911,0.07589,0.18167,-0.06607,-0.32475,-0.08419,0.09846,-0.06282,-0.03897,-0.12257,-0.24674,0.0995,-0.0635,-0.04027,-0.10066,0.10082,-0.24444,-0.05558,0.07589,0.05955,0.06192,-0.05016,-0.06837,0.08323,-0.00742,-0.08237,-0.03663,0.11205,-0.07283,-0.00126,0.04994,-0.09996,-0.24322,0.02949,-0.00073,0.16702,0.04637,0.00398,-0.60312,0.00834,0.03431,-0.11376,-0.11218,-0.17253,0.01356,-0.37553,0.01394,-0.16616,-0.11174,-0.07318,-0.04312,-0.04311,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,-0.11214,0.30749,0.11151,-0.01269,0.03239,0.02492,0.04319,-0.03207,-0.43179,0.13302,-0.0899,0.07264,-0.45562,0.1306,-0.12927,-0.05367,-0.28802,0.10768,-0.03277,-0.22481,0.14812,0.09291,0.12461,0.11767,-0.03327,-0.09675,0.03056,0.01616,0.08216,0.28687,-0.04056,-0.00621,0.0766,-0.02237,0.04785,0.14049,-0.04481,0.05443,0.05534,-0.06068,0.03848,-0.03604,-0.07434,0.01247,-0.21694,-0.04968,0.06355,0.02695,-0.38441,-0.10759,-0.19772,-0.06322,0.02019,-0.01803,0.03056,-0.03643,0.41474,0.15597,0.0806,-0.29154,-0.00177,-0.04061,-0.04061,0.0,0.0,0.0,-0.07347,-0.04027,0.0053,-0.08697,0.0238,0.01317
32,-0.0556,0,0.08497,-0.00947,-0.03241,-0.02706,0.01699,0.12405,-0.24835,0.08501,-0.04007,0.12369,-0.00394,0.00507,0.00752,0.00317,-0.02588,-0.08593,0.04018,0.33161,0.00015,0.00485,0.00689,-0.00779,-0.01798,-0.01091,0.10028,0.22868,0.0015,0.03363,0.0034,0.06136,-0.03466,-0.0332,0.16421,0.06981,0.06181,-0.04041,-0.01133,0.02694,0.16138,-0.23179,-0.45505,0.03423,-0.22185,0.06484,-0.11944,-0.03996,-0.02666,0.23625,-0.04551,-0.05696,-0.00466,-0.07051,-0.10864,0.03588,-0.00572,-0.06971,-0.06834,-0.13168,-0.09156,-0.04562,-0.07831,-0.15994,0.5911,0.21384,0.54109,-0.32317,0.22766,-0.01232,0.08584,0.09717,-0.01192,-0.04773,-0.04694,0.14505,0.0463,0.11357,0.08135,-0.09558,-0.04323,0.00347,0.00631,0.0456,0.17117,-0.00994,0.19688,-0.03401,-0.03205,-0.02681,-0.03022,-0.10972,-0.21844,-0.03241,-0.02706,-0.03122,-0.04301,0.07977,-0.21618,-0.04323,0.0456,0.03127,0.04406,-0.04778,-0.06834,-0.02726,-0.00063,-0.02033,-0.00231,0.01334,-0.19194,-0.15982,-0.05471,-0.11213,-0.22727,0.02602,0.00391,0.16443,-0.03684,-0.05054,-0.2438,0.01436,-0.02563,0.03763,0.0371,-0.17253,0.01785,-0.37553,0.06163,0.11348,0.03689,0.00283,0.25797,0.25874,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.03711,0.23625,-0.04779,0.02463,-0.0299,0.13733,-0.04533,-0.13791,-0.26277,0.09511,0.01941,0.01855,-0.48738,-0.25067,0.05137,-0.08834,-0.12159,0.0776,-0.02959,-0.13261,0.08675,0.10178,0.13205,0.12761,-0.03327,-0.09675,0.00665,0.01777,0.06415,0.27084,0.00096,0.01134,-0.01915,-0.02512,0.03902,0.13511,-0.0224,0.01237,-0.07891,-0.07643,0.03126,-0.04011,-0.1066,0.01531,-0.05261,-0.04165,0.04221,0.01923,-0.19666,-0.02898,0.08497,-0.02696,-0.00211,-0.01948,0.00665,-0.02309,0.34015,0.11002,0.23416,-0.29154,0.01571,-0.04061,-0.04061,0.0,0.0,0.0,0.02867,-0.03122,0.00371,-0.07562,0.06669,0.06478
33,-0.0549,0,-0.17416,0.00779,0.04145,-0.01232,0.0215,0.14486,-0.27177,-0.17427,0.0493,-0.08649,0.00976,0.0144,0.01153,0.00286,-0.02609,-0.08798,0.04481,0.38673,-0.00414,0.00782,0.00842,-0.0081,-0.0185,-0.01141,0.10913,0.25799,0.00719,-0.02108,0.00042,-0.02188,-0.14738,-0.05875,0.1772,0.06953,0.06027,-0.03546,-0.01191,0.02694,0.17819,-0.08564,-0.2471,0.05854,-0.15565,-0.22988,-0.11944,-0.04212,-0.01329,0.27505,-0.0244,-0.06328,-0.00455,-0.06571,-0.10955,-0.01014,-0.00721,-0.06494,-0.06366,0.03097,-0.06918,-0.02984,-0.05632,-0.07088,0.32878,0.16231,0.36144,-0.25518,0.30288,-0.01232,0.10263,0.08413,-0.01167,-0.04133,-0.04475,0.08548,0.04975,0.07589,-0.07967,-0.10268,-0.04317,0.00355,0.00455,0.0622,0.14001,-0.05841,0.10234,0.07322,0.04108,-0.01225,-0.01396,-0.10408,-0.24095,0.04145,-0.01232,-0.01438,-0.05068,0.08958,-0.23864,-0.04317,0.0622,0.03135,0.03606,-0.04191,-0.06366,-0.00546,-0.0002,-0.01118,7e-05,0.00938,-0.24146,-0.08217,-0.14165,-0.11184,-0.08435,0.01593,0.0067,0.19046,-0.09818,-0.04858,-0.14769,0.00304,-0.04374,-0.09566,-0.09434,-0.01667,-0.00328,-0.1145,-0.02089,-0.19807,-0.09393,-0.02595,-0.13498,-0.13525,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,0.06045,-0.03157,-0.17601,-0.09428,0.27505,0.00531,-0.01269,0.01163,0.10926,0.03756,-0.20522,-0.01627,0.05281,0.09615,-0.05769,-0.44297,-0.25067,0.0877,-0.08834,-0.11195,0.09765,-0.03171,-0.10019,0.09697,0.06338,0.09639,0.08227,-0.03327,-0.09675,-0.13083,0.01156,-0.00581,0.16182,0.01399,0.02208,0.0556,-0.02184,0.01156,0.10665,0.01692,-0.06209,0.03289,-0.05977,0.01432,-0.02655,-0.00677,-0.01085,-0.02003,-0.04572,0.03331,0.01821,0.00628,0.05176,-0.17416,-0.0123,-0.14021,0.00566,-0.13083,0.0272,0.26934,0.10525,0.3251,0.31584,0.0027,-0.04061,-0.04061,0.0,0.0,0.0,0.02041,-0.01438,0.00466,-0.07081,0.07281,0.08394
34,0.1175,1,0.12598,0.00728,0.00884,-0.0212,0.0079,0.06179,-0.2548,0.12607,-0.03666,0.1474,0.0039,0.01,0.00585,0.002,-0.02277,-0.08213,0.04584,0.39794,-0.0008,0.00433,0.00561,-0.00653,-0.01562,-0.01058,0.10706,0.26087,0.00335,0.01425,0.00187,0.02039,-0.06825,-0.03475,0.15884,0.05949,0.05412,-0.03331,-0.01249,0.02694,0.15893,0.05757,-0.00644,0.06732,-0.06655,0.06484,-0.11944,-0.03448,0.0329,0.2167,0.0123,-0.05891,-0.01425,-0.06328,-0.10781,-0.02187,-0.00608,-0.06254,-0.06129,0.08652,-0.06345,-0.1064,-0.10047,0.04954,0.5911,0.21384,0.54109,-0.32317,0.3781,-0.01548,0.07324,0.05843,-0.01032,-0.03638,-0.04331,0.09494,0.0235,0.07162,0.01577,-0.06615,-0.03572,0.00316,-0.00349,0.04006,0.15576,-0.00614,0.34509,0.06329,0.00881,-0.02103,-0.01739,-0.08051,-0.243,0.00884,-0.0212,-0.01792,-0.03614,0.09049,-0.24069,-0.03572,0.04006,0.03158,0.05074,-0.03871,-0.06129,-0.04322,0.00273,0.02044,0.01501,-0.02676,-0.0598,0.14152,-0.18377,-0.05772,0.05595,0.03536,0.00905,0.18435,-0.0348,0.05177,0.15167,0.02301,-0.06042,0.06304,0.06213,-0.17253,-0.00058,-0.37553,0.00238,-0.23392,0.06201,0.02523,0.22991,0.23041,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.06209,0.2167,-0.04779,-0.00025,-0.00914,-0.0272,-0.12973,-0.15396,-0.21834,0.01668,0.13141,-0.13703,-0.34,0.0486,0.0877,-0.09277,-0.32647,0.09765,-0.03171,-0.05893,0.07862,0.08095,0.096,0.10375,-0.03327,-0.09675,0.2254,0.01625,-0.00954,0.32141,0.02545,0.02767,-0.02865,-0.01881,-0.00898,0.09523,0.02099,-0.08636,-0.06959,-0.05969,-0.0024,-0.02915,0.00015,-0.01876,0.16728,-0.03005,-0.00126,0.01127,0.06997,0.10115,0.12598,-0.02115,0.32804,0.0072,0.2254,0.01958,0.11168,0.04449,0.4089,0.31584,0.00756,-0.04061,-0.04061,0.0,0.0,0.0,0.06326,-0.01792,0.00394,-0.03541,0.01518,0.05761
35,0.1191,1,0.08193,-0.02751,-0.04974,0.01806,-0.00321,0.03244,-0.11392,0.08196,-0.01751,0.0978,-0.01753,-0.01699,-0.00746,0.00034,-0.01458,-0.06319,0.0408,0.33519,0.00434,-0.00364,-0.00117,-0.0026,-0.00812,-0.00771,0.08705,0.21847,-0.00819,0.03494,0.00406,0.05016,0.18388,0.05872,0.0252,0.02832,0.04154,-0.02596,-0.01229,0.02694,0.00388,0.14367,0.15218,0.04143,0.03722,0.06484,-0.11944,-0.01238,0.08493,0.09793,0.02421,-0.04966,-0.01443,-0.05411,-0.10189,-0.06958,-0.00686,-0.05352,-0.05239,0.1605,0.03153,-0.0569,-0.01789,0.10582,0.32878,0.21384,0.4333,-0.25518,0.40318,-0.01443,-0.06824,0.00593,-0.00687,-0.0295,-0.03689,0.06802,-0.00562,0.04236,0.10468,0.00995,-0.01853,0.00212,-0.02157,-0.02146,0.05312,0.06883,0.38291,0.12674,-0.04922,0.01781,0.00357,-0.05649,-0.24928,-0.04974,0.01806,0.00372,0.00541,0.07318,-0.24714,-0.01853,-0.02146,0.00662,0.01829,-0.03399,-0.05239,-0.08773,0.00603,0.05644,0.03157,-0.0679,-0.00784,0.1095,-0.14463,-0.0442,0.1404,0.03404,0.00921,0.17603,0.18452,0.07406,0.42257,0.00491,-0.06763,0.04889,0.04823,0.08322,-0.01255,0.25406,-0.04824,-0.11512,0.04808,0.03283,-0.02016,-0.02005,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.04822,0.09793,-0.04779,0.01219,-0.01952,-0.04118,0.00509,-0.2209,0.3336,-0.02151,0.14553,-0.12373,-0.0962,0.18386,0.03766,-0.06461,-0.15039,-0.01263,-0.02004,0.01619,0.03,0.05017,0.08786,0.06549,-0.03327,-0.09675,-0.17948,0.0086,-0.04595,0.10771,0.04926,0.02709,0.06435,-0.01862,-0.01144,0.11652,0.02469,-0.06952,0.04911,-0.04962,-0.00667,-0.02617,0.04358,-0.02604,-0.3181,-0.04189,-0.00311,0.02143,0.12599,0.12687,0.08193,0.01793,-0.20746,-0.00287,-0.17948,0.03109,-0.11167,-0.01144,0.44623,0.31584,0.01501,-0.04061,-0.04061,0.0,0.0,0.0,0.14408,0.00372,0.00246,-0.00993,0.0788,-0.04202
36,-0.0609,0,0.22519,-0.05602,-0.09727,0.10998,-0.02971,-0.07816,-0.04399,0.22545,-0.02707,0.16233,-0.03244,-0.05591,-0.03068,-0.002,-0.00247,-0.03411,0.03047,0.21396,0.01114,-0.01417,-0.01026,0.00286,0.00244,-0.00334,0.05322,0.14027,-0.02347,0.05017,0.00674,0.08642,0.29256,0.10292,-0.30004,-0.0527,0.0229,-0.01452,-0.0112,0.02694,-0.31564,0.18058,0.23147,-0.01375,0.15271,0.06484,0.25381,0.01661,-0.05365,-0.20816,0.04568,-0.03247,-0.01475,-0.0387,-0.08862,-0.13234,-0.00734,-0.03834,-0.03747,0.16221,0.10011,0.03592,0.077,0.16271,0.06646,-0.14685,-0.17749,-0.18719,0.40318,-0.01285,-0.3599,-0.08897,-0.00182,-0.01809,-0.02658,-0.03644,-0.04096,-0.04022,0.11836,0.07594,0.00307,0.00063,-0.03937,-0.05613,-0.0735,0.07808,0.38291,0.12433,-0.09621,0.10882,0.01453,2e-05,-0.21996,-0.09727,0.10998,0.01504,0.02347,0.01842,-0.218,0.00307,-0.05613,-0.01824,-0.03877,-0.01928,-0.03747,0.10217,-0.0045,-0.03793,-0.02268,0.07805,0.27646,0.26147,0.02338,0.2305,0.17664,-0.01263,0.00687,0.05716,-0.02053,-0.01884,0.39208,0.02846,0.04104,0.13543,0.13385,-0.10451,-0.0133,-0.2735,-0.05158,-0.48293,0.13347,-0.04794,-0.07885,-0.07897,-0.00178,-0.00178,0.09875,0.0,-0.13478,-0.69149,-0.00984,-0.03157,-0.17601,0.13363,-0.20816,-0.04779,0.01219,-0.01952,0.22384,-0.12544,-0.22677,0.59424,-0.05033,0.13915,-0.00114,0.36703,-0.16866,0.06268,-0.05367,-0.0667,-0.08282,-0.0105,0.09631,-0.06048,-0.01187,0.01201,-0.01666,-0.03327,-0.09675,-0.29532,0.0034,-0.09545,-0.20997,-0.02327,-0.0082,0.14201,-0.01335,-0.03352,0.07858,0.02031,-0.04186,0.03168,-0.02642,-0.024,-0.00222,0.09175,-0.02919,0.23358,-0.02258,-0.02111,0.00783,0.24237,0.12418,0.22519,0.10955,-0.49877,0.03124,-0.29532,0.01544,-0.30853,-0.07393,0.41578,0.31584,0.02389,-0.04061,-0.04061,0.0,0.0,0.0,0.17876,0.01504,-0.00028,0.037,-0.06055,-0.15329
37,0.1288,1,-0.05007,0.04214,0.1401,0.00479,-0.00591,0.05108,-0.09361,-0.05016,0.00718,-0.0199,0.02479,0.02375,0.0097,0.00082,-0.01252,-0.05787,0.04553,0.39335,-0.00592,0.00677,0.00549,-0.0044,-0.01051,-0.00818,0.09464,0.24744,0.01092,-0.05703,-0.00298,-0.08818,-0.0819,-0.01776,0.0669,0.03519,0.04169,-0.01327,-0.01062,0.02694,0.06208,0.16802,0.22462,0.05994,0.02503,0.06484,-0.11944,-0.02199,-0.0856,0.1298,0.04234,-0.05438,-0.00587,-0.03373,-0.07259,-0.09094,-0.0042,-0.03339,-0.03266,0.17899,-0.06707,-0.07072,-0.08041,0.15975,-0.19587,-0.12109,-0.24935,-0.11921,0.3781,-0.01073,0.07335,0.02583,-0.0047,-0.00901,-0.02207,0.02745,0.02258,0.02701,-0.11103,-0.04822,-0.02083,0.00209,-0.01455,0.0304,0.01448,-0.05443,0.03328,0.05279,0.13848,0.00468,0.00763,-0.03047,-0.27491,0.1401,0.00479,0.0079,-0.00393,0.04383,-0.27279,-0.02083,0.0304,0.01985,0.05087,-0.01097,-0.03266,0.08563,-0.00612,-0.06056,-0.03018,0.0883,0.24636,0.66099,0.02468,0.31649,0.16429,-0.03513,0.00312,0.0121,-0.37603,-0.20789,-0.10147,-0.02126,0.05562,-0.00732,-0.00724,0.09786,-0.00667,0.74213,-0.00149,0.48113,-0.00717,0.08359,-0.46925,-0.47039,0.00178,0.00178,-0.60661,0.0,0.53912,0.06013,-0.00984,-0.03157,0.4526,-0.00718,0.1298,0.11151,-0.01269,0.03239,0.15111,-0.00567,-0.28146,0.62538,-0.06549,0.16251,-0.0106,0.3151,-0.25067,0.0877,-0.14023,0.04376,0.00742,-0.02216,-0.00179,0.05351,-0.03497,-0.06376,-0.04654,-0.03327,-0.09675,0.36548,0.00628,-0.11911,0.03792,-0.12371,-0.04941,0.07386,-0.00127,-0.0725,-0.12064,-0.01409,0.03019,0.08834,0.00274,-0.0468,0.04713,-0.06602,0.01825,0.39142,-0.00944,-0.04556,-0.01238,-0.11214,-0.03812,-0.05007,0.00465,0.52908,0.05349,0.36548,0.02985,-0.37974,0.01167,0.38304,0.31584,-0.01461,-0.04061,-0.04061,0.0,0.0,0.0,0.04618,0.0079,0.0033,-0.00603,-0.05043,-0.11711
38,-0.0656,0,0.24144,-0.02945,-0.0997,-0.01015,-0.02532,-0.09468,0.03139,0.24173,-0.04784,0.15361,-0.02487,-0.01831,-0.01184,-0.00125,-0.00049,-0.02945,0.03383,0.26852,0.00681,-0.00774,-0.00557,0.00134,0.00033,-0.00376,0.06003,0.167,-0.01091,0.0629,0.0039,0.06804,0.14014,0.05061,-0.18877,-0.07167,0.02071,-0.00943,-0.00985,0.02694,-0.18655,0.15181,0.20177,0.00034,0.10923,0.06484,0.25381,0.00817,-0.04522,-0.11893,0.04219,-0.03164,0.01709,-0.02693,-0.06168,-0.09208,-0.00362,-0.0267,-0.02608,0.21835,0.0312,0.04903,0.04737,0.19193,-0.45819,-0.0438,-0.24935,-0.05122,-0.12336,0.0014,-0.25605,-0.10788,-2e-05,-0.00663,-0.01743,-0.03182,-0.01858,-0.02827,0.12428,0.04636,-0.0006,0.00077,-0.02533,-0.03329,-0.00073,0.06687,0.32925,0.07012,-0.09866,-0.01009,0.01463,0.01231,-0.1707,-0.0997,-0.01015,0.01513,0.02628,0.01143,-0.16864,-0.0006,-0.03329,0.00773,-0.01084,-0.01228,-0.02608,0.03837,-0.00306,-0.03301,-0.01514,0.0429,0.02414,0.43784,-0.01905,0.3402,0.1484,-0.04502,0.00076,0.01371,-0.4832,-0.21444,-0.23182,0.02528,0.03515,0.13471,0.13308,0.05222,-0.0133,-0.07993,-0.05158,-0.35516,0.13255,-0.07677,0.1406,0.14117,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,0.2315,-0.17601,0.13286,-0.11893,-0.04779,0.02463,-0.0299,0.10571,0.04175,-0.21547,0.24205,-0.10041,0.13374,-0.07428,0.05521,-0.25067,0.06268,-0.03216,-0.26086,-0.06276,-0.00732,0.07611,-0.03174,0.0292,0.03371,0.03801,-0.03327,-0.09675,-0.00691,0.00524,-0.07374,-0.01117,0.01384,0.00425,-0.05662,-0.00791,-0.03962,0.00334,-0.00562,0.01175,-0.02052,-0.02953,-0.03176,-0.01121,-0.08784,0.02462,-0.50898,-0.01672,-0.05726,0.00339,-0.60308,-0.22768,0.24144,-0.01019,0.06407,-0.0111,-0.00691,0.01543,-0.22262,-0.02983,0.36252,0.31584,0.01238,-0.04061,-0.04061,0.0,0.0,0.0,0.11244,0.01513,0.0005,0.02562,-0.02642,-0.08718
39,-0.0571,0,0.06865,-0.00603,-0.10497,0.11839,-0.021,-0.12407,0.07687,0.06867,0.01087,0.02948,-0.02383,-0.05323,-0.02671,-0.00294,0.01011,-0.00192,0.02224,0.14061,0.00763,-0.01298,-0.01102,0.00535,0.00856,0.00016,0.02662,0.08594,-0.01946,-0.00722,0.0032,0.01288,0.19053,0.0642,-0.22877,-0.09698,-0.00259,0.00494,-0.00756,-0.01388,-0.22672,-0.01033,-0.10212,-0.08218,0.12458,0.06484,0.25381,0.0295,-0.03165,-0.19487,0.0093,-0.0097,0.01679,-0.00643,-0.04136,-0.16164,-0.00501,-0.00641,-0.00622,0.05828,0.10122,0.14101,0.14252,0.15017,-0.54563,-0.14685,-0.42899,0.01677,-0.22365,0.0051,-0.30697,-0.20749,0.00425,0.00577,-0.00551,-0.08679,-0.06178,-0.08154,0.13952,0.10548,0.01563,-0.00037,-0.02605,-0.05238,-0.14535,0.03601,0.38291,0.14911,-0.10369,0.11701,0.025,0.03846,-0.14305,-0.10497,0.11839,0.02587,0.04164,-0.02968,-0.14121,0.01563,-0.05238,-0.04208,-0.05208,0.00707,-0.00622,-0.00153,-0.00163,-0.0236,-0.00845,0.0142,0.53732,0.02702,0.1757,0.27827,-0.0107,-0.06562,-0.00261,-0.0399,-0.50538,-0.22274,-0.21766,-0.02003,0.01105,0.02252,0.02229,0.23564,-0.00705,0.55497,-0.0255,0.21681,0.02228,0.02242,0.3728,0.37505,-0.00178,-0.00178,0.09875,0.0,0.53912,0.06013,-0.00984,-0.03157,-0.17601,0.02232,-0.19487,-0.04779,-0.00025,-0.00914,0.04022,0.08266,-0.20845,-0.0556,-0.10702,0.10132,0.07099,0.09929,0.40112,0.12135,-0.01938,-0.21826,-0.08282,0.00435,0.10325,-0.12289,-0.0521,-0.02407,-0.06773,-0.03327,-0.09675,0.02171,-0.00407,-0.1527,-0.33155,-0.03771,-0.01514,-0.23975,0.00582,-0.06563,-0.18122,-0.04136,0.08145,0.09476,-0.00222,-0.03217,0.02719,-0.04409,0.01568,-0.00156,-0.01409,-0.03484,0.00027,0.06926,0.01915,0.06865,0.11797,-0.01434,-0.01649,0.02171,-0.01155,-0.04983,-0.07728,0.25394,0.31584,0.00824,-0.04061,-0.04061,0.0,0.0,0.0,0.11953,0.02587,-0.00246,0.03468,-0.13341,-0.00998
40,-0.0567,0,-0.02946,0.01809,0.0394,-0.017,-0.03385,-0.05917,0.07815,-0.02953,0.00538,-0.02874,0.00847,-0.00352,-0.00914,-0.0016,0.00653,-0.00714,0.02659,0.19608,-0.00092,-0.00208,-0.00292,0.00196,0.00288,-0.00149,0.03899,0.11767,-0.00045,-0.03908,-0.00191,-0.06782,0.0516,0.02461,-0.10819,-0.04989,0.00098,0.00811,-0.00601,-0.01388,-0.10542,-0.07623,-0.21254,-0.06049,0.04212,0.06484,0.25381,0.01157,0.01822,-0.11953,0.00452,-0.00914,0.03788,0.00187,-0.02113,-0.12683,-0.00318,0.00181,0.00182,0.01571,0.02519,0.03161,0.03332,0.03871,-0.45819,-0.09533,-0.3212,0.08476,-0.17351,0.00563,-0.09529,-0.11161,0.00301,0.01427,0.00053,-0.06306,-0.03844,-0.05667,-0.08125,0.04477,0.0067,0.00011,-0.01654,-0.02989,-0.10668,0.00917,0.17913,0.10506,0.03895,-0.01685,0.02752,0.03086,-0.13746,0.0394,-0.017,0.02845,0.00363,-0.01526,-0.13559,0.0067,-0.02989,-0.01253,-0.0244,0.01545,0.00182,-0.03768,0.00176,0.01121,0.00902,-0.03637,-0.28682,-0.38145,0.21382,-0.05655,-0.07518,-0.05709,-0.0056,-0.03887,-0.17991,-0.21748,0.30414,-0.01804,-0.02144,-0.04172,-0.04128,0.28644,0.00143,0.39935,-0.00608,0.22797,-0.04119,-0.02506,0.52079,0.52386,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,-0.0412,-0.11953,0.05841,-0.01269,0.02201,-0.08303,0.07189,-0.07787,-0.43437,-0.11157,0.06128,0.10843,-0.032,0.0486,0.09633,0.01973,-0.26587,-0.03268,0.00117,0.02045,-0.08168,-0.08282,-0.10403,-0.10283,-0.03327,-0.09675,0.14732,-0.00278,-0.15142,-0.18525,0.03487,0.01548,-0.02416,0.00779,-0.08321,-0.12041,0.00781,-0.01957,0.02643,0.01969,-0.05745,0.0334,-0.02463,0.00516,-0.04055,0.00942,-0.07386,-0.02012,-0.18273,-0.07005,-0.02946,-0.01693,0.20001,-0.01155,0.14732,-0.05355,-0.08317,-0.04572,0.16464,0.31584,-0.01186,-0.04061,-0.04061,0.0,0.0,0.0,0.06076,0.02845,-0.00155,0.0209,0.11495,0.04956
