trade_id,pnl_pct,won,ret_1,ret_2,ret_3,ret_5,ret_8,ret_13,ret_21,log_ret_1,ret_z_5,ret_z_20,dist_sma5,dist_sma8,dist_sma10,dist_sma20,dist_sma34,dist_sma50,dist_sma100,dist_sma200,dist_ema5,dist_ema9,dist_ema12,dist_ema21,dist_ema26,dist_ema50,dist_ema100,dist_ema200,dist_wma10,dist_hma9,dist_dema9,dist_tema9,z_ema9,z_ema12,z_ema21,z_ema26,z_ema50,ema_spread_9_21,ema_spread_21_50,price_ma_cross_9_21,bb_pct,bb_width,bb_width_z,bb_up_dist,bb_low_dist,in_upper_band,in_lower_band,kc_pos,kc_width,dc_pos20,dc_width20,dc_pos50,dc_width50,macd,macd_signal,macd_hist,macd_hist_z,macd_ratio,ppo,adx14,pdi14,mdi14,di_diff,adx_sma5,aroon_up14,aroon_dn14,aroon_osc14,aroon_up25,aroon_dn25,aroon_osc25,cci14,cci20,dpo20,trix9,tsi,vi_plus,vi_minus,vi_diff,rsi_2,rsi_7,rsi_14,rsi_21,rsi_14_z,stoch_k,stoch_d,stoch_j,stoch_rsi,stoch_rsi_k,momentum_3,momentum_5,momentum_10,momentum_20,momentum_50,roc_3,roc_5,roc_10,roc_12,roc_24,roc_50,cmo14,williams_r,elder_bull,elder_bear,awesome,ppo_mom,atr_7,atr_14,atr_21,atr14_pct,atr14_sma,std_5,realized_vol_5,std_10,realized_vol_10,std_20,realized_vol_20,std_50,realized_vol_50,parkinson_10,parkinson_20,garman_klass_10,vol_ratio_20,vol_z_20,body,body_pct,upper_wick,lower_wick,up_wick_pct,low_wick_pct,body_ratio,body_pos,range_pct,gap,gap_pct,bull,bear,doji,hammer,shooting_star,marubozu,engulf_bull,engulf_bear,harami,close_vs_open_pos,hl_position_20,up_streak,dn_streak,streak_diff,skew_10,kurt_10,skew_20,kurt_20,skew_50,kurt_50,autocorr_1_10,autocorr_5_20,entropy_10,entropy_20,entropy_30,hurst_20,pct_rank_20,pct_rank_50,q25_dist,q75_dist,fisher,fisher_sig,inv_fisher,hour_sin,hour_cos,lag_ret1_1,lag_rsi14_1,lag_macdhist_1,lag_bbpct_1,lag_atrpct_1,lag_volz_1,lag_ret1_2,lag_rsi14_2,lag_macdhist_2,lag_bbpct_2,lag_atrpct_2,lag_volz_2,lag_ret1_3,lag_rsi14_3,lag_macdhist_3,lag_bbpct_3,lag_atrpct_3,lag_volz_3,lag_ret1_4,lag_rsi14_4,lag_macdhist_4,lag_bbpct_4,lag_atrpct_4,lag_volz_4,ret_ma5,ret_ma10,prev_bar_body,prev_bar_range,prev_bar_close_pos,er_10,er_20,mfi_proxy_14,cmf_proxy_14,macd_cross,macd_hist_slope,dow_sin,dow_cos,session_asia,session_london,session_ny,rsi_7_z,ret_10,dist_high_20,dist_low_20,hl_ratio_5,avg_body_ratio_10
11,0.1389,1,0.4488,-0.05318,-0.09416,0.04657,-0.01907,-0.10556,0.05648,0.44962,-0.06406,0.27684,-0.03341,-0.03442,-0.01888,-0.00203,0.01678,0.05464,-0.03392,-0.25935,0.01109,-0.01267,-0.01011,0.00642,0.01351,0.00775,-0.0758,-0.17486,-0.01801,0.0939,0.00542,0.14126,0.23644,0.08581,-0.21535,-0.06347,-0.0322,0.01277,0.00676,-0.01388,-0.21415,0.08211,0.26185,-0.0367,0.11838,0.06484,0.25381,0.03338,-0.04218,-0.20816,0.0259,0.03809,-0.05,0.02757,0.05315,0.0419,0.00231,0.02728,0.02668,-0.0096,0.03122,0.16808,0.12092,-0.05897,-0.54563,-0.14685,-0.42899,0.22073,-0.22365,0.00985,-0.20564,-0.08107,0.00681,0.01187,0.01854,-0.07781,-0.07835,-0.08226,0.1217,0.09101,0.02728,-0.00213,-0.00646,-0.05613,-0.029,0.09943,0.19172,-0.06916,-0.09298,0.04588,0.01322,0.01505,0.20588,-0.09416,0.04657,0.01372,0.0329,-0.05088,0.20213,0.02728,-0.05613,0.00123,-0.04122,0.01459,0.02668,0.12643,-0.0041,-0.02917,-0.02112,0.06195,0.2767,0.68251,-0.05278,0.28626,0.08035,-0.05871,0.01352,-0.12292,-0.25502,-0.10525,0.5504,0.07026,0.04237,0.22162,0.21936,-0.17253,-0.0133,-0.37553,-0.05158,-0.55027,0.21863,-0.15363,0.87037,0.87387,-0.00178,-0.00178,0.09875,0.0,-0.13478,-0.69149,-0.00984,-0.03157,-0.17601,0.2188,-0.20816,-0.04779,0.01219,-0.01952,0.08423,-0.00654,-0.01555,-0.13604,0.00371,0.09646,-0.14218,0.09104,0.35872,0.03766,0.29489,-0.20964,-0.08282,0.01919,0.08461,-0.08288,0.0302,0.01508,0.03934,0.10307,0.15106,0.00294,-0.00124,0.08168,0.0863,0.08966,0.03296,0.12989,0.00139,0.03132,0.04354,0.03175,-0.06021,-0.02331,0.02075,0.01197,0.00457,0.15109,-0.04265,-0.02203,0.01687,0.00745,-0.00615,0.35774,0.18113,0.4488,0.04626,-0.03232,-0.01694,0.00294,0.00271,-0.16428,-0.08281,0.11802,-0.29154,0.02227,-0.04061,-0.04061,0.0,0.0,0.0,0.03261,0.01372,-0.00158,0.037,-0.05394,-0.0116
12,0.1347,1,0.0371,0.00179,-0.05134,0.12483,-0.02912,-0.08079,0.10929,0.03708,0.01359,0.00925,-0.01853,-0.0423,-0.02309,-0.00257,0.0179,0.0571,-0.037,-0.32046,0.00575,-0.01056,-0.0096,0.0068,0.01451,0.00847,-0.08498,-0.20464,-0.01587,-0.01937,0.00182,0.01336,0.16689,0.05886,-0.18788,-0.07999,-0.03474,0.02037,0.0077,-0.01388,-0.18656,-0.03394,0.08191,-0.07728,0.09963,0.06484,0.25381,0.03681,0.00119,-0.16738,-0.00835,0.03452,-0.06848,0.03616,0.05427,-0.02595,-1e-05,0.03583,0.03503,-0.10506,0.09588,0.17582,0.16111,-0.03944,0.32878,-0.14685,-0.0697,0.22073,-0.22365,0.00985,-0.20636,-0.10951,0.00649,0.0167,0.02313,-0.0483,-0.04395,-0.04919,0.10199,0.10689,0.03184,-0.00245,-0.00886,-0.0425,-0.11837,0.02902,0.29856,0.11762,-0.05057,0.12326,0.01505,0.04235,0.22702,-0.05134,0.12483,0.01563,0.03446,-0.02694,0.22288,0.03184,-0.0425,-0.05299,-0.05856,0.02337,0.03503,0.00051,-0.00011,0.00056,-0.00106,-0.00305,0.61846,0.46276,0.158,0.29579,-0.03329,-0.02681,0.01234,-0.12734,-0.28007,0.00843,0.42114,-0.02741,0.00842,0.01042,0.01032,-0.09417,0.00864,-0.14417,0.06692,0.29721,0.01018,0.05326,0.23756,0.23934,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,0.2315,-0.17601,0.01037,-0.16738,-0.04779,-0.00025,-0.00914,0.03432,0.07713,-0.07364,-0.11483,-0.01595,0.11133,0.0539,0.06786,0.18386,-0.1264,0.23006,-0.10163,-0.08282,0.01919,0.09699,-0.10393,-0.05818,-0.03165,-0.07499,0.10307,0.15106,0.0628,-0.01009,-0.01445,-0.27813,-0.0411,-0.01943,-0.15142,0.01565,0.00212,-0.1553,-0.03263,0.06214,0.17677,0.03542,0.01651,0.03145,-0.06149,0.01883,-0.01498,0.00229,0.04197,0.00647,0.43984,0.15119,0.0371,0.12434,0.05975,-0.00686,0.0628,0.0015,0.12516,-0.04244,0.00575,0.31584,0.00716,-0.04061,-0.04061,0.0,0.0,0.0,0.03709,0.01563,-0.0031,0.02884,-0.21197,0.00455
13,-0.0607,0,-0.09548,-0.02336,-0.12211,0.07503,-0.07599,-0.13804,0.20832,-0.09558,0.0364,-0.09578,-0.02113,-0.05285,-0.03758,-0.00402,0.02399,0.07493,-0.04781,-0.46789,0.00737,-0.01541,-0.01446,0.01012,0.02112,0.01158,-0.11485,-0.28713,-0.02076,-0.01853,0.00157,-0.01985,0.15521,0.05837,-0.20819,-0.08531,-0.04342,0.03103,0.00932,-0.01388,-0.21628,-0.16135,-0.11197,-0.14546,0.11685,0.06484,0.25381,0.05222,-0.05241,-0.17687,-0.05364,0.03454,-0.07379,0.05006,0.06432,-0.09261,-0.00251,0.04975,0.04856,-0.2386,0.15085,0.2246,0.22133,-0.1368,0.06646,-0.12109,-0.14156,0.13008,-0.19858,0.00721,-0.24818,-0.14437,0.00862,0.028,0.0298,-0.11398,-0.09304,-0.11183,0.05769,0.12702,0.03972,-0.00305,-0.01435,-0.04684,-0.1466,0.02423,0.25503,0.13361,-0.12028,0.07378,0.04689,0.09248,0.22697,-0.12211,0.07503,0.04855,0.05138,-0.05807,0.22341,0.03972,-0.04684,-0.0772,-0.0875,0.03299,0.04856,0.04079,-0.00352,-0.03553,-0.01924,0.03521,0.47487,0.20668,0.46122,0.3844,-0.15771,-0.04913,0.01446,-0.15378,-0.35997,-0.07403,0.15112,0.00643,0.03421,-0.0446,-0.04426,-0.01839,-0.01171,0.16533,-0.04137,-0.13344,-0.04416,0.06973,-0.2345,-0.23661,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,0.4526,-0.04419,-0.17687,0.00531,-0.01269,0.01163,0.00284,0.04565,-0.21908,0.05276,-0.05204,0.04984,0.09999,-0.12545,-0.16866,-0.18794,0.23206,0.22891,-0.07279,0.01813,0.12459,-0.17174,-0.08719,-0.10348,-0.10748,0.10307,0.15106,-0.35084,-0.01582,-0.08779,-0.39401,-0.08847,-0.03601,-0.1611,0.0179,-0.02316,-0.13648,-0.02141,0.04876,0.01395,0.04157,-0.00815,0.02719,-0.00314,0.00401,-0.09655,0.02462,-0.00554,-0.01672,-0.19931,-0.0898,-0.09548,0.07469,-0.4531,0.02122,-0.35084,-0.04802,0.4464,-0.10082,-0.13736,0.31584,0.00454,-0.04061,-0.04061,0.0,0.0,0.0,0.04818,0.04855,-0.00605,0.0287,-0.07155,-0.0693
14,-0.0609,0,0.05021,-0.00815,-0.0477,0.0703,-0.03894,-0.20162,0.1958,0.05021,0.00304,0.00889,-0.0075,-0.03305,-0.0239,-0.00399,0.02331,0.07733,-0.05045,-0.52062,0.00521,-0.0123,-0.01238,0.00957,0.02047,0.01178,-0.12086,-0.31106,-0.01265,-0.01502,-0.00019,-0.03601,0.15343,0.04416,-0.17683,-0.07026,-0.04065,0.03469,0.01057,-0.01388,-0.17473,-0.27022,-0.2727,-0.16919,0.07612,0.06484,0.25381,0.05037,-0.02336,-0.18389,-0.04709,0.03557,-0.08865,0.05688,0.0767,-0.0863,-0.00243,0.05659,0.05524,-0.32984,0.15068,0.18759,0.19838,-0.24727,-0.19587,-0.14685,-0.28527,0.19807,-0.22365,0.00932,-0.19311,-0.13376,0.00953,0.03665,0.03454,-0.11322,-0.10901,-0.1177,0.12493,0.14828,0.04473,-0.0034,-0.01827,-0.04992,-0.13819,0.03448,0.34112,0.12404,-0.04683,0.06906,0.0692,0.06457,0.19397,-0.0477,0.0703,0.07156,0.08415,-0.0749,0.19153,0.04473,-0.04992,-0.04933,-0.07338,0.03795,0.05524,0.00277,-0.00117,-0.01498,-0.00745,0.0028,-0.28045,0.07615,0.21498,0.20513,-0.2638,-0.03322,0.01862,-0.13576,-0.25292,-0.07436,-0.10773,-0.02754,0.01558,0.04985,0.04955,0.08063,0.00334,0.06988,0.00198,0.05773,0.04945,-0.01844,-0.44118,-0.4453,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,-0.17601,0.04954,-0.18389,-0.04779,0.02463,-0.0299,-0.0163,0.09085,-0.12901,-0.38445,-0.04967,0.02668,0.10703,-0.27536,0.18386,-0.23865,0.04246,0.22088,-0.08282,0.01919,0.09901,-0.21302,-0.09697,-0.12199,-0.11754,0.10307,0.15106,-0.02192,-0.01439,-0.09425,-0.26279,-0.00796,-0.00384,-0.06991,0.01958,-0.04811,-0.12553,-0.01305,0.02478,-0.03848,0.05221,-0.03237,0.03178,-0.056,0.01527,0.46708,0.03909,-0.04178,-0.02409,-0.43085,-0.16605,0.05021,0.06999,-0.03124,-0.00671,-0.02192,-0.09605,0.32775,-0.13505,-0.27545,0.31584,-0.00298,-0.04061,-0.04061,0.0,0.0,0.0,0.07085,0.07156,-0.0058,0.03079,0.0282,-0.01493
15,-0.055,0,-0.13259,0.01154,0.05845,-0.02575,-0.01103,-0.20779,0.13076,-0.1327,0.04553,-0.10589,0.01283,0.01639,0.00327,-0.00191,0.01434,0.05637,-0.04167,-0.4405,-0.00317,0.00025,-0.00215,0.00426,0.01071,0.00815,-0.0943,-0.25352,0.00627,-0.02971,-0.00427,-0.0805,-0.06728,0.00717,-0.07885,-0.03848,-0.02783,0.02901,0.01077,-0.01388,-0.07558,-0.2913,-0.27947,-0.11707,-0.02252,0.06484,-0.11944,0.02274,0.02621,-0.10253,-0.05521,0.0269,-0.09485,0.052,0.08208,-0.01621,0.00033,0.05168,0.05055,-0.33421,0.11145,0.07985,0.11035,-0.30806,-0.45819,-0.09533,-0.3212,0.22073,-0.17351,0.00879,-0.03555,-0.06487,0.00734,0.03548,0.03335,-0.11938,-0.11687,-0.12487,-0.10427,0.03999,0.02597,-0.00233,0.00127,-0.02909,-0.09927,0.0111,0.01498,0.0573,0.05754,-0.02542,0.02231,0.05523,0.18634,0.05845,-0.02575,0.02319,0.04182,-0.04963,0.18389,0.02597,-0.02909,-0.02642,-0.02429,0.03124,0.05055,-0.06078,0.00257,0.01934,0.01199,-0.04893,-0.273,-0.2946,0.00814,-0.02094,-0.28393,-0.04702,0.02034,-0.1375,0.04991,-0.07323,0.10838,0.01012,-0.01836,-0.08032,-0.07972,-0.11398,-0.0133,-0.21661,-0.05158,-0.44538,-0.07955,0.0438,0.0666,0.06738,0.00178,0.00178,0.09875,0.0,-0.13478,-0.69149,0.06045,-0.03157,-0.17601,-0.07965,-0.10253,0.00531,-0.01269,0.01163,-0.24074,-0.15169,0.00702,-0.47202,-0.02551,0.03147,0.0436,-0.26937,0.18386,-0.0478,0.0684,0.22201,-0.02266,0.01283,0.00312,-0.13453,-0.07187,-0.10803,-0.09079,0.10307,0.15106,-0.04301,-0.0127,-0.04789,-0.17725,-0.00481,-0.00362,0.07443,0.01682,-0.03186,-0.07696,-0.01381,0.02965,0.01914,0.05897,-0.03007,0.02537,-0.02172,0.00714,0.01889,0.0355,-0.04497,-0.01574,-0.03734,-0.01809,-0.13259,-0.02565,-0.04742,-0.00906,-0.04301,-0.0239,0.17657,-0.13734,-0.4221,0.31584,-0.01806,-0.04061,-0.04061,0.0,0.0,0.0,-0.03568,0.02319,-0.00439,0.00876,0.0779,-0.0024
16,-0.061,0,-0.10006,-0.0146,-0.02946,-0.00268,0.00351,-0.09875,0.11088,-0.10017,0.02366,-0.08649,-0.0017,0.00186,0.00091,-0.00179,0.01474,0.0555,-0.04256,-0.47054,8e-05,-0.00197,-0.00314,0.00426,0.01052,0.00807,-0.09589,-0.26446,0.0003,0.00884,-0.00173,-0.01236,0.02668,0.01475,-0.0748,-0.0373,-0.02661,0.02372,0.0106,-0.01388,-0.07157,-0.28292,-0.24681,-0.11195,-0.02467,0.06484,-0.11944,0.02175,-0.01799,-0.13877,-0.05662,0.03071,-0.09603,0.04572,0.07921,0.02269,0.00228,0.04548,0.04449,-0.27042,0.11216,0.10508,0.12632,-0.27723,-0.54563,-0.14685,-0.42899,0.01677,-0.22365,0.0051,-0.01908,-0.06074,0.00719,0.02813,0.03039,-0.08252,-0.06004,-0.07805,-0.00632,0.04494,0.02486,-0.00227,0.00334,-0.02432,-0.08291,0.00932,-0.31575,-0.09519,-0.02889,-0.00275,-0.0039,0.06012,0.18058,-0.02946,-0.00268,-0.00398,0.03574,-0.04637,0.1784,0.02486,-0.02432,-0.02593,-0.044,0.02533,0.04449,0.02436,-0.00102,-0.00991,-0.00662,0.00268,-0.13102,0.07945,-0.19802,-0.15516,-0.2753,-0.04817,0.02144,-0.11905,0.15451,-0.10606,-0.03341,0.00304,0.01282,-0.05827,-0.05786,-0.00892,0.01346,-0.10465,0.02948,0.10374,-0.05763,-0.02946,0.00026,0.0004,0.00178,0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,0.4526,-0.05778,-0.13877,0.00531,-0.01269,0.01163,0.00189,0.03112,0.14368,-0.20815,0.00565,0.02112,-0.18347,-0.38026,0.0486,-0.11955,0.04024,0.20001,-0.05274,0.01601,0.02613,-0.08867,-0.02717,-0.04305,-0.03659,0.10307,0.15106,-0.26787,-0.01114,0.01137,-0.15781,0.0009,-0.00134,0.02586,0.01068,0.00721,-0.03305,0.01999,-0.03052,-0.05315,0.03364,-0.00461,0.01005,0.0348,-0.00768,0.04762,0.03122,-0.02206,-0.0103,-0.02192,-0.01709,-0.10006,-0.00271,-0.33765,0.01798,-0.26787,0.04967,0.22353,-0.05839,-0.58819,-0.29154,-0.00699,-0.04061,-0.04061,0.0,0.0,0.0,-0.0315,-0.00398,-0.00532,0.01831,0.03932,0.02244
17,-0.0621,0,-0.00295,-0.01593,-0.02002,0.03688,-0.00286,0.00428,0.16742,-0.00301,0.00852,-0.03406,-0.00361,-0.0092,-0.00383,-0.00125,0.01367,0.05236,-0.04267,-0.49014,0.00173,-0.0032,-0.00359,0.00402,0.00984,0.00772,-0.09479,-0.26823,-0.00367,0.00868,-0.00025,0.01794,0.1468,0.04567,-0.07055,-0.03487,-0.02507,0.01921,0.01022,-0.01388,-0.07359,-0.11759,0.02139,-0.06022,0.01181,0.06484,-0.11944,0.02032,-0.03075,-0.1673,-0.0567,0.03375,-0.09614,0.03941,0.07256,0.04206,0.00295,0.03922,0.03838,-0.18053,0.0789,0.02536,0.05887,-0.21672,-0.54563,-0.06956,-0.3212,0.08476,-0.14843,0.0051,-0.01694,-0.04046,0.00598,0.02077,0.02717,-0.04994,-0.04425,-0.05039,0.06953,0.05807,0.02568,-0.0023,0.00325,-0.0256,-0.06732,0.0194,-0.18279,-0.09553,-0.01959,0.03613,-0.00027,0.08318,0.20309,-0.02002,0.03688,-0.00021,0.00733,-0.0381,0.20045,0.02568,-0.0256,-0.01973,-0.01882,0.02253,0.03838,0.01931,-0.00168,-0.01843,-0.01012,0.00941,-0.23997,0.07191,-0.18273,-0.11891,-0.11326,-0.03641,0.02122,-0.11531,0.20316,-0.05109,-0.35631,-0.0161,0.00557,0.02624,0.02609,-0.04078,0.00572,-0.05621,0.03277,0.15505,0.02593,0.02997,-0.59683,-0.60268,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,-0.03157,0.4526,0.02612,-0.1673,-0.04779,0.01219,-0.01952,-0.05309,0.04969,0.31738,0.89984,0.03889,-0.01758,-0.17757,-0.23933,0.0486,-0.11955,0.04024,0.13514,-0.07279,0.01813,0.03974,-0.05112,-0.012,-0.01986,-0.01683,0.10307,0.15106,-0.16453,-0.00853,0.04293,-0.11156,-0.04697,-0.01745,0.06094,0.00854,0.02219,-0.02316,-0.01482,0.02674,-0.04029,0.03215,0.00952,0.00943,-0.0193,0.00593,0.35402,0.02727,0.00722,-0.00906,0.00597,-0.00659,-0.00295,0.03668,-0.2312,0.01169,-0.16453,0.03781,0.41761,-0.05058,-0.67082,-0.29154,-0.00029,-0.04061,-0.04061,0.0,0.0,0.0,-0.01832,-0.00021,-0.00601,0.02599,0.0663,-0.00418
18,-0.0598,0,-0.00563,-0.01468,0.0069,0.0216,-0.01112,0.01014,0.10423,-0.00569,0.00659,-0.01826,-0.00162,-0.00246,-0.00311,-0.0004,0.00981,0.04194,-0.04012,-0.47531,0.00093,-0.0016,-0.00192,0.0027,0.00712,0.00647,-0.08571,-0.25157,-0.0019,0.00677,-0.00019,0.01738,0.09842,0.03621,-0.06996,-0.02554,-0.02239,0.01424,0.00955,-0.01388,-0.0695,0.11286,0.35987,0.01456,0.05818,0.06484,-0.11944,0.01343,-0.02939,-0.13224,0.02619,0.03352,-0.09231,0.03194,0.06341,0.05815,0.00308,0.0318,0.03114,-0.03647,0.05937,-0.0152,0.02312,-0.11124,-0.02099,0.00773,0.00216,0.15275,-0.07321,0.0051,-0.02613,-0.01677,0.00433,0.01392,0.02292,0.01329,0.00533,0.01084,0.04773,0.03674,0.01986,-0.00193,0.00829,-0.01718,-0.00422,0.03267,-0.19906,-0.09933,0.00687,0.0211,-0.00157,0.02964,0.24979,0.0069,0.0216,-0.00156,-0.00787,-0.05084,0.24584,0.01986,-0.01718,-0.01359,-0.0109,0.01658,0.03114,0.00392,-0.00132,-0.01746,-0.00829,0.00083,-0.26688,-0.06102,-0.16825,-0.03669,0.11202,0.02682,0.01638,-0.08501,0.20575,0.1496,-0.27252,-0.02186,-0.00474,-0.00085,-0.00083,0.10647,0.00933,0.28953,0.0471,0.46724,-0.00078,0.02782,-0.05333,-0.05372,-0.00178,-0.00178,-0.60661,0.0,0.53912,0.06013,-0.00984,-0.03157,0.4526,-0.00077,-0.13224,-0.04779,0.01219,-0.01952,-0.04982,0.08061,0.33931,0.88584,0.04426,-0.0301,-0.17,0.17429,0.0486,0.00402,0.00694,-0.1392,-0.06276,0.01707,0.02532,0.02082,-0.01096,-0.01125,-0.01546,0.10307,0.15106,-0.15512,-0.00661,0.06124,-0.11059,-0.04124,-0.01296,0.12458,0.00572,0.03172,-0.00224,-0.02104,0.03163,-0.00189,0.03326,0.01656,0.00974,-0.02949,0.00277,0.21321,0.02068,0.02282,-0.00612,-0.22801,-0.08068,-0.00563,0.02147,-0.29485,0.00316,-0.15512,0.04334,0.03026,-0.03022,-0.68916,-0.29154,0.00069,-0.04061,-0.04061,0.0,0.0,0.0,-0.03187,-0.00156,-0.00055,0.02557,0.08494,-0.02404
19,-0.0534,0,0.06015,-0.00108,-0.03001,0.04355,-0.01446,-0.01144,0.09089,0.06015,-0.01092,0.03989,-0.00585,-0.01095,-0.00715,-0.00053,0.01,0.03955,-0.04115,-0.50609,0.00221,-0.00351,-0.00334,0.00319,0.00783,0.00662,-0.08806,-0.26311,-0.00497,0.00382,0.0006,0.02117,0.18312,0.05758,-0.16685,-0.03376,-0.02524,0.01295,0.00914,-0.01388,-0.20509,0.2657,0.53303,0.04547,0.11894,0.06484,0.25381,0.01738,0.02571,-0.15846,0.06089,0.03578,-0.05486,0.02877,0.05572,0.04512,0.00188,0.02866,0.02807,0.01358,0.0811,-0.02974,0.02604,-0.01819,-0.28331,-0.09533,-0.24935,0.22073,-0.17351,0.00879,-0.15216,-0.0256,0.00412,0.01076,0.02222,0.02875,0.00219,0.01972,0.08656,0.06385,0.02383,-0.00215,0.00273,-0.04077,-0.08814,0.04004,-0.03437,-0.03505,-0.0294,0.04267,0.00054,0.02313,0.21178,-0.03001,0.04355,0.00064,0.01674,-0.03797,0.20905,0.02383,-0.04077,-0.0089,-0.0021,0.01497,0.02807,-0.06086,0.0027,0.02042,0.0122,-0.05239,-0.32066,-0.37953,-0.17503,-0.21855,0.26129,0.03739,0.01022,-0.04637,0.31223,0.19988,-0.3297,-0.01623,-0.06501,0.03295,0.03278,0.1435,-0.01054,0.42876,-0.03875,0.05583,0.03255,0.03602,0.04108,0.04165,-0.00178,-0.00178,0.09875,0.0,-0.13478,0.06013,-0.00984,0.2315,-0.17601,0.0328,-0.15846,-0.04779,-0.00025,-0.00914,-0.03981,0.01808,-0.03816,-0.19301,0.00704,0.09651,-0.06849,0.14681,-0.25067,-0.1264,0.05439,-0.22095,-0.08282,0.01919,0.0477,0.00963,-0.03676,-0.03874,-0.04879,0.10307,0.15106,0.06149,-0.00673,0.05329,-0.16029,0.00156,0.01612,-0.07316,0.01121,0.02659,-0.07898,-0.00786,-0.00759,-0.00295,0.0254,0.02241,0.00911,-0.02416,-0.00173,0.20038,0.01584,0.03187,-0.00606,-0.19999,-0.06004,0.06015,0.04336,0.09751,-0.00691,0.06149,0.03272,-0.01765,-0.03262,-0.70704,-0.29154,0.00388,-0.04061,-0.04061,0.0,0.0,0.0,0.00247,0.00064,0.00116,0.03199,0.05972,0.04587
20,-0.0527,0,-0.02523,0.00961,0.00637,-0.00405,-0.01377,0.00675,0.01036,-0.0253,0.01255,-0.0249,0.00206,-0.00018,-0.00173,-0.00024,0.00683,0.03078,-0.03783,-0.48997,-0.00054,-0.00035,-0.00089,0.00181,0.00511,0.00542,-0.0791,-0.24646,0.00013,-0.0147,-0.00086,-0.01385,0.07486,0.02972,-0.11949,-0.03393,-0.02211,0.0112,0.00867,-0.01388,-0.11685,0.2389,0.45616,0.04723,0.09672,0.06484,0.25381,0.01075,0.09343,-0.08113,0.06335,0.03098,-0.00749,0.02535,0.04947,0.04169,0.00152,0.02526,0.02476,0.02334,0.05338,-0.03146,0.00979,0.01071,-0.54563,-0.12109,-0.39306,0.22073,-0.19858,0.00932,-0.08996,-0.0239,0.0027,0.00932,0.02177,-0.01747,-0.00818,-0.01472,-0.04333,0.03927,0.02008,-0.00194,0.00755,-0.02053,-0.09163,-0.00252,-0.09468,0.00565,0.00636,-0.0041,0.00142,-0.0015,0.1571,0.00637,-0.00405,0.00155,0.00677,-0.02639,0.15569,0.02008,-0.02053,0.00024,0.00769,0.01295,0.02476,-0.10902,0.00709,0.06745,0.03472,-0.10599,-0.34041,-0.47656,-0.16799,-0.33551,0.23517,0.08732,0.00664,-0.02479,0.32128,0.24322,0.17045,-0.01944,-0.08964,-0.01056,-0.01048,0.37255,-0.00662,0.90274,-0.02293,0.46141,-0.01037,0.0256,-0.08905,-0.08986,0.00178,0.00178,-0.60661,0.0,0.53912,0.06013,-0.00984,-0.03157,0.4526,-0.01041,-0.08113,0.05841,-0.01269,0.02201,-0.11994,-0.0816,-0.00972,-0.18365,-0.00173,0.18102,0.00995,-0.03066,0.0486,0.06268,0.14402,-0.43353,-0.05274,0.01601,0.03486,0.01844,-0.05687,-0.06938,-0.07343,0.10307,0.15106,0.06673,-0.00736,0.03989,-0.21877,0.06117,0.04233,-0.0521,0.01252,0.0197,-0.14037,0.02969,-0.11542,0.02307,0.03076,0.01768,0.03006,0.03541,-0.02804,-0.09476,0.01614,0.02794,-0.00922,0.00923,0.07373,-0.02523,-0.00404,0.13815,-0.00417,0.06673,0.02165,-0.23798,-0.023,-0.74262,-0.29154,-0.00183,-0.04061,-0.04061,0.0,0.0,0.0,-0.02786,0.00155,0.00197,0.02466,0.09626,0.08746
