symbol,timeframe,strategy_id,strategy_name,status,trades,wins,losses,win_rate_pct,net_profit,total_return_pct,profit_factor,expectancy,max_drawdown_pct,sharpe,sortino,bars,error
VOLATILITY_10,1h,fisher_zscore,Fisher + Z-Score,OK,31,26,5,83.87,1773.36,17.73,8.754066427002995,57.21,1.01,4.959,6.89,288,
VOLATILITY_10,1h,volume_breakout,Volume Breakout,OK,4,4,0,100.0,532.55,5.33,,133.14,0.0,2.637,0.0,288,
VOLATILITY_10,1h,camarilla_breakout,Camarilla R3/S3 Breakout,OK,27,21,6,77.78,1260.15,12.6,4.038335615320596,46.67,1.99,2.905,2.927,288,
VOLATILITY_10,1h,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,21,13,8,61.9,2232.51,22.33,4.732017806595357,106.31,2.43,4.609,4.518,288,
VOLATILITY_10,1h,woodie_pivot_reversal,Woodie Pivot Reversal,OK,28,6,22,21.43,-851.3,-8.51,0.4649881881087094,-30.4,11.21,-2.012,-2.006,288,
VOLATILITY_10,1h,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_10,1h,chandelier_trend_exit,Chandelier Trend Exit,OK,130,63,66,48.46,649.86,6.5,1.4326605054013721,5.0,4.82,1.595,2.501,288,
VOLATILITY_10,1h,mfi_volume_reversal,MFI Volume Reversal,OK,9,4,5,44.44,124.01,1.24,1.3278371750676037,13.78,3.06,0.58,0.454,288,
VOLATILITY_10,1h,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,6,1,5,16.67,-252.35,-2.52,0.49012253959632507,-42.06,2.98,-0.824,-0.529,288,
VOLATILITY_10,1h,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_10,1h,hurst_trend_persistence,Hurst Trend Persistence,OK,17,6,11,35.29,420.03,4.2,1.3713483221757499,24.71,6.19,0.888,1.204,288,
VOLATILITY_10,1h,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,89,67,22,75.28,3588.58,35.89,5.009785858368021,40.32,2.79,5.573,7.283,288,
VOLATILITY_10,1h,obv_price_divergence,OBV/Price Divergence,OK,54,26,28,48.15,89.62,0.9,1.0678712196064157,1.66,4.58,0.242,0.245,288,
VOLATILITY_10,1h,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,15,12,3,80.0,2799.18,27.99,17.140569002394273,186.61,1.37,6.552,8.759,288,
VOLATILITY_10,1h,kst_trend_cross,KST Trend Cross,OK,16,6,10,37.5,687.79,6.88,1.8020802398806965,42.99,2.73,1.676,1.981,288,
VOLATILITY_10,1h,coppock_curve_bottom,Coppock Curve Bottom,OK,9,5,4,55.56,1067.15,10.67,3.5259420125386187,118.57,3.28,2.411,3.496,288,
VOLATILITY_10,1h,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_10,1h,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,37,8,29,21.62,-710.36,-7.1,0.49642946091859114,-19.2,9.9,-2.235,-2.482,288,
VOLATILITY_10,1h,tsi_momentum_shift,TSI Momentum Shift,OK,22,15,7,68.18,2128.22,21.28,4.153988368703346,96.74,2.62,4.009,5.191,288,
VOLATILITY_10,1h,rvi_signal_cross,Relative Vigor Index Cross,OK,18,13,5,72.22,1629.31,16.29,5.667439610810577,90.52,1.77,4.215,5.605,288,
VOLATILITY_10,1h,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,57,44,13,77.19,2288.36,22.88,3.3140715644190433,40.15,3.33,4.083,5.285,288,
VOLATILITY_10,1h,aroon_new_trend,Aroon New Trend,OK,10,1,9,10.0,-565.82,-5.66,0.3243985194004655,-56.58,6.5,-1.754,-1.629,288,
VOLATILITY_10,1h,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,7,5,2,71.43,641.17,6.41,6.215459146504013,91.6,2.31,1.715,1.991,288,
VOLATILITY_10,1h,psar_flip_trend,Parabolic SAR Flip,OK,29,18,11,62.07,3352.41,33.52,5.377704331616082,115.6,2.59,5.33,6.94,288,
VOLATILITY_10,1h,keltner_channel_breakout,Keltner Channel Breakout,OK,9,5,4,55.56,786.51,7.87,3.8241525887592918,87.39,2.15,2.313,2.448,288,
VOLATILITY_10,1h,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_10,1h,vwap_reversion,VWAP Mean Reversion,OK,8,3,5,37.5,-11.94,-0.12,0.9522576733327655,-1.49,2.13,-0.068,-0.035,288,
VOLATILITY_10,1h,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,31,6,25,19.35,-1115.55,-11.16,0.3726599184531985,-35.99,14.37,-2.793,-2.893,288,
VOLATILITY_10,1h,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,121,87,33,71.9,2390.08,23.9,2.624775510758661,19.75,2.55,4.174,5.515,288,
VOLATILITY_10,1h,trix_zero_cross,TRIX Zero-Line Cross,OK,17,3,14,17.65,-756.18,-7.56,0.3920758730235315,-44.48,8.39,-1.914,-2.345,288,
VOLATILITY_10,1h,roc_acceleration,Rate-of-Change Acceleration,OK,16,12,4,75.0,2014.62,20.15,12.440121001257515,125.91,1.56,4.401,4.798,288,
VOLATILITY_10,1h,balance_of_power_shift,Balance of Power Shift,OK,44,20,24,45.45,651.96,6.52,1.5399239071771722,14.82,3.83,1.666,2.424,288,
VOLATILITY_10,1h,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,22,7,15,31.82,15.77,0.16,1.0102893435673839,0.72,6.19,0.056,0.061,288,
VOLATILITY_10,1h,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_10,1h,hull_ma_momentum,Hull Moving Average Momentum,OK,21,15,6,71.43,2745.63,27.46,8.755481531170926,130.74,1.39,5.284,6.639,288,
VOLATILITY_10,1h,kama_adaptive_trend,KAMA Adaptive Trend,OK,15,9,6,60.0,1640.07,16.4,5.553199911581938,109.34,2.09,3.802,4.732,288,
VOLATILITY_10,1h,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,33,11,22,33.33,179.52,1.8,1.192456626940204,5.44,3.56,0.487,0.322,288,
VOLATILITY_10,1h,macd_divergence_confluence,MACD Divergence Confluence,OK,6,5,1,83.33,1249.57,12.5,21.78396876503003,208.26,0.54,4.256,8.481,288,
VOLATILITY_10,1h,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_10,1h,range_position_breakout,Range Position Breakout,OK,15,7,8,46.67,610.3,6.1,3.6503806447483105,40.69,1.16,2.062,1.271,288,
VOLATILITY_10,4h,rsi_reversal,RSI Mean Reversion,OK,6,3,3,50.0,247.39,2.47,1.816588671239884,41.23,2.3,1.039,1.14,180,
VOLATILITY_10,1h,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,18,3,15,16.67,-767.53,-7.68,0.29336481708299705,-42.64,7.68,-2.872,-2.198,288,
VOLATILITY_10,4h,macd_trend,MACD Trend Following,OK,5,3,2,60.0,134.41,1.34,1.7431180397025434,26.88,2.35,0.694,0.854,180,
VOLATILITY_10,4h,bb_squeeze,Bollinger Band Squeeze,OK,13,10,3,76.92,1827.89,18.28,6.492168783099295,140.61,2.31,4.229,6.002,180,
VOLATILITY_10,4h,adx_strength,ADX Strength Entry,OK,6,4,2,66.67,722.05,7.22,4.4708998209894695,120.34,2.68,2.88,4.729,180,
VOLATILITY_10,4h,ichimoku_trend,Ichimoku Cloud Trend,OK,22,8,14,36.36,665.25,6.65,1.4819080823119362,30.24,6.57,1.608,2.378,180,
VOLATILITY_10,4h,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_10,4h,elder_ray,Elder Ray Power,OK,13,9,4,69.23,1279.47,12.79,3.9795258751730014,98.42,2.5,3.906,5.622,180,
VOLATILITY_10,4h,choppiness_reversal,Choppiness Reversal,OK,15,12,3,80.0,704.94,7.05,5.500715788438837,47.0,1.16,3.673,4.956,180,
VOLATILITY_10,4h,confluence_8,8-Indicator Confluence,OK,4,3,1,75.0,381.0,3.81,52.94777569691765,95.25,1.41,1.732,1.904,180,
VOLATILITY_10,4h,fisher_zscore,Fisher + Z-Score,OK,17,14,3,82.35,910.01,9.1,9.073029756444903,53.53,1.01,4.71,7.511,180,
VOLATILITY_10,4h,volume_breakout,Volume Breakout,OK,2,2,0,100.0,247.13,2.47,,123.57,0.0,2.6,0.0,180,
VOLATILITY_10,4h,camarilla_breakout,Camarilla R3/S3 Breakout,OK,16,14,2,87.5,857.46,8.57,13.726451583800245,53.59,0.78,4.016,6.912,180,
VOLATILITY_10,4h,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,13,8,5,61.54,1182.24,11.82,4.017180267857165,90.94,2.43,4.263,4.167,180,
VOLATILITY_10,4h,woodie_pivot_reversal,Woodie Pivot Reversal,OK,13,3,10,23.08,-298.62,-2.99,0.572140975375522,-22.97,4.44,-1.312,-1.267,180,
VOLATILITY_10,4h,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_10,4h,chandelier_trend_exit,Chandelier Trend Exit,OK,66,34,31,51.52,535.63,5.36,1.7880228057904046,8.12,3.18,2.355,4.064,180,
VOLATILITY_10,4h,mfi_volume_reversal,MFI Volume Reversal,OK,3,2,1,66.67,45.21,0.45,1.5964597272989967,15.07,0.75,0.555,0.415,180,
VOLATILITY_10,4h,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,3,0,3,0.0,-297.01,-2.97,0.0,-99.0,2.98,-1.847,-1.219,180,
VOLATILITY_10,4h,hurst_trend_persistence,Hurst Trend Persistence,OK,10,3,7,30.0,268.69,2.69,1.4279629454355391,26.87,6.01,0.947,1.268,180,
VOLATILITY_10,4h,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_10,4h,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,53,38,15,71.7,1799.24,17.99,3.7076012146635224,33.95,2.79,5.073,6.836,180,
VOLATILITY_10,4h,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,9,7,2,77.78,1446.59,14.47,13.937031353036376,160.73,1.37,6.063,6.808,180,
VOLATILITY_10,4h,obv_price_divergence,OBV/Price Divergence,OK,33,16,17,48.48,30.68,0.31,1.0374374326956106,0.93,4.58,0.148,0.14,180,
VOLATILITY_10,4h,kst_trend_cross,KST Trend Cross,OK,10,4,6,40.0,528.59,5.29,2.084246440973201,52.86,2.54,2.194,2.866,180,
VOLATILITY_10,4h,coppock_curve_bottom,Coppock Curve Bottom,OK,5,3,2,60.0,511.07,5.11,3.524220942554315,102.21,3.21,2.086,3.347,180,
VOLATILITY_10,4h,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_10,4h,tsi_momentum_shift,TSI Momentum Shift,OK,12,9,3,75.0,1263.98,12.64,7.633368092742996,105.33,1.53,4.45,6.933,180,
VOLATILITY_10,4h,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,21,5,16,23.81,-314.34,-3.14,0.5863011420812828,-14.97,5.14,-1.665,-1.796,180,
VOLATILITY_10,4h,rvi_signal_cross,Relative Vigor Index Cross,OK,10,7,3,70.0,915.14,9.15,6.201177989836374,91.51,1.28,4.224,6.439,180,
VOLATILITY_10,4h,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,29,24,5,82.76,1310.66,13.11,4.25775628835202,45.2,1.89,4.543,6.684,180,
VOLATILITY_10,4h,aroon_new_trend,Aroon New Trend,OK,6,1,5,16.67,-196.49,-1.96,0.5803098860236728,-32.75,3.32,-1.064,-1.002,180,
VOLATILITY_10,4h,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,4,4,0,100.0,450.59,4.51,,112.65,1.79,2.097,2.799,180,
VOLATILITY_10,4h,psar_flip_trend,Parabolic SAR Flip,OK,17,10,7,58.82,1629.61,16.3,4.940652537840593,95.86,2.59,4.928,6.464,180,
VOLATILITY_10,4h,keltner_channel_breakout,Keltner Channel Breakout,OK,5,3,2,60.0,434.69,4.35,5.191544724232303,86.94,1.66,2.287,2.555,180,
VOLATILITY_10,4h,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_10,4h,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,18,3,15,16.67,-657.57,-6.58,0.37133357129554856,-36.53,8.33,-2.7,-2.699,180,
VOLATILITY_10,4h,vwap_reversion,VWAP Mean Reversion,OK,8,3,5,37.5,-11.94,-0.12,0.9522576733327655,-1.49,2.13,-0.09,-0.061,180,
VOLATILITY_10,4h,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,68,49,19,72.06,1310.56,13.11,2.66968763320586,19.27,1.95,4.238,5.436,180,
VOLATILITY_10,4h,trix_zero_cross,TRIX Zero-Line Cross,OK,9,2,7,22.22,-362.96,-3.63,0.40471688093204977,-40.33,4.56,-1.639,-1.978,180,
VOLATILITY_10,4h,balance_of_power_shift,Balance of Power Shift,OK,24,12,12,50.0,402.75,4.03,1.6577566599819067,16.78,3.27,1.868,2.832,180,
VOLATILITY_10,4h,roc_acceleration,Rate-of-Change Acceleration,OK,11,8,3,72.73,1293.08,12.93,11.181761834662641,117.55,1.56,4.658,5.827,180,
VOLATILITY_10,4h,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,11,3,8,27.27,-75.2,-0.75,0.8963233755860152,-6.84,4.62,-0.242,-0.288,180,
VOLATILITY_10,4h,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_10,4h,kama_adaptive_trend,KAMA Adaptive Trend,OK,8,6,2,75.0,1015.99,10.16,8.16602363831888,127.0,1.64,4.158,5.894,180,
VOLATILITY_10,4h,hull_ma_momentum,Hull Moving Average Momentum,OK,13,9,4,69.23,1486.16,14.86,7.532602232037922,114.32,1.39,5.107,6.947,180,
VOLATILITY_10,4h,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,21,6,15,28.57,10.64,0.11,1.0200664792713297,0.51,2.85,0.07,0.051,180,
VOLATILITY_10,4h,macd_divergence_confluence,MACD Divergence Confluence,OK,3,3,0,100.0,863.74,8.64,,287.91,0.39,4.911,9.904,180,
VOLATILITY_10,4h,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
VOLATILITY_10,4h,range_position_breakout,Range Position Breakout,OK,8,2,6,25.0,45.04,0.45,1.3263179623673331,5.63,0.88,0.465,0.375,180,
VOLATILITY_10,4h,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,10,2,8,20.0,-375.26,-3.75,0.36373941873440413,-37.53,4.06,-2.168,-1.585,180,
VOLATILITY_10,1d,rsi_reversal,RSI Mean Reversion,OK,6,2,4,33.33,75.34,0.75,1.2335521028579255,12.56,2.35,0.302,0.327,200,
VOLATILITY_10,1d,macd_trend,MACD Trend Following,OK,7,4,3,57.14,430.08,4.3,3.272694212207222,61.44,2.35,1.834,2.357,200,
VOLATILITY_10,1d,bb_squeeze,Bollinger Band Squeeze,OK,17,13,4,76.47,2531.74,25.32,8.173518011239269,148.93,2.31,4.881,7.267,200,
VOLATILITY_10,1d,adx_strength,ADX Strength Entry,OK,7,4,3,57.14,1022.27,10.22,5.71384543090925,146.04,2.68,3.655,5.817,200,
VOLATILITY_10,1d,ichimoku_trend,Ichimoku Cloud Trend,OK,24,11,13,45.83,1332.95,13.33,1.9844797316519285,55.54,6.57,2.741,4.057,200,
VOLATILITY_10,1d,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_10,1d,elder_ray,Elder Ray Power,OK,17,12,5,70.59,1838.71,18.39,5.273669646337954,108.16,2.5,4.773,6.977,200,
VOLATILITY_10,1d,choppiness_reversal,Choppiness Reversal,OK,20,16,4,80.0,1020.88,10.21,7.169803298301826,51.04,1.16,4.47,6.342,200,
VOLATILITY_10,1d,confluence_8,8-Indicator Confluence,OK,6,5,1,83.33,735.2,7.35,101.23994218602635,122.53,1.41,2.764,3.228,200,
VOLATILITY_10,1d,fisher_zscore,Fisher + Z-Score,OK,23,19,4,82.61,1316.24,13.16,11.807046329218435,57.23,1.01,5.622,9.594,200,
VOLATILITY_10,1d,volume_breakout,Volume Breakout,OK,3,3,0,100.0,452.07,4.52,,150.69,0.0,2.954,0.0,200,
VOLATILITY_10,1d,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,15,10,5,66.67,1682.27,16.82,5.293292137258851,112.15,2.43,5.172,5.234,200,
VOLATILITY_10,1d,camarilla_breakout,Camarilla R3/S3 Breakout,OK,18,16,2,88.89,1037.97,10.38,16.40553075844681,57.67,0.78,4.157,7.024,200,
VOLATILITY_10,1d,woodie_pivot_reversal,Woodie Pivot Reversal,OK,13,4,9,30.77,-177.65,-1.78,0.7351705567530645,-13.67,4.44,-0.69,-0.645,200,
VOLATILITY_10,1d,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_10,1d,chandelier_trend_exit,Chandelier Trend Exit,OK,71,39,32,54.93,932.76,9.33,2.3714936659948553,13.14,3.18,3.535,6.137,200,
VOLATILITY_10,1d,mfi_volume_reversal,MFI Volume Reversal,OK,3,2,1,66.67,196.66,1.97,3.5943269831039446,65.55,0.75,1.8,1.452,200,
VOLATILITY_10,1d,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,4,1,3,25.0,-54.44,-0.54,0.8167225009259091,-13.61,2.98,-0.241,-0.189,200,
VOLATILITY_10,1d,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_10,1d,hurst_trend_persistence,Hurst Trend Persistence,OK,11,5,6,45.45,667.15,6.67,2.0959856144382116,60.65,6.01,2.041,2.691,200,
VOLATILITY_10,1d,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,67,50,16,74.63,2491.58,24.92,4.8632595654230615,37.19,2.79,5.956,8.272,200,
VOLATILITY_10,1d,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,11,9,2,81.82,1958.44,19.58,18.514560657425328,178.04,1.37,6.852,8.285,200,
VOLATILITY_10,1d,obv_price_divergence,OBV/Price Divergence,OK,37,19,18,51.35,230.72,2.31,1.2789749294425168,6.24,4.58,0.875,0.827,200,
VOLATILITY_10,1d,coppock_curve_bottom,Coppock Curve Bottom,OK,5,3,2,60.0,837.1,8.37,5.13455690142113,167.42,3.21,3.036,4.745,200,
VOLATILITY_10,1d,kst_trend_cross,KST Trend Cross,OK,12,5,7,41.67,782.2,7.82,2.57344360775042,65.18,2.71,2.83,3.727,200,
VOLATILITY_10,1d,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_10,1d,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,21,6,15,28.57,-212.02,-2.12,0.7153438359771197,-10.1,5.14,-1.018,-1.053,200,
VOLATILITY_10,1d,tsi_momentum_shift,TSI Momentum Shift,OK,15,12,3,80.0,1869.72,18.7,10.812280500745656,124.65,1.53,5.394,8.954,200,
VOLATILITY_10,1d,rvi_signal_cross,Relative Vigor Index Cross,OK,13,10,3,76.92,1320.08,13.2,8.502670756507438,101.54,1.28,5.128,8.14,200,
VOLATILITY_10,1d,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,37,32,5,86.49,1908.62,19.09,5.744025454062719,51.58,1.89,5.504,8.411,200,
VOLATILITY_10,1d,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,6,5,1,83.33,755.48,7.55,88.60860610505158,125.91,1.79,2.98,4.052,200,
VOLATILITY_10,1d,aroon_new_trend,Aroon New Trend,OK,7,1,6,14.29,-205.21,-2.05,0.5696911178335079,-29.32,3.32,-1.041,-0.92,200,
VOLATILITY_10,1d,psar_flip_trend,Parabolic SAR Flip,OK,20,13,7,65.0,2327.06,23.27,6.627205749396026,116.35,2.59,5.831,7.997,200,
VOLATILITY_10,1d,keltner_channel_breakout,Keltner Channel Breakout,OK,7,4,2,57.14,695.56,6.96,7.706983873921676,99.37,1.66,3.075,3.533,200,
VOLATILITY_10,1d,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_10,1d,vwap_reversion,VWAP Mean Reversion,OK,8,3,5,37.5,-11.94,-0.12,0.9522576733327655,-1.49,2.13,-0.084,-0.054,200,
VOLATILITY_10,1d,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,18,4,14,22.22,-568.02,-5.68,0.44632049605769797,-31.56,8.33,-2.127,-2.032,200,
VOLATILITY_10,1d,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,87,65,21,74.71,1953.51,19.54,3.3916076137096396,22.45,1.95,5.246,7.012,200,
VOLATILITY_10,1d,trix_zero_cross,TRIX Zero-Line Cross,OK,11,4,7,36.36,-48.8,-0.49,0.919968207894622,-4.44,4.56,-0.164,-0.207,200,
VOLATILITY_10,1d,balance_of_power_shift,Balance of Power Shift,OK,27,15,12,55.56,729.43,7.29,2.191281329673036,27.02,3.27,2.919,4.426,200,
VOLATILITY_10,1d,roc_acceleration,Rate-of-Change Acceleration,OK,13,10,3,76.92,1644.21,16.44,13.946571808209459,126.48,1.56,5.161,6.64,200,
VOLATILITY_10,1d,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,13,6,7,46.15,484.5,4.84,1.6914511984602967,37.27,4.62,1.437,1.788,200,
VOLATILITY_10,1d,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_10,1d,kama_adaptive_trend,KAMA Adaptive Trend,OK,10,8,2,80.0,1470.64,14.71,11.372798176760835,147.06,1.64,5.079,7.484,200,
VOLATILITY_10,1d,hull_ma_momentum,Hull Moving Average Momentum,OK,16,12,4,75.0,2103.85,21.04,10.247721444288121,131.49,1.39,5.955,8.647,200,
VOLATILITY_10,1d,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,25,9,16,36.0,492.43,4.92,1.9275577742801826,19.7,2.85,1.905,1.602,200,
VOLATILITY_10,1d,macd_divergence_confluence,MACD Divergence Confluence,OK,3,3,0,100.0,863.74,8.64,,287.91,0.39,4.587,8.732,200,
VOLATILITY_10,1d,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
VOLATILITY_10,1d,range_position_breakout,Range Position Breakout,OK,10,4,6,40.0,348.65,3.49,3.5259448295685014,34.87,0.88,2.234,2.491,200,
VOLATILITY_10,1d,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,10,2,8,20.0,-375.26,-3.75,0.36373941873440413,-37.53,4.06,-2.034,-1.397,200,
VOLATILITY_30,1h,rsi_reversal,RSI Mean Reversion,OK,12,7,5,58.33,873.28,8.73,3.084838515564691,72.77,2.1,2.111,2.385,288,
VOLATILITY_30,1h,macd_trend,MACD Trend Following,OK,10,3,7,30.0,21.73,0.22,1.035635887149841,2.17,4.26,0.079,0.095,288,
VOLATILITY_30,1h,bb_squeeze,Bollinger Band Squeeze,OK,23,18,5,78.26,3582.48,35.82,6.924395172468989,155.76,2.34,5.093,6.679,288,
VOLATILITY_30,1h,adx_strength,ADX Strength Entry,OK,13,8,5,61.54,2046.86,20.47,4.619971833777414,157.45,3.13,4.154,5.995,288,
VOLATILITY_30,1h,ichimoku_trend,Ichimoku Cloud Trend,OK,34,12,22,35.29,832.79,8.33,1.3691505065968133,24.49,5.81,1.363,2.493,288,
VOLATILITY_30,1h,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_30,1h,elder_ray,Elder Ray Power,OK,27,17,10,62.96,2605.5,26.06,4.516318381658189,96.5,2.65,4.35,5.753,288,
VOLATILITY_30,1h,choppiness_reversal,Choppiness Reversal,OK,27,21,6,77.78,1352.32,13.52,5.165526796479383,50.09,1.07,4.627,6.157,288,
VOLATILITY_30,1h,confluence_8,8-Indicator Confluence,OK,10,6,4,60.0,980.11,9.8,3.659202688808365,98.01,1.59,2.677,2.389,288,
VOLATILITY_30,1h,fisher_zscore,Fisher + Z-Score,OK,33,26,7,78.79,1793.59,17.94,6.640329641786981,54.35,1.49,5.542,7.537,288,
VOLATILITY_30,1h,volume_breakout,Volume Breakout,OK,3,3,0,100.0,233.74,2.34,,77.91,0.04,1.855,0.0,288,
VOLATILITY_30,1h,camarilla_breakout,Camarilla R3/S3 Breakout,OK,32,27,5,84.38,1455.17,14.55,4.174358951666705,45.47,2.22,3.305,2.731,288,
VOLATILITY_30,1h,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,20,14,6,70.0,3064.21,30.64,14.717977502857226,153.21,1.4,6.85,11.661,288,
VOLATILITY_30,1h,woodie_pivot_reversal,Woodie Pivot Reversal,OK,30,4,26,13.33,-1310.67,-13.11,0.2780337488513567,-43.69,13.11,-3.363,-3.625,288,
VOLATILITY_30,1h,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_30,1h,mfi_volume_reversal,MFI Volume Reversal,OK,16,5,11,31.25,-145.92,-1.46,0.8212777640853998,-9.12,3.07,-0.487,-0.519,288,
VOLATILITY_30,1h,chandelier_trend_exit,Chandelier Trend Exit,OK,135,59,75,43.7,650.55,6.51,1.3746208968534592,4.82,3.54,1.572,2.623,288,
VOLATILITY_30,1h,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,6,1,5,16.67,-252.35,-2.52,0.4951465747497284,-42.06,4.46,-0.694,-0.589,288,
VOLATILITY_30,1h,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
VOLATILITY_30,1h,hurst_trend_persistence,Hurst Trend Persistence,OK,13,5,8,38.46,798.63,7.99,2.097722712151219,61.43,3.34,1.94,3.425,288,
VOLATILITY_30,1h,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,82,66,16,80.49,3396.47,33.96,5.736122979095786,41.42,1.99,5.934,8.608,288,
VOLATILITY_30,1h,obv_price_divergence,OBV/Price Divergence,OK,59,29,30,49.15,338.04,3.38,1.215473811943829,5.73,4.21,0.807,1.069,288,
VOLATILITY_30,1h,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,15,12,3,80.0,3162.09,31.62,56.80476096017852,210.81,0.94,7.785,13.527,288,
