symbol,timeframe,strategy_id,strategy_name,status,trades,wins,losses,win_rate_pct,net_profit,total_return_pct,profit_factor,expectancy,max_drawdown_pct,sharpe,sortino,bars,error
XAGUSD,4h,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,13,0,13,0.0,-901.88,-9.02,0.0,-69.38,9.02,-6.332,-5.538,180,
XAGUSD,1d,rsi_reversal,RSI Mean Reversion,OK,11,7,4,63.64,1067.33,10.67,3.718520496150186,97.03,2.5,3.234,5.599,200,
XAGUSD,1d,macd_trend,MACD Trend Following,OK,7,1,6,14.29,-201.62,-2.02,0.5944107329923437,-28.8,4.29,-0.94,-1.08,200,
XAGUSD,1d,bb_squeeze,Bollinger Band Squeeze,OK,10,7,3,70.0,1145.69,11.46,4.491743326538536,114.57,2.34,3.35,4.034,200,
XAGUSD,1d,adx_strength,ADX Strength Entry,OK,9,5,4,55.56,935.78,9.36,3.189029300557391,103.98,2.09,3.842,5.587,200,
XAGUSD,1d,ichimoku_trend,Ichimoku Cloud Trend,OK,27,7,20,25.93,-296.87,-2.97,0.8504273662548334,-11.0,9.45,-0.701,-1.237,200,
XAGUSD,1d,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
XAGUSD,1d,elder_ray,Elder Ray Power,OK,15,10,5,66.67,1612.14,16.12,5.496224300231218,107.48,2.19,4.885,6.831,200,
XAGUSD,1d,choppiness_reversal,Choppiness Reversal,OK,14,11,3,78.57,623.4,6.23,4.953753366259241,44.53,1.1,3.529,3.931,200,
XAGUSD,1d,confluence_8,8-Indicator Confluence,OK,4,2,2,50.0,207.46,2.07,3.8469270300081186,51.87,1.9,1.045,1.289,200,
XAGUSD,1d,fisher_zscore,Fisher + Z-Score,OK,18,15,3,83.33,927.9,9.28,6.778657888687888,51.55,0.91,4.572,5.719,200,
XAGUSD,1d,volume_breakout,Volume Breakout,OK,1,1,0,100.0,122.84,1.23,,122.84,0.41,1.449,1.605,200,
XAGUSD,1d,camarilla_breakout,Camarilla R3/S3 Breakout,OK,11,11,0,100.0,620.74,6.21,,56.43,0.42,3.75,5.215,200,
XAGUSD,1d,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,10,7,3,70.0,1539.61,15.4,15.313008709495108,153.96,1.15,6.697,10.212,200,
XAGUSD,1d,woodie_pivot_reversal,Woodie Pivot Reversal,OK,27,4,23,14.81,-1126.46,-11.26,0.30740954750440863,-41.72,12.89,-3.997,-4.845,200,
XAGUSD,1d,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
XAGUSD,1d,chandelier_trend_exit,Chandelier Trend Exit,OK,98,44,53,44.9,-102.15,-1.02,0.9157304884166595,-1.04,6.14,-0.405,-0.754,200,
XAGUSD,1d,mfi_volume_reversal,MFI Volume Reversal,OK,16,4,12,25.0,-245.71,-2.46,0.7227404714483787,-15.36,4.14,-1.212,-1.515,200,
XAGUSD,1d,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,6,3,3,50.0,449.06,4.49,2.4156041339082046,74.84,1.99,1.508,1.376,200,
XAGUSD,1d,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
XAGUSD,1d,hurst_trend_persistence,Hurst Trend Persistence,OK,15,5,10,33.33,276.69,2.77,1.2704073926443886,18.45,4.09,0.97,1.526,200,
XAGUSD,1d,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,43,33,9,76.74,1625.31,16.25,4.997069935195958,37.8,1.29,5.568,10.417,200,
XAGUSD,1d,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,10,8,2,80.0,1575.25,15.75,16.16587353543946,157.53,0.88,6.945,10.171,200,
XAGUSD,1d,obv_price_divergence,OBV/Price Divergence,OK,34,16,18,47.06,101.99,1.02,1.093613831445178,3.0,5.59,0.407,0.522,200,
XAGUSD,1d,kst_trend_cross,KST Trend Cross,OK,11,3,8,27.27,42.35,0.42,1.0597870688180777,3.85,3.87,0.183,0.191,200,
XAGUSD,1d,coppock_curve_bottom,Coppock Curve Bottom,OK,6,3,3,50.0,442.59,4.43,2.407092189752715,73.76,3.82,1.93,3.175,200,
XAGUSD,1d,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
XAGUSD,1d,tsi_momentum_shift,TSI Momentum Shift,OK,12,6,5,50.0,1006.38,10.06,3.680117307567226,83.86,1.85,3.589,4.771,200,
XAGUSD,1d,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,29,6,23,20.69,-596.75,-5.97,0.4648414358580701,-20.58,7.07,-3.108,-4.344,200,
XAGUSD,1d,rvi_signal_cross,Relative Vigor Index Cross,OK,12,8,4,66.67,947.62,9.48,4.810447071889653,78.97,1.42,4.366,7.78,200,
XAGUSD,1d,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,33,24,8,72.73,1455.27,14.55,3.781562336542865,44.1,2.23,4.874,6.648,200,
XAGUSD,1d,aroon_new_trend,Aroon New Trend,OK,6,0,6,0.0,-567.87,-5.68,0.0,-94.64,7.1,-2.641,-2.506,200,
XAGUSD,1d,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,4,2,2,50.0,125.07,1.25,1.6083980230326567,31.27,2.87,0.618,0.722,200,
XAGUSD,1d,psar_flip_trend,Parabolic SAR Flip,OK,13,10,3,76.92,1986.78,19.87,11.458020992308642,152.83,1.94,6.636,9.437,200,
XAGUSD,1d,keltner_channel_breakout,Keltner Channel Breakout,OK,5,3,2,60.0,302.93,3.03,2.466890010835567,60.59,1.3,1.662,2.042,200,
XAGUSD,1d,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
XAGUSD,1d,vwap_reversion,VWAP Mean Reversion,OK,20,4,16,20.0,-433.92,-4.34,0.44563200377246326,-21.7,5.46,-2.763,-3.187,200,
XAGUSD,1d,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,23,4,19,17.39,-981.49,-9.81,0.27683975220765156,-42.67,10.68,-4.227,-5.246,200,
XAGUSD,1d,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,68,50,17,73.53,1325.49,13.25,2.7397640154315264,19.49,2.23,4.313,6.793,200,
XAGUSD,1d,trix_zero_cross,TRIX Zero-Line Cross,OK,14,1,13,7.14,-865.53,-8.66,0.21640329087242122,-61.82,8.68,-3.592,-4.147,200,
XAGUSD,1d,balance_of_power_shift,Balance of Power Shift,OK,33,12,20,36.36,72.93,0.73,1.0718261205218398,2.21,4.88,0.333,0.542,200,
XAGUSD,1d,roc_acceleration,Rate-of-Change Acceleration,OK,9,6,3,66.67,906.96,9.07,7.028428084328195,100.77,1.35,3.63,4.8,200,
XAGUSD,1d,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,13,3,10,23.08,-346.06,-3.46,0.6548973107301094,-26.62,6.28,-1.195,-1.313,200,
XAGUSD,1d,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
XAGUSD,1d,kama_adaptive_trend,KAMA Adaptive Trend,OK,7,5,2,71.43,917.52,9.18,22.280425932808566,131.07,1.42,4.072,6.297,200,
XAGUSD,1d,hull_ma_momentum,Hull Moving Average Momentum,OK,12,8,4,66.67,1358.53,13.59,7.599671097665707,113.21,1.45,4.999,6.267,200,
XAGUSD,1d,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,15,5,10,33.33,-247.75,-2.48,0.44695864440681,-16.52,3.17,-1.386,-0.877,200,
XAGUSD,1d,macd_divergence_confluence,MACD Divergence Confluence,OK,5,4,1,80.0,1009.21,10.09,25.002481266010772,201.84,0.42,5.902,5.036,200,
XAGUSD,1d,range_position_breakout,Range Position Breakout,OK,6,3,3,50.0,204.04,2.04,3.0778048270235114,34.01,0.85,1.862,1.039,200,
XAGUSD,1d,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
XAGUSD,1d,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,16,0,16,0.0,-1134.81,-11.35,0.0,-70.93,11.35,-6.805,-6.563,200,
AUDCAD,1h,rsi_reversal,RSI Mean Reversion,OK,14,9,5,64.29,1447.65,14.48,4.070550027722678,103.4,2.26,3.098,5.293,288,
AUDCAD,1h,macd_trend,MACD Trend Following,OK,10,2,8,20.0,-127.19,-1.27,0.752159659640071,-12.72,4.69,-0.329,-0.438,288,
AUDCAD,1h,bb_squeeze,Bollinger Band Squeeze,OK,17,12,4,70.59,2182.68,21.83,5.886455645946901,128.39,2.57,3.342,4.681,288,
AUDCAD,1h,adx_strength,ADX Strength Entry,OK,13,6,6,46.15,1241.77,12.42,2.9606684859615053,95.52,2.28,2.983,5.675,288,
AUDCAD,1h,ichimoku_trend,Ichimoku Cloud Trend,OK,37,10,27,27.03,-356.17,-3.56,0.8645969038739723,-9.63,11.02,-0.514,-0.897,288,
AUDCAD,1h,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
AUDCAD,1h,elder_ray,Elder Ray Power,OK,25,16,9,64.0,2064.01,20.64,4.5823989795515745,82.56,3.55,3.671,5.546,288,
AUDCAD,1h,choppiness_reversal,Choppiness Reversal,OK,24,17,6,70.83,1018.04,10.18,4.2398966109609875,42.42,1.0,3.244,4.871,288,
AUDCAD,1h,confluence_8,8-Indicator Confluence,OK,6,3,3,50.0,155.91,1.56,1.9973479322682983,25.98,2.57,0.488,0.573,288,
AUDCAD,1h,fisher_zscore,Fisher + Z-Score,OK,29,24,4,82.76,1764.62,17.65,10.726555395515232,60.85,0.86,4.924,8.349,288,
AUDCAD,1h,volume_breakout,Volume Breakout,OK,2,1,1,50.0,0.62,0.01,1.008261231147534,0.31,0.98,0.011,0.007,288,
AUDCAD,1h,camarilla_breakout,Camarilla R3/S3 Breakout,OK,24,17,7,70.83,184.64,1.85,1.2588762416170178,7.69,3.38,0.54,0.489,288,
AUDCAD,1h,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,18,10,7,55.56,2062.5,20.63,7.548109432238277,114.58,1.77,5.208,8.375,288,
AUDCAD,1h,woodie_pivot_reversal,Woodie Pivot Reversal,OK,35,5,30,14.29,-1468.33,-14.68,0.28874285083472273,-41.95,15.84,-3.667,-4.051,288,
AUDCAD,1h,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
AUDCAD,1h,chandelier_trend_exit,Chandelier Trend Exit,OK,135,56,79,41.48,-70.06,-0.7,0.9582378752849361,-0.52,5.84,-0.168,-0.31,288,
AUDCAD,1h,mfi_volume_reversal,MFI Volume Reversal,OK,20,5,15,25.0,-464.75,-4.65,0.5762851861469839,-23.24,5.84,-1.425,-1.38,288,
AUDCAD,1h,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,5,1,4,20.0,-108.33,-1.08,0.6901131812574094,-21.67,3.5,-0.277,-0.273,288,
AUDCAD,1h,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
AUDCAD,1h,hurst_trend_persistence,Hurst Trend Persistence,OK,18,5,13,27.78,172.87,1.73,1.134346351603245,9.6,6.09,0.387,0.649,288,
AUDCAD,1h,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,76,48,27,63.16,2440.32,24.4,3.3137030877744458,32.11,2.59,4.177,5.176,288,
AUDCAD,1h,obv_price_divergence,OBV/Price Divergence,OK,48,24,24,50.0,506.77,5.07,1.383334824617446,10.56,4.63,1.148,1.612,288,
AUDCAD,1h,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,14,9,4,64.29,2187.92,21.88,14.496665247369226,156.28,1.01,5.765,10.645,288,
AUDCAD,1h,kst_trend_cross,KST Trend Cross,OK,10,5,5,50.0,289.04,2.89,1.6679480523549177,28.9,2.39,0.824,1.039,288,
AUDCAD,1h,coppock_curve_bottom,Coppock Curve Bottom,OK,10,4,5,40.0,912.83,9.13,2.762560798148806,91.28,4.25,2.0,3.622,288,
AUDCAD,1h,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
AUDCAD,1h,tsi_momentum_shift,TSI Momentum Shift,OK,17,10,7,58.82,1647.9,16.48,3.741467933741067,96.94,2.63,3.115,4.867,288,
AUDCAD,1h,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,43,7,36,16.28,-1110.67,-11.11,0.34456196433044756,-25.83,12.7,-3.623,-4.942,288,
AUDCAD,1h,rvi_signal_cross,Relative Vigor Index Cross,OK,18,13,5,72.22,1398.96,13.99,4.9665292813022575,77.72,1.93,3.603,5.604,288,
AUDCAD,1h,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,59,35,23,59.32,1841.68,18.42,2.807401372905634,31.21,2.67,3.461,5.518,288,
AUDCAD,1h,aroon_new_trend,Aroon New Trend,OK,9,0,8,0.0,-711.75,-7.12,0.0,-79.08,8.41,-2.332,-2.518,288,
AUDCAD,1h,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,6,2,4,33.33,91.08,0.91,2.219494248116266,15.18,2.63,0.301,0.393,288,
AUDCAD,1h,psar_flip_trend,Parabolic SAR Flip,OK,24,14,9,58.33,2551.95,25.52,5.699491630647105,106.33,2.98,4.579,6.504,288,
AUDCAD,1h,keltner_channel_breakout,Keltner Channel Breakout,OK,6,4,2,66.67,317.91,3.18,4.059717234924592,52.99,2.1,1.171,1.356,288,
AUDCAD,1h,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
AUDCAD,1h,vwap_reversion,VWAP Mean Reversion,OK,35,5,30,14.29,-1001.95,-10.02,0.2933138142415024,-28.63,10.84,-3.751,-4.467,288,
AUDCAD,1h,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,35,5,30,14.29,-1692.36,-16.92,0.1751378622617814,-48.35,17.73,-4.611,-5.609,288,
AUDCAD,1h,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,99,61,37,61.62,1862.8,18.63,2.4675802497800694,18.82,2.61,3.397,5.493,288,
AUDCAD,1h,trix_zero_cross,TRIX Zero-Line Cross,OK,15,0,15,0.0,-1399.42,-13.99,0.0,-93.29,13.99,-4.44,-4.388,288,
AUDCAD,1h,balance_of_power_shift,Balance of Power Shift,OK,40,14,25,35.0,1.23,0.01,1.0009833310377054,0.03,4.81,0.02,0.033,288,
AUDCAD,1h,roc_acceleration,Rate-of-Change Acceleration,OK,15,8,6,53.33,1227.46,12.27,6.529457212008026,81.83,1.09,3.286,4.222,288,
AUDCAD,1h,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,14,4,10,28.57,-228.38,-2.28,0.7712489476174436,-16.31,6.39,-0.464,-0.67,288,
AUDCAD,1h,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
AUDCAD,1h,hull_ma_momentum,Hull Moving Average Momentum,OK,16,14,2,87.5,2471.13,24.71,23.267282508812553,154.45,1.43,4.883,8.29,288,
AUDCAD,1h,kama_adaptive_trend,KAMA Adaptive Trend,OK,15,8,6,53.33,1385.49,13.85,6.638703350395196,92.37,1.8,3.356,4.996,288,
AUDCAD,1h,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,26,3,23,11.54,-664.45,-6.64,0.10696198997430958,-25.56,6.64,-3.186,-1.97,288,
AUDCAD,1h,macd_divergence_confluence,MACD Divergence Confluence,OK,6,5,1,83.33,1428.17,14.28,31.40319656158419,238.03,0.85,4.466,6.053,288,
AUDCAD,1h,range_position_breakout,Range Position Breakout,OK,9,4,5,44.44,389.43,3.89,9.250968658963597,43.27,0.63,2.122,1.797,288,
AUDCAD,1h,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,288,
AUDCAD,4h,rsi_reversal,RSI Mean Reversion,OK,10,7,3,70.0,1145.69,11.46,4.538431285732621,114.57,1.84,4.216,7.881,180,
AUDCAD,1h,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,22,3,19,13.64,-1113.79,-11.14,0.16739227012420357,-50.63,12.04,-3.988,-3.361,288,
AUDCAD,4h,macd_trend,MACD Trend Following,OK,7,1,6,14.29,-135.82,-1.36,0.685878418116897,-19.4,3.9,-0.588,-0.713,180,
AUDCAD,4h,bb_squeeze,Bollinger Band Squeeze,OK,8,6,2,75.0,1037.52,10.38,5.912471688516181,129.69,2.57,3.137,4.181,180,
AUDCAD,4h,adx_strength,ADX Strength Entry,OK,8,4,4,50.0,566.35,5.66,2.3647660072327716,70.79,2.28,2.475,4.412,180,
AUDCAD,4h,ichimoku_trend,Ichimoku Cloud Trend,OK,26,6,20,23.08,-627.03,-6.27,0.6805805985346529,-24.12,11.02,-1.564,-2.686,180,
AUDCAD,4h,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
AUDCAD,4h,elder_ray,Elder Ray Power,OK,15,9,6,60.0,899.15,8.99,3.042729719744355,59.94,3.55,2.814,3.988,180,
AUDCAD,4h,choppiness_reversal,Choppiness Reversal,OK,12,8,4,66.67,405.26,4.05,2.966593309479455,33.77,1.0,2.692,3.847,180,
AUDCAD,4h,confluence_8,8-Indicator Confluence,OK,4,2,2,50.0,209.28,2.09,4.859427361236598,52.32,1.9,1.004,1.173,180,
AUDCAD,4h,fisher_zscore,Fisher + Z-Score,OK,16,13,2,81.25,910.18,9.1,9.690916755984665,56.89,0.86,4.913,8.757,180,
AUDCAD,4h,volume_breakout,Volume Breakout,OK,1,1,0,100.0,75.28,0.75,,75.28,0.15,1.556,4.873,180,
AUDCAD,4h,camarilla_breakout,Camarilla R3/S3 Breakout,OK,15,10,5,66.67,61.23,0.61,1.119887580603785,4.08,2.76,0.323,0.307,180,
AUDCAD,4h,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,8,6,2,75.0,1259.25,12.59,13.568093901864458,157.41,0.74,5.741,11.215,180,
AUDCAD,4h,woodie_pivot_reversal,Woodie Pivot Reversal,OK,25,3,22,12.0,-1178.5,-11.78,0.23783365765772552,-47.14,12.96,-4.513,-5.289,180,
AUDCAD,4h,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
AUDCAD,4h,chandelier_trend_exit,Chandelier Trend Exit,OK,82,30,51,36.59,-332.52,-3.33,0.7067770460017647,-4.06,5.84,-1.578,-2.745,180,
AUDCAD,4h,mfi_volume_reversal,MFI Volume Reversal,OK,14,3,11,21.43,-396.65,-3.97,0.5103668718258422,-28.33,5.33,-1.888,-2.098,180,
AUDCAD,4h,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,2,0,2,0.0,-199.0,-1.99,0.0,-99.5,1.99,-2.53,-1.029,180,
AUDCAD,4h,hurst_trend_persistence,Hurst Trend Persistence,OK,13,3,10,23.08,-257.43,-2.57,0.7392925918943963,-19.8,6.09,-0.885,-1.503,180,
AUDCAD,4h,vortex_trend_cross,Vortex Trend Cross,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
AUDCAD,4h,rsi_regular_divergence_v2,RSI Regular Divergence (Confirmed),OK,46,28,18,60.87,1159.83,11.6,2.797020043579345,25.21,2.59,3.8,4.95,180,
AUDCAD,4h,hidden_macd_divergence_v2,Hidden MACD Divergence (Trend Continuation),OK,8,6,2,75.0,1138.24,11.38,11.764750255391473,142.28,1.01,5.491,9.488,180,
AUDCAD,4h,obv_price_divergence,OBV/Price Divergence,OK,27,12,15,44.44,34.57,0.35,1.038516163833928,1.28,4.63,0.159,0.217,180,
AUDCAD,4h,kst_trend_cross,KST Trend Cross,OK,5,2,3,40.0,-1.02,-0.01,0.9962946570832373,-0.2,2.39,0.011,0.013,180,
AUDCAD,4h,coppock_curve_bottom,Coppock Curve Bottom,OK,6,2,3,33.33,394.09,3.94,2.2817631384301356,65.68,3.81,1.717,2.604,180,
AUDCAD,4h,stc_cycle_turn,Schaff Trend Cycle Turn,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
AUDCAD,4h,tsi_momentum_shift,TSI Momentum Shift,OK,8,4,4,50.0,547.35,5.47,2.5546948925941826,68.42,2.63,2.099,3.032,180,
AUDCAD,4h,dpo_cycle_reversal,Detrended Price Oscillator Reversal,OK,31,5,26,16.13,-869.7,-8.7,0.30095923208160125,-28.05,10.63,-4.492,-6.145,180,
AUDCAD,4h,rvi_signal_cross,Relative Vigor Index Cross,OK,10,7,3,70.0,670.14,6.7,4.543702149554992,67.01,1.74,3.233,5.215,180,
AUDCAD,4h,ultimate_oscillator_divergence,Ultimate Oscillator Reversal,OK,33,21,12,63.64,895.68,8.96,2.458501968639074,27.14,2.23,3.378,5.273,180,
AUDCAD,4h,aroon_new_trend,Aroon New Trend,OK,5,0,5,0.0,-490.1,-4.9,0.0,-98.02,6.22,-2.612,-2.727,180,
AUDCAD,4h,ichimoku_kumo_breakout,Ichimoku Kumo Breakout,OK,3,1,2,33.33,34.88,0.35,2.0291045189523413,11.63,2.63,0.194,0.244,180,
AUDCAD,4h,psar_flip_trend,Parabolic SAR Flip,OK,10,8,2,80.0,1329.41,13.29,12.016480021498833,132.94,1.46,4.838,7.19,180,
AUDCAD,4h,keltner_channel_breakout,Keltner Channel Breakout,OK,3,2,1,66.67,59.45,0.59,18.972260841856528,19.82,1.86,0.396,0.419,180,
AUDCAD,4h,donchian_channel_breakout,Donchian Channel Breakout,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
AUDCAD,4h,fisher_transform_extreme,Fisher Transform Extreme Reversal,OK,26,3,23,11.54,-1339.86,-13.4,0.16606699061169045,-51.53,14.54,-5.659,-7.005,180,
AUDCAD,4h,vwap_reversion,VWAP Mean Reversion,OK,24,3,21,12.5,-753.91,-7.54,0.25234133333220504,-31.41,8.36,-4.52,-5.33,180,
AUDCAD,4h,stoch_rsi_double_confirm,Stochastic RSI Double Confirmation,OK,56,35,21,62.5,857.7,8.58,2.2117024075323752,15.32,2.36,3.124,5.104,180,
AUDCAD,4h,trix_zero_cross,TRIX Zero-Line Cross,OK,9,0,9,0.0,-864.83,-8.65,0.0,-96.09,8.65,-4.659,-4.328,180,
AUDCAD,4h,balance_of_power_shift,Balance of Power Shift,OK,26,9,17,34.62,-61.18,-0.61,0.9282455051598774,-2.35,3.91,-0.274,-0.45,180,
AUDCAD,4h,roc_acceleration,Rate-of-Change Acceleration,OK,7,4,3,57.14,593.6,5.94,5.970140974700622,84.8,0.8,3.161,3.827,180,
AUDCAD,4h,ulcer_index_calm_entry,Ulcer Index Low-Stress Entry,OK,8,2,6,25.0,-166.39,-1.66,0.7247708422845514,-20.8,4.64,-0.6,-0.824,180,
AUDCAD,4h,entropy_regime_filter,Entropy Regime Filter,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
AUDCAD,4h,kama_adaptive_trend,KAMA Adaptive Trend,OK,9,4,4,44.44,606.68,6.07,4.624250935367329,67.41,1.8,2.713,3.763,180,
AUDCAD,4h,hull_ma_momentum,Hull Moving Average Momentum,OK,8,8,0,100.0,1184.02,11.84,,148.0,1.43,4.615,7.112,180,
AUDCAD,4h,hidden_rsi_divergence_v2,Hidden RSI Divergence (Trend Continuation),OK,12,2,10,16.67,-296.01,-2.96,0.19332171473383197,-24.67,2.96,-2.502,-1.196,180,
AUDCAD,4h,macd_divergence_confluence,MACD Divergence Confluence,OK,4,3,1,75.0,627.73,6.28,14.363220444900433,156.93,0.85,3.823,3.765,180,
AUDCAD,4h,elder_ray_supertrend_combo,Elder Ray + SuperTrend Combo,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,180,
AUDCAD,4h,range_position_breakout,Range Position Breakout,OK,6,2,4,33.33,187.63,1.88,6.184167067932943,31.27,0.52,1.848,1.403,180,
AUDCAD,4h,mean_reversion_zscore,Mean Reversion Z-Score Fade,OK,14,1,13,7.14,-844.78,-8.45,0.09388748327102632,-60.34,9.74,-5.038,-4.098,180,
AUDCAD,1d,rsi_reversal,RSI Mean Reversion,OK,10,7,3,70.0,1145.69,11.46,4.538431285732621,114.57,1.84,3.943,6.949,200,
AUDCAD,1d,macd_trend,MACD Trend Following,OK,8,2,6,25.0,-115.73,-1.16,0.7323406035087844,-14.47,3.94,-0.441,-0.55,200,
AUDCAD,1d,bb_squeeze,Bollinger Band Squeeze,OK,11,8,3,72.73,1368.6,13.69,5.19770501480978,124.42,2.57,3.328,5.187,200,
AUDCAD,1d,adx_strength,ADX Strength Entry,OK,9,4,5,44.44,751.5,7.52,2.5818935927029787,83.5,2.28,2.836,5.311,200,
AUDCAD,1d,ichimoku_trend,Ichimoku Cloud Trend,OK,27,7,20,25.93,-398.16,-3.98,0.7971691252115131,-14.75,11.02,-0.862,-1.488,200,
AUDCAD,1d,supertrend_follow,SuperTrend Follow,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
AUDCAD,1d,elder_ray,Elder Ray Power,OK,17,10,7,58.82,1192.65,11.93,3.277191729609241,70.16,3.55,3.207,4.951,200,
AUDCAD,1d,choppiness_reversal,Choppiness Reversal,OK,17,12,5,70.59,667.34,6.67,3.569900710935773,39.26,1.0,3.284,5.858,200,
AUDCAD,1d,confluence_8,8-Indicator Confluence,OK,5,2,3,40.0,133.63,1.34,2.0288382493926207,26.73,2.32,0.58,0.723,200,
AUDCAD,1d,fisher_zscore,Fisher + Z-Score,OK,20,17,3,85.0,1184.98,11.85,8.363157832240196,59.25,0.86,5.138,10.817,200,
AUDCAD,1d,volume_breakout,Volume Breakout,OK,2,1,1,50.0,0.62,0.01,1.008261231147534,0.31,0.98,0.014,0.01,200,
AUDCAD,1d,heikin_ashi_trend,Heikin-Ashi Trend Ride,OK,10,7,3,70.0,1461.5,14.62,9.214360683691341,146.15,0.89,5.735,11.155,200,
AUDCAD,1d,camarilla_breakout,Camarilla R3/S3 Breakout,OK,19,13,6,68.42,73.64,0.74,1.1202280628660939,3.88,2.76,0.323,0.337,200,
AUDCAD,1d,woodie_pivot_reversal,Woodie Pivot Reversal,OK,25,3,22,12.0,-1178.5,-11.78,0.23783365765772552,-47.14,12.96,-4.219,-4.663,200,
AUDCAD,1d,cci_extreme_reversal,CCI Extreme Reversal,OK,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,200,
AUDCAD,1d,chandelier_trend_exit,Chandelier Trend Exit,OK,85,33,52,38.82,-147.18,-1.47,0.8708042248367901,-1.73,5.84,-0.581,-1.061,200,
AUDCAD,1d,mfi_volume_reversal,MFI Volume Reversal,OK,14,3,11,21.43,-394.94,-3.95,0.5124797397756753,-28.21,5.33,-1.769,-1.833,200,
AUDCAD,1d,liquidity_sweep_reversal,Liquidity Sweep Reversal,OK,3,0,3,0.0,-297.01,-2.97,0.0,-99.0,2.97,-2.949,-1.584,200,
AUDCAD,1d,hurst_trend_persistence,Hurst Trend Persistence,OK,14,4,10,28.57,-97.45,-0.97,0.9013125782190794,-6.96,6.09,-0.28,-0.48,200,
