id,epoch,dir,entry,exit,pnl,hold,reason,votes,ns,agreement,confDir
297,1787772060,LONG,97.4237,97.36886,-0.0563,2,SL,193,0.342,0.671,HOLD
298,1787772960,LONG,97.4096,97.53984,0.1337,3,TP,203,0.515,0.757,HOLD
299,1787773260,LONG,97.56,97.68375,0.1268,2,TP,207,0.464,0.732,HOLD
300,1787773560,LONG,97.8147,97.75581,-0.0602,3,SL,229,0.492,0.746,HOLD
301,1787773860,LONG,97.8727,97.99271,0.1226,1,TP,221,0.496,0.748,HOLD
302,1787774160,LONG,98.0434,98.0434,0,0,HORIZON,224,0.581,0.791,BUY
303,1787774460,LONG,98.1301,98.07772,-0.0534,5,SL,220,0.654,0.827,BUY
304,1787775060,SHORT,97.9023,97.77725,0.1277,2,TP,224,-0.46,0.73,SELL
305,1787775360,SHORT,97.6324,97.49867,0.137,1,TP,227,-0.452,0.726,HOLD
306,1787776260,SHORT,97.5541,97.60696,-0.0542,2,SL,221,-0.464,0.732,HOLD
307,1787776560,SHORT,97.6099,97.66838,-0.0599,1,SL,218,-0.467,0.734,HOLD
308,1787777760,SHORT,97.6995,97.75628,-0.0581,2,SL,203,-0.372,0.686,SELL
309,1787778960,LONG,97.6455,97.58851,-0.0584,1,SL,208,0.465,0.733,BUY
310,1787779560,SHORT,97.4074,97.4662,-0.0604,2,SL,192,-0.44,0.72,HOLD
311,1787779860,LONG,97.5441,97.48058,-0.0651,2,SL,193,0.463,0.731,HOLD
312,1787780160,LONG,97.5851,97.5851,0,0,HORIZON,218,0.605,0.803,BUY
313,1787780460,LONG,97.6348,97.58512,-0.0509,2,SL,221,0.606,0.803,BUY
314,1787781660,LONG,97.3633,97.306,-0.0589,2,SL,211,0.509,0.754,BUY
315,1787782260,SHORT,96.8508,96.91505,-0.0663,3,SL,224,-0.345,0.672,HOLD
316,1787782560,SHORT,96.8385,96.71329,0.1293,2,TP,218,-0.316,0.658,HOLD
317,1787784660,SHORT,96.1386,96.19611,-0.0598,1,SL,192,-0.42,0.71,HOLD
318,1787785260,LONG,96.2906,96.23662,-0.0561,2,SL,209,0.495,0.747,HOLD
319,1787785560,LONG,96.3483,96.45352,0.1092,1,TP,194,0.414,0.707,HOLD
320,1787786460,LONG,96.6311,96.77256,0.1464,3,TP,228,0.306,0.653,HOLD
321,1787786760,LONG,96.7882,96.72688,-0.0634,1,SL,225,0.573,0.787,HOLD
322,1787787060,LONG,96.9199,96.86331,-0.0584,1,SL,232,0.492,0.746,HOLD
323,1787787360,LONG,96.9133,96.86014,-0.0549,5,SL,228,0.524,0.762,HOLD
324,1787787660,SHORT,96.8494,96.90104,-0.0533,1,SL,222,-0.307,0.654,HOLD
325,1787791860,SHORT,96.7313,96.79021,-0.0609,4,SL,216,-0.407,0.703,SELL
326,1787792760,SHORT,96.7647,96.81846,-0.0556,2,SL,187,-0.429,0.714,SELL
327,1787793660,LONG,96.9654,96.91632,-0.0506,1,SL,191,0.46,0.73,BUY
328,1787794260,LONG,96.8895,96.99704,0.111,2,TP,187,0.526,0.763,BUY
329,1787794860,LONG,97.2247,97.16536,-0.061,1,SL,193,0.374,0.687,HOLD
330,1787795160,SHORT,97.0253,97.07989,-0.0563,3,SL,213,-0.496,0.748,SELL
331,1787795760,LONG,97.3122,97.25213,-0.0617,1,SL,191,0.473,0.737,HOLD
332,1787796060,LONG,97.3824,97.32438,-0.0596,2,SL,188,0.377,0.688,HOLD
333,1787796660,SHORT,97.2917,97.17082,0.1242,2,TP,225,-0.451,0.725,HOLD
334,1787796960,SHORT,97.2035,97.25812,-0.0562,1,SL,221,-0.465,0.733,HOLD
335,1787798160,SHORT,97.1267,97.183,-0.058,5,SL,212,-0.399,0.699,HOLD
336,1787798760,SHORT,97.0546,96.92763,0.1308,3,TP,199,-0.342,0.671,HOLD
337,1787801160,SHORT,96.2044,96.06974,0.14,2,TP,207,-0.509,0.755,HOLD
338,1787801460,SHORT,95.9336,95.99956,-0.0688,2,SL,208,-0.411,0.706,HOLD
339,1787802960,SHORT,95.8558,95.91794,-0.0648,3,SL,207,-0.44,0.72,HOLD
340,1787804160,LONG,95.8289,95.76652,-0.0651,1,SL,201,0.362,0.681,HOLD
341,1787804460,LONG,95.9465,95.88545,-0.0636,1,SL,194,0.4,0.7,HOLD
342,1787805960,SHORT,95.815,95.87351,-0.0611,4,SL,210,-0.516,0.758,HOLD
343,1787806860,SHORT,95.8331,95.71589,0.1223,1,TP,213,-0.639,0.819,HOLD
344,1787807760,SHORT,95.7392,95.613,0.1318,1,TP,189,-0.335,0.668,HOLD
345,1787808960,LONG,95.6729,95.79566,0.1283,5,TP,221,0.565,0.782,HOLD
346,1787809260,LONG,95.8307,95.77535,-0.0578,1,SL,231,0.518,0.759,HOLD
347,1787810160,SHORT,95.5479,95.60052,-0.0551,1,SL,200,-0.628,0.814,HOLD
348,1787811060,SHORT,95.6202,95.67823,-0.0607,2,SL,198,-0.351,0.676,HOLD
349,1787811960,LONG,95.839,95.7823,-0.0592,1,SL,199,0.316,0.658,HOLD
350,1787812260,LONG,95.922,95.86399,-0.0605,1,SL,194,0.437,0.718,BUY
351,1787812560,LONG,96.0361,95.98784,-0.0502,1,SL,197,0.429,0.714,BUY
352,1787813160,SHORT,95.7948,95.8525,-0.0602,1,SL,194,-0.345,0.672,SELL
353,1787813460,LONG,95.9808,95.92653,-0.0565,1,SL,208,0.577,0.788,HOLD
354,1787815560,SHORT,95.3937,95.44853,-0.0575,1,SL,192,-0.326,0.663,HOLD
355,1787815860,SHORT,95.4231,95.47584,-0.0553,2,SL,210,-0.345,0.672,HOLD
356,1787817060,SHORT,95.5213,95.57408,-0.0553,1,SL,192,-0.401,0.7,SELL
357,1787817660,LONG,95.7186,95.82367,0.1098,2,TP,193,0.451,0.725,BUY
358,1787818860,LONG,95.7329,95.66971,-0.066,1,SL,200,0.339,0.67,BUY
359,1787819160,SHORT,95.6098,95.47121,0.1449,4,TP,189,-0.444,0.722,SELL
360,1787819460,SHORT,95.5791,95.44996,0.1351,2,TP,188,-0.447,0.724,SELL
361,1787820660,LONG,95.3966,95.54342,0.1539,4,TP,211,0.57,0.785,BUY
362,1787820960,LONG,95.6423,95.58353,-0.0614,3,SL,216,0.528,0.764,BUY
363,1787821260,LONG,95.6927,95.81378,0.1265,2,TP,215,0.553,0.777,BUY
364,1787821560,LONG,95.962,95.962,0,0,HORIZON,217,0.451,0.725,HOLD
365,1787822460,SHORT,95.8907,95.94432,-0.0559,4,SL,212,-0.36,0.68,SELL
366,1787822760,SHORT,95.8662,95.76434,0.1062,2,TP,209,-0.319,0.659,SELL
367,1787823360,LONG,95.8762,95.8762,0,0,HORIZON,204,0.536,0.768,BUY
368,1787823660,LONG,95.9009,95.85393,-0.049,1,SL,191,0.316,0.658,HOLD
369,1787826060,SHORT,95.6452,95.70251,-0.0599,2,SL,213,-0.363,0.682,HOLD
370,1787826360,SHORT,95.6061,95.66639,-0.0631,2,SL,205,-0.405,0.702,SELL
371,1787826660,LONG,95.8036,95.91958,0.1211,4,TP,189,0.408,0.704,BUY
372,1787827260,SHORT,95.745,95.79757,-0.0549,4,SL,196,-0.437,0.718,SELL
373,1787827860,LONG,96.0532,95.99996,-0.0554,3,SL,193,0.425,0.713,HOLD
374,1787828460,SHORT,95.8663,95.91871,-0.0547,1,SL,213,-0.536,0.768,SELL
375,1787828760,SHORT,95.8726,95.76362,0.1137,2,TP,207,-0.483,0.741,SELL
376,1787829060,LONG,95.9778,95.92303,-0.0571,1,SL,204,0.489,0.744,HOLD
377,1787829360,SHORT,95.6823,95.54735,0.141,2,TP,204,-0.32,0.66,SELL
378,1787829960,LONG,95.8123,95.74966,-0.0654,1,SL,205,0.387,0.693,BUY
379,1787830560,LONG,95.8854,96.00871,0.1286,2,TP,193,0.436,0.718,BUY
380,1787830860,LONG,95.9404,95.89012,-0.0524,2,SL,190,0.396,0.698,BUY
381,1787831460,SHORT,95.7601,95.81462,-0.0569,1,SL,188,-0.566,0.783,SELL
382,1787831760,LONG,95.952,95.89799,-0.0563,4,SL,192,0.495,0.747,BUY
383,1787832060,SHORT,95.7867,95.66917,0.1227,1,TP,201,-0.478,0.739,HOLD
384,1787832360,SHORT,95.5663,95.62101,-0.0572,3,SL,206,-0.349,0.675,SELL
385,1787833260,SHORT,95.6358,95.52734,0.1134,2,TP,188,-0.303,0.652,SELL
386,1787833560,SHORT,95.367,95.25625,0.1161,4,TP,192,-0.324,0.662,HOLD
387,1787833860,SHORT,95.3227,95.20969,0.1186,1,TP,189,-0.353,0.676,HOLD
388,1787837160,LONG,94.5173,94.462,-0.0585,1,SL,214,0.363,0.681,HOLD
389,1787837760,LONG,94.5476,94.5476,0,0,HORIZON,221,0.553,0.776,HOLD
390,1787838060,LONG,94.5091,94.45604,-0.0561,1,SL,218,0.493,0.747,HOLD
391,1787838360,LONG,94.4839,94.43026,-0.0568,2,SL,216,0.377,0.689,HOLD
392,1787838660,SHORT,94.3982,94.45402,-0.0591,4,SL,192,-0.333,0.666,HOLD
393,1787838960,LONG,94.4822,94.43023,-0.055,1,SL,196,0.525,0.762,HOLD
394,1787840460,LONG,94.4321,94.55992,0.1354,2,TP,195,0.515,0.758,HOLD
395,1787840760,LONG,94.6144,94.73687,0.1294,2,TP,194,0.44,0.72,HOLD
396,1787841060,LONG,94.872,94.81169,-0.0636,1,SL,202,0.41,0.705,HOLD
397,1787842260,LONG,95.0155,95.14072,0.1318,1,TP,198,0.44,0.72,BUY
398,1787842560,LONG,95.01,95.13872,0.1355,5,TP,196,0.498,0.749,BUY
399,1787842860,LONG,95.1686,95.29451,0.1323,5,TP,202,0.419,0.709,BUY
400,1787843160,LONG,95.3931,95.32358,-0.0729,2,SL,205,0.427,0.714,HOLD
401,1787844060,LONG,95.3953,95.3953,0,0,HORIZON,200,0.618,0.809,HOLD
402,1787844360,LONG,95.517,95.46594,-0.0535,1,SL,213,0.519,0.76,HOLD
403,1787845860,LONG,95.7436,95.87809,0.1405,2,TP,194,0.462,0.731,HOLD
404,1787846160,LONG,95.9713,95.90858,-0.0654,1,SL,204,0.447,0.723,HOLD
405,1787846460,SHORT,95.6957,95.75606,-0.0631,1,SL,234,-0.539,0.769,HOLD
406,1787847660,LONG,96.1662,96.27725,0.1155,4,TP,202,0.396,0.698,HOLD
407,1787848860,SHORT,95.9118,95.79397,0.1229,2,TP,199,-0.382,0.691,HOLD
408,1787851860,SHORT,94.7718,94.65362,0.1247,2,TP,201,-0.329,0.665,HOLD
409,1787852160,SHORT,94.5283,94.58564,-0.0607,1,SL,201,-0.326,0.663,HOLD
410,1787852460,LONG,94.8265,94.76914,-0.0605,3,SL,213,0.366,0.683,HOLD
411,1787853060,SHORT,94.7245,94.61555,0.115,3,TP,194,-0.307,0.653,HOLD
412,1787853360,SHORT,94.5728,94.62269,-0.0528,3,SL,193,-0.382,0.691,HOLD
413,1787853660,LONG,94.7223,94.66279,-0.0628,1,SL,203,0.456,0.728,HOLD
414,1787855460,LONG,94.7957,94.72866,-0.0707,2,SL,226,0.519,0.76,HOLD
415,1787855760,LONG,94.722,94.65601,-0.0697,1,SL,222,0.469,0.734,HOLD
416,1787856360,SHORT,94.5669,94.46047,0.1125,4,TP,214,-0.533,0.767,HOLD
417,1787856660,LONG,94.6682,94.6096,-0.0619,1,SL,214,0.603,0.802,HOLD
418,1787856960,LONG,94.7354,94.84526,0.116,1,TP,222,0.351,0.676,HOLD
419,1787857260,LONG,94.9192,94.87067,-0.0511,1,SL,221,0.31,0.655,HOLD
420,1787859660,SHORT,95.217,95.11928,0.1026,2,TP,197,-0.347,0.673,SELL
421,1787860860,LONG,95.0827,95.03283,-0.0524,1,SL,211,0.48,0.74,BUY
422,1787861460,SHORT,94.9498,95.00688,-0.0601,1,SL,214,-0.45,0.725,SELL
