id,epoch,dir,entry,exit,pnl,hold,reason,votes,ns,agreement,confDir
38,1787616060,SHORT,101.1496,101.04653,0.1019,2,TP,203,-0.608,0.804,SELL
39,1787617560,LONG,101.2388,101.36427,0.1239,4,TP,204,0.454,0.727,BUY
40,1787617860,LONG,101.4869,101.42153,-0.0644,3,SL,204,0.444,0.722,HOLD
41,1787618160,LONG,101.5004,101.43541,-0.064,1,SL,221,0.496,0.748,HOLD
42,1787621460,SHORT,100.8155,100.87403,-0.0581,5,SL,197,-0.551,0.776,HOLD
43,1787621760,LONG,100.9479,101.07171,0.1227,1,TP,216,0.477,0.739,HOLD
44,1787623560,SHORT,100.6151,100.6725,-0.0571,2,SL,210,-0.48,0.74,HOLD
45,1787624760,LONG,101.0768,101.02289,-0.0533,1,SL,196,0.472,0.736,BUY
46,1787625360,LONG,101.0921,101.03778,-0.0537,2,SL,206,0.635,0.818,BUY
47,1787626860,LONG,101.3387,101.28017,-0.0578,1,SL,193,0.521,0.76,HOLD
48,1787627460,LONG,101.3483,101.29053,-0.057,1,SL,203,0.702,0.851,HOLD
49,1787629860,SHORT,100.5503,100.60394,-0.0533,1,SL,215,-0.498,0.749,HOLD
50,1787632860,LONG,100.0803,100.01826,-0.062,2,SL,216,0.529,0.765,HOLD
51,1787633760,SHORT,99.946,100.00092,-0.0549,1,SL,208,-0.577,0.788,HOLD
52,1787638260,LONG,99.8692,99.99866,0.1296,4,TP,218,0.568,0.784,HOLD
53,1787638560,LONG,99.8287,99.77344,-0.0554,3,SL,216,0.452,0.726,HOLD
54,1787639460,LONG,99.6181,99.73081,0.1131,2,TP,215,0.674,0.837,HOLD
55,1787639760,LONG,99.7711,99.7195,-0.0517,3,SL,212,0.601,0.801,HOLD
56,1787640660,SHORT,99.5678,99.64519,-0.0777,1,SL,210,-0.502,0.751,HOLD
57,1787641860,LONG,99.8655,99.79653,-0.0691,1,SL,214,0.49,0.745,BUY
58,1787642460,LONG,99.7557,99.88977,0.1344,2,TP,190,0.445,0.722,HOLD
59,1787643060,SHORT,99.5334,99.59181,-0.0587,2,SL,226,-0.595,0.797,HOLD
60,1787644560,LONG,99.6803,99.62368,-0.0568,2,SL,208,0.559,0.779,BUY
61,1787646360,LONG,99.5094,99.4547,-0.055,2,SL,204,0.448,0.724,HOLD
62,1787650860,LONG,99.2735,99.2163,-0.0576,4,SL,220,0.478,0.739,HOLD
63,1787651160,SHORT,99.1512,99.04268,0.1094,1,TP,193,-0.543,0.771,HOLD
64,1787651460,SHORT,99.0687,99.1349,-0.0668,3,SL,196,-0.457,0.728,HOLD
65,1787651760,LONG,99.5291,99.45303,-0.0764,2,SL,215,0.581,0.79,BUY
66,1787652060,LONG,99.6269,99.55477,-0.0724,3,SL,213,0.451,0.726,BUY
67,1787653260,LONG,99.5679,99.69344,0.1261,4,TP,204,0.696,0.848,BUY
68,1787653560,LONG,99.7888,99.73213,-0.0568,1,SL,211,0.491,0.746,HOLD
69,1787653860,LONG,99.9793,100.09835,0.1191,2,TP,214,0.509,0.755,HOLD
70,1787654160,LONG,100.1088,100.05029,-0.0585,1,SL,213,0.564,0.782,HOLD
71,1787656560,LONG,101.108,101.24321,0.1337,1,TP,193,0.507,0.754,HOLD
72,1787658360,LONG,101.3724,101.3724,0,0,HORIZON,207,0.471,0.735,HOLD
73,1787658960,SHORT,101.1879,101.1879,0,0,HORIZON,191,-0.443,0.721,HOLD
74,1787662260,SHORT,100.8184,100.87329,-0.0544,1,SL,219,-0.644,0.822,HOLD
75,1787665260,SHORT,101.084,101.13537,-0.0508,1,SL,209,-0.473,0.737,HOLD
76,1787665560,LONG,101.2962,101.2284,-0.0669,2,SL,194,0.561,0.78,HOLD
77,1787666760,SHORT,101.2832,101.15229,0.1293,2,TP,220,-0.567,0.784,HOLD
78,1787667060,SHORT,101.0965,101.15068,-0.0536,1,SL,226,-0.563,0.781,HOLD
79,1787667360,SHORT,100.9301,100.81862,0.1105,1,TP,232,-0.57,0.785,SELL
80,1787667660,SHORT,100.6917,100.56397,0.1269,2,TP,222,-0.46,0.73,SELL
81,1787669460,SHORT,100.6702,100.72865,-0.0581,1,SL,202,-0.477,0.738,HOLD
82,1787672460,LONG,100.1111,100.05918,-0.0519,1,SL,208,0.448,0.724,HOLD
83,1787673360,SHORT,100.032,99.91819,0.1138,1,TP,216,-0.525,0.763,HOLD
84,1787675760,SHORT,99.5785,99.4737,0.1052,4,TP,199,-0.462,0.731,HOLD
85,1787679060,SHORT,99.2836,99.2836,0,0,HORIZON,202,-0.557,0.778,HOLD
86,1787679660,SHORT,99.141,99.20191,-0.0614,1,SL,212,-0.452,0.726,HOLD
87,1787681160,LONG,98.9626,99.08652,0.1252,2,TP,194,0.452,0.726,HOLD
88,1787681460,LONG,99.2793,99.2793,0,0,HORIZON,196,0.445,0.722,HOLD
89,1787682660,SHORT,99.1092,99.16597,-0.0573,1,SL,209,-0.444,0.722,HOLD
90,1787683260,SHORT,98.9541,99.0182,-0.0648,1,SL,194,-0.461,0.731,HOLD
91,1787683860,LONG,99.1911,99.12552,-0.0661,4,SL,226,0.596,0.798,HOLD
92,1787684760,SHORT,99.0839,99.14191,-0.0585,5,SL,218,-0.606,0.803,HOLD
93,1787688360,LONG,99.439,99.56114,0.1228,2,TP,200,0.515,0.757,BUY
94,1787689260,LONG,99.7804,99.93128,0.1512,4,TP,201,0.458,0.729,HOLD
95,1787691660,LONG,100.0572,100.18497,0.1277,2,TP,195,0.45,0.725,HOLD
96,1787697060,SHORT,99.1768,99.23386,-0.0575,1,SL,215,-0.447,0.723,HOLD
97,1787701260,LONG,98.5797,98.69753,0.1195,1,TP,226,0.524,0.762,HOLD
98,1787702460,LONG,99.0129,98.95185,-0.0617,3,SL,195,0.504,0.752,HOLD
99,1787705460,SHORT,98.6075,98.6605,-0.0538,1,SL,208,-0.608,0.804,HOLD
100,1787707560,LONG,98.4932,98.43274,-0.0614,1,SL,194,0.487,0.743,HOLD
101,1787708460,LONG,98.3859,98.33433,-0.0524,1,SL,189,0.697,0.848,HOLD
102,1787708760,LONG,98.3277,98.3277,0,0,HORIZON,204,0.465,0.733,HOLD
103,1787709660,LONG,98.4577,98.56442,0.1084,2,TP,206,0.522,0.761,HOLD
104,1787710260,SHORT,98.3525,98.40524,-0.0536,3,SL,193,-0.463,0.731,HOLD
105,1787710560,LONG,98.5172,98.46084,-0.0572,1,SL,210,0.611,0.805,BUY
106,1787711460,LONG,98.4337,98.4337,0,0,HORIZON,189,0.522,0.761,HOLD
107,1787712360,LONG,98.5544,98.49764,-0.0576,2,SL,216,0.477,0.738,BUY
108,1787714760,SHORT,98.2898,98.33641,-0.0474,1,SL,212,-0.504,0.752,HOLD
109,1787715360,SHORT,97.9057,97.95627,-0.0517,3,SL,227,-0.477,0.738,HOLD
110,1787716560,LONG,98.2512,98.2512,0,0,HORIZON,191,0.507,0.753,BUY
111,1787717160,SHORT,97.9649,98.01541,-0.0516,1,SL,209,-0.464,0.732,HOLD
112,1787720460,LONG,97.9754,98.08082,0.1076,2,TP,201,0.651,0.826,HOLD
113,1787720760,LONG,98.1901,98.32013,0.1324,4,TP,217,0.504,0.752,BUY
114,1787721960,LONG,98.3217,98.2602,-0.0626,2,SL,208,0.479,0.74,BUY
115,1787722860,SHORT,98.1642,98.05422,0.112,1,TP,222,-0.514,0.757,SELL
116,1787723160,SHORT,98.0948,97.97925,0.1178,3,TP,219,-0.487,0.744,SELL
117,1787724060,LONG,98.2093,98.15561,-0.0547,1,SL,208,0.556,0.778,BUY
118,1787724360,SHORT,97.7994,97.66517,0.1372,4,TP,216,-0.478,0.739,HOLD
119,1787725860,LONG,97.6245,97.57258,-0.0532,1,SL,218,0.484,0.742,HOLD
120,1787727660,LONG,97.322,97.42813,0.1091,1,TP,231,0.491,0.745,HOLD
121,1787727960,LONG,97.5738,97.51931,-0.0558,2,SL,225,0.538,0.769,HOLD
122,1787728260,LONG,97.5532,97.50169,-0.0528,1,SL,218,0.537,0.769,HOLD
123,1787728860,SHORT,97.2546,97.31188,-0.0589,2,SL,204,-0.515,0.758,HOLD
124,1787729460,LONG,97.419,97.53333,0.1174,2,TP,211,0.536,0.768,HOLD
125,1787729760,LONG,97.5071,97.62433,0.1202,2,TP,218,0.5,0.75,HOLD
126,1787730060,LONG,97.8484,97.79497,-0.0546,1,SL,231,0.587,0.794,BUY
127,1787730360,LONG,97.759,97.86805,0.1115,2,TP,230,0.598,0.799,BUY
128,1787732760,SHORT,97.4205,97.47246,-0.0533,1,SL,195,-0.442,0.721,HOLD
129,1787733660,LONG,97.806,97.75286,-0.0543,1,SL,224,0.47,0.735,BUY
130,1787734560,LONG,97.8638,97.79998,-0.0652,4,SL,218,0.517,0.758,BUY
131,1787736660,LONG,98.2774,98.21197,-0.0666,2,SL,196,0.498,0.749,HOLD
132,1787737560,SHORT,98.1268,97.9772,0.1525,2,TP,221,-0.497,0.749,HOLD
133,1787738160,LONG,98.0681,98.00366,-0.0657,5,SL,199,0.483,0.742,HOLD
134,1787742060,LONG,98.148,98.08046,-0.0688,1,SL,199,0.456,0.728,BUY
135,1787742960,SHORT,97.8886,97.96053,-0.0735,2,SL,211,-0.574,0.787,HOLD
136,1787743260,LONG,98.0725,98.0101,-0.0636,1,SL,215,0.549,0.775,BUY
137,1787744160,SHORT,97.7441,97.80236,-0.0596,4,SL,202,-0.478,0.739,SELL
138,1787745360,LONG,98.0612,98.17508,0.1161,2,TP,193,0.559,0.78,BUY
139,1787745960,SHORT,97.8358,97.71131,0.1272,2,TP,210,-0.462,0.731,HOLD
140,1787748060,LONG,97.7661,97.87476,0.1111,2,TP,216,0.448,0.724,BUY
141,1787748360,LONG,97.8341,97.97857,0.1477,4,TP,226,0.473,0.736,BUY
142,1787750460,LONG,98.4256,98.36421,-0.0624,3,SL,211,0.565,0.783,HOLD
143,1787751360,LONG,98.4969,98.615,0.1199,5,TP,205,0.641,0.82,HOLD
144,1787751660,LONG,98.554,98.50177,-0.053,1,SL,206,0.49,0.745,HOLD
145,1787755860,LONG,98.8807,98.81223,-0.0692,2,SL,215,0.533,0.767,HOLD
146,1787760360,LONG,98.8742,99.04669,0.1745,2,TP,209,0.509,0.754,HOLD
147,1787760660,LONG,99.0891,99.02286,-0.0668,1,SL,227,0.498,0.749,HOLD
148,1787762160,LONG,99.1057,99.04411,-0.0621,2,SL,198,0.491,0.745,HOLD
149,1787763960,SHORT,98.7012,98.76278,-0.0624,2,SL,206,-0.445,0.722,SELL
150,1787765760,LONG,98.3306,98.27741,-0.0541,5,SL,221,0.676,0.838,HOLD
151,1787772960,LONG,97.4096,97.53984,0.1337,3,TP,203,0.515,0.757,HOLD
152,1787773260,LONG,97.56,97.68375,0.1268,2,TP,207,0.464,0.732,HOLD
153,1787773560,LONG,97.8147,97.75581,-0.0602,3,SL,229,0.492,0.746,HOLD
154,1787773860,LONG,97.8727,97.99271,0.1226,1,TP,221,0.496,0.748,HOLD
155,1787774160,LONG,98.0434,98.0434,0,0,HORIZON,224,0.581,0.791,BUY
156,1787774460,LONG,98.1301,98.07772,-0.0534,5,SL,220,0.654,0.827,BUY
157,1787775060,SHORT,97.9023,97.77725,0.1277,2,TP,224,-0.46,0.73,SELL
158,1787775360,SHORT,97.6324,97.49867,0.137,1,TP,227,-0.452,0.726,HOLD
159,1787776260,SHORT,97.5541,97.60696,-0.0542,2,SL,221,-0.464,0.732,HOLD
160,1787776560,SHORT,97.6099,97.66838,-0.0599,1,SL,218,-0.467,0.734,HOLD
161,1787778960,LONG,97.6455,97.58851,-0.0584,1,SL,208,0.465,0.733,BUY
162,1787779560,SHORT,97.4074,97.4662,-0.0604,2,SL,192,-0.44,0.72,HOLD
163,1787779860,LONG,97.5441,97.48058,-0.0651,2,SL,193,0.463,0.731,HOLD
164,1787780160,LONG,97.5851,97.5851,0,0,HORIZON,218,0.605,0.803,BUY
165,1787780460,LONG,97.6348,97.58512,-0.0509,2,SL,221,0.606,0.803,BUY
166,1787781660,LONG,97.3633,97.306,-0.0589,2,SL,211,0.509,0.754,BUY
167,1787785260,LONG,96.2906,96.23662,-0.0561,2,SL,209,0.495,0.747,HOLD
168,1787786760,LONG,96.7882,96.72688,-0.0634,1,SL,225,0.573,0.787,HOLD
169,1787787060,LONG,96.9199,96.86331,-0.0584,1,SL,232,0.492,0.746,HOLD
170,1787787360,LONG,96.9133,96.86014,-0.0549,5,SL,228,0.524,0.762,HOLD
171,1787793660,LONG,96.9654,96.91632,-0.0506,1,SL,191,0.46,0.73,BUY
172,1787794260,LONG,96.8895,96.99704,0.111,2,TP,187,0.526,0.763,BUY
173,1787795160,SHORT,97.0253,97.07989,-0.0563,3,SL,213,-0.496,0.748,SELL
174,1787795760,LONG,97.3122,97.25213,-0.0617,1,SL,191,0.473,0.737,HOLD
175,1787796660,SHORT,97.2917,97.17082,0.1242,2,TP,225,-0.451,0.725,HOLD
176,1787796960,SHORT,97.2035,97.25812,-0.0562,1,SL,221,-0.465,0.733,HOLD
177,1787801160,SHORT,96.2044,96.06974,0.14,2,TP,207,-0.509,0.755,HOLD
178,1787802960,SHORT,95.8558,95.91794,-0.0648,3,SL,207,-0.44,0.72,HOLD
179,1787805960,SHORT,95.815,95.87351,-0.0611,4,SL,210,-0.516,0.758,HOLD
180,1787806860,SHORT,95.8331,95.71589,0.1223,1,TP,213,-0.639,0.819,HOLD
181,1787808960,LONG,95.6729,95.79566,0.1283,5,TP,221,0.565,0.782,HOLD
182,1787809260,LONG,95.8307,95.77535,-0.0578,1,SL,231,0.518,0.759,HOLD
183,1787810160,SHORT,95.5479,95.60052,-0.0551,1,SL,200,-0.628,0.814,HOLD
184,1787813460,LONG,95.9808,95.92653,-0.0565,1,SL,208,0.577,0.788,HOLD
185,1787817660,LONG,95.7186,95.82367,0.1098,2,TP,193,0.451,0.725,BUY
186,1787819160,SHORT,95.6098,95.47121,0.1449,4,TP,189,-0.444,0.722,SELL
187,1787819460,SHORT,95.5791,95.44996,0.1351,2,TP,188,-0.447,0.724,SELL
188,1787820660,LONG,95.3966,95.54342,0.1539,4,TP,211,0.57,0.785,BUY
189,1787820960,LONG,95.6423,95.58353,-0.0614,3,SL,216,0.528,0.764,BUY
190,1787821260,LONG,95.6927,95.81378,0.1265,2,TP,215,0.553,0.777,BUY
191,1787821560,LONG,95.962,95.962,0,0,HORIZON,217,0.451,0.725,HOLD
192,1787823360,LONG,95.8762,95.8762,0,0,HORIZON,204,0.536,0.768,BUY
193,1787828460,SHORT,95.8663,95.91871,-0.0547,1,SL,213,-0.536,0.768,SELL
194,1787828760,SHORT,95.8726,95.76362,0.1137,2,TP,207,-0.483,0.741,SELL
195,1787829060,LONG,95.9778,95.92303,-0.0571,1,SL,204,0.489,0.744,HOLD
196,1787831460,SHORT,95.7601,95.81462,-0.0569,1,SL,188,-0.566,0.783,SELL
197,1787831760,LONG,95.952,95.89799,-0.0563,4,SL,192,0.495,0.747,BUY
198,1787832060,SHORT,95.7867,95.66917,0.1227,1,TP,201,-0.478,0.739,HOLD
199,1787837760,LONG,94.5476,94.5476,0,0,HORIZON,221,0.553,0.776,HOLD
200,1787838060,LONG,94.5091,94.45604,-0.0561,1,SL,218,0.493,0.747,HOLD
201,1787838960,LONG,94.4822,94.43023,-0.055,1,SL,196,0.525,0.762,HOLD
202,1787840460,LONG,94.4321,94.55992,0.1354,2,TP,195,0.515,0.758,HOLD
203,1787840760,LONG,94.6144,94.73687,0.1294,2,TP,194,0.44,0.72,HOLD
204,1787842260,LONG,95.0155,95.14072,0.1318,1,TP,198,0.44,0.72,BUY
205,1787842560,LONG,95.01,95.13872,0.1355,5,TP,196,0.498,0.749,BUY
206,1787844060,LONG,95.3953,95.3953,0,0,HORIZON,200,0.618,0.809,HOLD
207,1787844360,LONG,95.517,95.46594,-0.0535,1,SL,213,0.519,0.76,HOLD
208,1787845860,LONG,95.7436,95.87809,0.1405,2,TP,194,0.462,0.731,HOLD
209,1787846160,LONG,95.9713,95.90858,-0.0654,1,SL,204,0.447,0.723,HOLD
210,1787846460,SHORT,95.6957,95.75606,-0.0631,1,SL,234,-0.539,0.769,HOLD
211,1787853660,LONG,94.7223,94.66279,-0.0628,1,SL,203,0.456,0.728,HOLD
212,1787855460,LONG,94.7957,94.72866,-0.0707,2,SL,226,0.519,0.76,HOLD
213,1787855760,LONG,94.722,94.65601,-0.0697,1,SL,222,0.469,0.734,HOLD
214,1787856360,SHORT,94.5669,94.46047,0.1125,4,TP,214,-0.533,0.767,HOLD
215,1787856660,LONG,94.6682,94.6096,-0.0619,1,SL,214,0.603,0.802,HOLD
216,1787860860,LONG,95.0827,95.03283,-0.0524,1,SL,211,0.48,0.74,BUY
217,1787861460,SHORT,94.9498,95.00688,-0.0601,1,SL,214,-0.45,0.725,SELL
