id,epoch,dir,entry,exit,pnl,hold,reason,chop,topSameDir,blenderProb,volRegime,slMult,tpMult,ns
55,1787776260,LONG,4758.663,4758.93789,0.0058,1,TP,60.53,3,0.543,extreme,2.7,0.27999999999999997,0.465
56,1787778360,LONG,4763.734,4764.10436,0.0078,1,TP,52.84,1,0.494,low,1.5,0.44000000000000006,0.634
57,1787779560,LONG,4763.408,4763.67796,0.0057,2,TP,60.22,7,0.812,extreme,2.7,0.27999999999999997,0.206
58,1787792760,LONG,4759.505,4759.83487,0.0069,1,TP,54.72,1,0.413,high,2.3,0.36000000000000004,0.253
59,1787798760,LONG,4747.735,4748.09634,0.0076,3,TP,60.64,3,0.411,high,2.3,0.36000000000000004,0.198
60,1787807460,SHORT,4751.57,4752.82621,-0.0264,2,SL,59.33,3,0.453,low,1.5,0.44000000000000006,-0.148
61,1787810460,SHORT,4756.306,4755.9467,0.0076,1,TP,58.05,2,0.408,low,1.5,0.44000000000000006,-0.228
62,1787811960,LONG,4753.927,4752.73394,-0.0251,2,SL,56.73,9,0.756,low,1.5,0.44000000000000006,0.12
63,1787815260,LONG,4762.939,4763.20887,0.0057,1,TP,55.95,2,0.544,extreme,2.7,0.27999999999999997,0.418
64,1787815860,SHORT,4765.179,4764.84925,0.0069,1,TP,32.28,5,0.561,high,2.3,0.36000000000000004,-0.174
65,1787817660,LONG,4765.808,4764.58023,-0.0258,2,SL,62.65,4,0.574,low,1.5,0.44000000000000006,0.433
66,1787824860,SHORT,4764.428,4764.10322,0.0068,2,TP,40.65,2,0.522,high,2.3,0.36000000000000004,-0.315
67,1787825460,LONG,4763.718,4764.0584,0.0071,2,TP,56.93,7,0.738,mid,2,0.4,0.118
68,1787836260,LONG,4757.548,4757.93807,0.0082,1,TP,66.09,4,0.598,mid,2,0.4,0.117
69,1787836560,LONG,4757.209,4755.86776,-0.0282,2,SL,61.26,6,0.748,low,1.5,0.44000000000000006,0.142
70,1787844360,LONG,4750.878,4751.25128,0.0079,1,TP,36.56,12,0.811,mid,2,0.4,0.124
71,1787847060,LONG,4760.081,4760.43926,0.0075,1,TP,39.28,2,0.535,low,1.5,0.44000000000000006,0.242
72,1787847960,LONG,4757.381,4755.6329,-0.0367,4,SL,40.98,8,0.826,mid,2,0.4,0.16
73,1787849760,LONG,4755.223,4753.4818,-0.0366,3,SL,52.75,1,0.427,mid,2,0.4,0.461
